# xct_end restore_segment
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	1	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	10	
0	94	
0	105	
0	84	
0	97	
0	102	
0	94	
0	90	
0	84	
0	106	
0	101	
0	98	
0	90	
0	104	
0	96	
0	100	
0	105	
0	110	
0	100	
0	85	
0	98	
0	94	
0	100	
0	104	
0	96	
0	98	
0	87	
0	94	
0	106	
0	80	
0	101	
0	91	
0	97	
0	99	
0	85	
0	81	
0	61	
0	63	
0	63	
0	82	
0	128	
0	112	
0	104	
0	89	
0	100	
0	90	
0	113	
0	91	
0	100	
0	88	
0	99	
0	101	
0	93	
0	110	
0	90	
0	111	
0	90	
0	101	
0	89	
0	108	
0	88	
0	113	
0	88	
0	104	
0	87	
0	101	
0	102	
0	90	
0	113	
0	87	
0	98	
0	102	
0	105	
0	97	
0	91	
0	65	
0	57	
0	74	
0	126	
0	104	
0	104	
0	92	
0	95	
0	96	
0	69	
0	63	
0	65	
0	63	
0	57	
0	63	
0	61	
0	59	
0	60	
0	59	
0	58	
0	59	
0	62	
0	66	
0	66	
0	62	
0	72	
0	128	
0	124	
0	95	
0	120	
0	119	
0	85	
0	107	
0	85	
0	106	
0	96	
0	101	
0	107	
0	94	
0	103	
0	87	
0	96	
0	94	
0	114	
0	108	
0	91	
0	112	
0	96	
0	98	
0	93	
0	107	
0	96	
0	114	
0	83	
0	65	
0	37	
0	40	
0	44	
0	33	
0	64	
0	56	
0	48	
0	51	
0	57	
0	57	
0	58	
0	58	
0	30	
0	40	
0	57	
0	62	
0	59	
0	56	
0	61	
0	47	
0	57	
0	63	
0	61	
0	60	
0	61	
0	66	
0	47	
0	63	
0	58	
0	43	
0	12	
0	8	
