# xct_end restore_segment
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	1	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	1	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	3	
0	218	
0	205	
0	293	
0	261	
0	249	
0	260	
0	294	
0	259	
0	198	
0	306	
0	172	
0	230	
0	234	
0	256	
0	350	
0	296	
0	188	
0	289	
0	255	
0	232	
0	221	
0	193	
0	199	
0	209	
0	221	
0	273	
0	227	
0	263	
0	239	
0	242	
0	194	
0	266	
0	257	
0	252	
0	264	
0	239	
0	277	
0	210	
0	146	
0	262	
0	235	
0	270	
0	175	
0	249	
0	217	
0	185	
0	186	
0	241	
0	263	
0	212	
0	306	
0	186	
0	216	
0	205	
0	207	
0	177	
0	229	
0	200	
0	213	
0	223	
0	197	
0	188	
0	240	
0	170	
0	228	
0	257	
0	256	
0	208	
0	212	
0	211	
0	250	
0	178	
0	232	
0	292	
0	320	
0	203	
0	255	
0	249	
0	235	
0	250	
0	220	
0	233	
0	182	
0	208	
0	245	
0	195	
0	224	
0	260	
0	232	
0	200	
0	226	
0	205	
0	244	
0	212	
0	235	
0	197	
0	250	
0	178	
0	204	
0	223	
0	235	
0	237	
0	240	
0	249	
0	199	
0	255	
0	224	
0	203	
0	213	
0	261	
0	195	
0	281	
0	220	
0	196	
0	215	
0	236	
0	248	
0	190	
0	192	
0	219	
0	210	
0	197	
0	190	
0	185	
0	183	
0	219	
0	195	
0	170	
0	252	
0	246	
0	203	
0	225	
0	251	
0	221	
0	248	
0	262	
0	208	
0	222	
0	165	
0	196	
0	249	
0	198	
0	193	
0	223	
0	231	
0	205	
0	303	
0	195	
0	182	
0	200	
0	235	
0	286	
0	271	
0	261	
0	253	
0	252	
0	230	
0	223	
0	186	
0	196	
0	215	
0	197	
0	161	
0	264	
0	272	
0	302	
0	328	
0	311	
0	255	
0	254	
0	228	
0	249	
0	195	
0	284	
0	260	
0	206	
0	259	
0	205	
0	248	
0	265	
0	229	
0	275	
0	207	
0	180	
0	235	
0	287	
0	267	
0	202	
0	210	
0	253	
0	284	
0	213	
0	228	
0	265	
0	251	
0	205	
0	200	
0	173	
0	185	
0	280	
0	237	
0	199	
0	252	
0	249	
0	212	
0	186	
0	161	
0	149	
0	102	
0	125	
0	99	
0	132	
0	113	
0	186	
0	142	
0	127	
0	60	
0	177	
0	180	
0	213	
0	204	
0	229	
0	233	
0	230	
0	195	
0	208	
0	227	
0	204	
0	232	
0	211	
0	247	
0	198	
0	247	
0	208	
0	240	
0	222	
0	239	
0	200	
0	210	
0	245	
0	170	
0	99	
0	27	
0	27	
0	22	
