Linux 3.13.0-68-generic (ds-server2) 	10/19/2016 	_x86_64_	(24 CPU)

04:12:08 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:12:09 AM  all    1.04    0.00    2.96    0.29    0.00    0.00    0.00    0.00    0.00   95.71
04:12:10 AM  all    0.79    0.00    2.50    1.17    0.00    0.00    0.00    0.00    0.00   95.54
04:12:11 AM  all    9.14    0.00    5.38    8.43    0.00    0.08    0.00    0.00    0.00   76.97
04:12:12 AM  all    5.94    0.00   10.90   31.68    0.00    0.34    0.00    0.00    0.00   51.13
04:12:13 AM  all    2.48    0.00    7.19   18.80    0.00    0.13    0.00    0.00    0.00   71.39
04:12:14 AM  all    6.14    0.00    8.60   23.82    0.00    0.22    0.00    0.00    0.00   61.22
04:12:15 AM  all    6.21    0.00    7.97   25.65    0.00    0.13    0.00    0.00    0.00   60.04
04:12:16 AM  all   15.48    0.00    9.77   22.41    0.00    0.21    0.00    0.00    0.00   52.13
04:12:17 AM  all   11.17    0.00    9.36   23.98    0.00    0.17    0.00    0.00    0.00   55.33
04:12:18 AM  all   10.40    0.00    8.87   24.04    0.00    0.17    0.00    0.00    0.00   56.52
04:12:19 AM  all   11.02    0.00    8.37   23.88    0.00    0.34    0.00    0.00    0.00   56.39
04:12:20 AM  all   21.39    0.00    6.71   20.88    0.00    0.17    0.00    0.00    0.00   50.85
04:12:21 AM  all    7.75    0.00    8.44   25.86    0.00    0.26    0.00    0.00    0.00   57.69
04:12:22 AM  all    8.35    0.00    8.39   25.36    0.00    0.35    0.00    0.00    0.00   57.55
04:12:23 AM  all    8.81    0.00   10.01   26.04    0.00    0.26    0.00    0.00    0.00   54.88
04:12:24 AM  all   13.67    0.00    8.45   21.19    0.00    0.13    0.00    0.00    0.00   56.56
04:12:25 AM  all   11.02    0.00    7.93   20.93    0.00    0.17    0.00    0.00    0.00   59.95
04:12:26 AM  all   17.70    0.00    6.41   18.68    0.00    0.21    0.00    0.00    0.00   56.99
04:12:27 AM  all   15.21    0.00    7.63   19.17    0.00    0.17    0.00    0.00    0.00   57.82
04:12:28 AM  all   12.01    0.00    8.25   18.80    0.00    0.13    0.00    0.00    0.00   60.80
