# xct_end page_write page_read
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
251	0	0	
1259	220	0	
934	793	0	
1292	741	0	
2292	759	0	
3848	708	0	
4506	629	0	
4959	565	0	
5221	523	0	
7057	651	0	
8049	652	0	
7100	531	0	
9076	623	0	
9745	641	0	
10951	25	0	
9005	437	0	
8943	514	0	
9958	571	0	
10109	588	0	
9610	540	0	
10042	573	0	
10748	605	0	
10858	615	0	
10816	559	0	
9848	524	0	
10819	590	0	
10866	586	0	
10208	557	0	
11249	598	0	
11134	590	0	
10933	599	0	
9902	541	0	
10287	544	0	
10626	565	0	
10246	537	0	
9825	522	0	
11029	555	0	
9878	565	0	
7504	1139	0	
10041	527	0	
9872	528	0	
10128	540	0	
10387	543	0	
9683	503	0	
7116	1053	0	
10323	543	0	
10278	547	0	
9592	517	0	
10257	523	0	
10958	538	0	
7550	819	0	
10571	548	0	
10414	540	0	
10139	547	0	
10337	550	0	
10477	547	0	
10594	547	0	
11303	578	0	
10535	593	0	
10263	571	0	
10207	549	0	
12062	641	0	
12125	650	0	
11538	595	0	
11588	567	0	
11238	617	0	
9065	699	0	
10250	565	0	
10926	568	0	
11040	579	0	
9872	522	0	
10639	604	0	
10238	537	0	
10252	544	0	
11082	564	0	
10818	525	0	
11124	602	0	
11613	637	0	
12080	625	0	
11024	573	0	
10932	598	0	
11579	630	0	
11046	590	0	
10964	588	0	
11461	626	0	
11821	644	0	
11565	599	0	
10230	545	0	
10853	535	0	
10562	552	0	
11804	603	0	
11056	599	0	
11070	588	0	
10742	563	0	
10908	577	0	
10860	555	0	
11720	640	0	
11377	659	0	
7870	1135	0	
11631	615	0	
10904	542	0	
11237	590	0	
11807	617	0	
7008	1260	0	
11007	595	0	
11369	593	0	
11072	580	0	
10994	580	0	
10539	556	0	
11828	638	0	
11678	615	0	
10899	552	0	
10505	518	0	
10203	507	0	
10446	555	0	
10143	512	0	
9933	513	0	
10518	561	0	
10722	570	0	
10320	538	0	
10138	518	0	
10800	568	0	
10146	543	0	
10367	548	0	
