0 restore_end page_write
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
17 0 266
1810 0 26973
4107 672 19508
6852 734 16847
9959 589 15931
12861 509 13555
16430 581 14956
21430 648 17801
27045 684 17104
33643 667 16997
41059 672 15934
48805 621 14569
55620 580 12044
63116 570 11068
71711 571 11580
80187 564 9993
89493 577 9879
97505 424 7739
107138 0 8313
115588 490 6982
124670 555 6312
133885 569 6272
143438 542 5759
152842 550 5353
162037 510 4720
171819 562 4770
182125 571 4422
191858 545 3995
201239 521 3462
211159 538 3413
220921 534 3176
231704 587 3186
241712 539 2848
251388 522 2420
261662 557 2375
271920 551 2233
281204 516 2050
290244 510 1762
299754 566 1777
309013 527 1517
318848 487 1578
328980 506 1457
339187 510 1389
349520 511 1362
359500 501 1178
368925 525 1085
378802 500 1128
390046 580 1103
401036 598 1131
412804 642 1060
424455 638 938
435016 568 875
445462 591 758
456711 619 782
469132 672 807
479793 568 607
491600 640 686
503368 667 677
515024 636 583
526936 648 597
537301 658 532
549212 626 611
560703 616 546
570982 504 441
581817 548 429
592973 580 499
605148 606 499
616127 542 413
626882 573 417
638619 626 435
650122 645 382
661081 584 367
670464 504 291
679849 500 303
690486 585 335
702308 662 348
712687 589 293
723646 571 287
734179 531 273
743784 497 282
753902 535 281
763763 539 298
774202 538 260
784795 556 265
795349 553 262
805873 552 218
817224 578 267
827521 546 283
837948 515 255
848450 533 200
858970 535 239
869586 543 255
879838 528 230
889939 499 216
900038 509 221
909986 527 207
920142 564 192
931628 601 242
942186 763 223
951783 497 187
961445 496 179
971429 514 196
981616 549 205
992039 552 193
1001836 568 187
1011808 521 196
1021751 531 204
1032139 530 200
1042246 534 184
1052332 534 195
1062228 545 161
1072603 549 180
1082598 525 170
1093465 550 174
1104676 543 190
1115031 544 135
1125810 516 160
1136476 538 159
1147894 580 175
1159834 608 178
1171090 599 156
1182870 613 187
1194733 631 161
1206016 590 149
1218127 656 179
1228008 535 133
1238029 545 153
1248400 559 126
1258376 539 171
1268211 543 135
1278453 532 149
1287444 773 127
