Linux 3.13.0-68-generic (ds-server2) 	10/15/2016 	_x86_64_	(24 CPU)

04:08:41 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:08:42 AM  all    1.17    0.00    3.04    0.17    0.00    0.00    0.00    0.00    0.00   95.63
04:08:43 AM  all    0.67    0.00    2.58    1.04    0.00    0.08    0.00    0.00    0.00   95.62
04:08:44 AM  all    0.04    0.00    4.30    0.04    0.00    0.00    0.00    0.00    0.00   95.62
04:08:45 AM  all    0.08    0.00    4.21    0.00    0.00    0.00    0.00    0.00    0.00   95.70
04:08:46 AM  all    1.17    0.00    3.17    0.00    0.00    0.00    0.00    0.00    0.00   95.66
04:08:47 AM  all    8.76    0.00   13.18   46.09    0.00    0.21    0.00    0.00    0.00   31.76
04:08:48 AM  all    6.81    0.00    9.17   24.68    0.00    0.13    0.00    0.00    0.00   59.21
04:08:49 AM  all    9.40    0.00    4.46   21.06    0.00    0.13    0.00    0.00    0.00   64.95
04:08:50 AM  all   14.90    0.00    7.15   21.92    0.00    0.13    0.00    0.00    0.00   55.90
04:08:51 AM  all    7.24    0.00    7.37   28.15    0.00    0.13    0.00    0.00    0.00   57.11
04:08:52 AM  all   13.04    0.00    7.87   26.98    0.00    0.13    0.00    0.00    0.00   51.99
04:08:53 AM  all   11.92    0.00    8.03   25.56    0.00    0.26    0.00    0.00    0.00   54.23
04:08:54 AM  all   13.66    0.00    8.88   23.22    0.00    0.21    0.00    0.00    0.00   54.03
04:08:55 AM  all   10.88    0.00    8.06   25.73    0.00    0.17    0.00    0.00    0.00   55.16
04:08:56 AM  all   15.34    0.00    8.16   21.53    0.00    0.21    0.00    0.00    0.00   54.76
04:08:57 AM  all   10.12    0.00    8.11   20.63    0.00    0.39    0.00    0.00    0.00   60.75
04:08:58 AM  all   10.77    0.00    8.34   19.11    0.00    0.38    0.00    0.00    0.00   61.39
04:08:59 AM  all    9.26    0.00    6.87   14.94    0.00    0.26    0.00    0.00    0.00   68.67
04:09:00 AM  all   11.53    0.00    7.91   14.17    0.00    0.26    0.00    0.00    0.00   66.13
04:09:01 AM  all   10.68    0.00    7.90   12.73    0.00    0.26    0.00    0.00    0.00   68.43
04:09:02 AM  all   12.35    0.00    7.25   11.06    0.00    0.26    0.00    0.00    0.00   69.08
04:09:03 AM  all   12.68    0.00    6.81   11.91    0.00    0.26    0.00    0.00    0.00   68.35
04:09:04 AM  all   28.87    0.00    5.99    7.56    0.00    0.25    0.00    0.00    0.00   57.32
04:09:05 AM  all   12.54    0.00    6.34   10.74    0.00    0.21    0.00    0.00    0.00   70.16
04:09:06 AM  all   12.21    0.00    5.18    8.95    0.00    0.17    0.00    0.00    0.00   73.48
04:09:07 AM  all   12.95    0.00    5.45    8.13    0.00    0.13    0.00    0.00    0.00   73.34
04:09:08 AM  all   12.23    0.00    5.46    7.93    0.00    0.13    0.00    0.00    0.00   74.25
04:09:09 AM  all   10.77    0.00    5.60    6.84    0.00    0.13    0.00    0.00    0.00   76.66
04:09:10 AM  all   11.28    0.00    5.36    6.78    0.00    0.17    0.00    0.00    0.00   76.40
04:09:11 AM  all   12.30    0.00    6.43    6.47    0.00    0.17    0.00    0.00    0.00   74.63
04:09:12 AM  all   12.53    0.00    5.68    5.94    0.00    0.04    0.00    0.00    0.00   75.81
04:09:13 AM  all   11.86    0.00    5.25    5.59    0.00    0.09    0.00    0.00    0.00   77.23
04:09:14 AM  all   12.22    0.00    5.52    5.47    0.00    0.17    0.00    0.00    0.00   76.62
04:09:15 AM  all   12.24    0.00    4.49    5.05    0.00    0.04    0.00    0.00    0.00   78.18
04:09:16 AM  all   12.53    0.00    5.12    4.36    0.00    0.08    0.00    0.00    0.00   77.90
04:09:17 AM  all   14.35    0.00    6.71    4.25    0.00    0.17    0.00    0.00    0.00   74.52
04:09:18 AM  all   14.03    0.00    6.53    4.15    0.00    0.04    0.00    0.00    0.00   75.24
