5 GB	40 GB	35 GB	30 GB	25 GB	20 GB	15 GB	10 GB	
1.80846	1.95859	1.75841	1.8967	1.98589	1.77215	1.78394	1.95934	
1.79206	1.94216	1.73883	1.87207	1.95859	1.75916	1.75791	1.94367	
1.77502	1.92461	1.72279	1.8626	1.93704	1.74408	1.73868	1.93122	
1.75291	1.91099	1.7149	1.85018	1.90806	1.74078	1.71003	1.91412	
1.74801	1.8938	1.70021	1.83168	1.87941	1.73269	1.69524	1.91328	
1.73918	1.87163	1.68893	1.81049	1.86753	1.7222	1.69026	1.91118	
1.72566	1.85751	1.68771	1.79821	1.84277	1.71215	1.68623	1.89763	
1.71737	1.84836	1.67841	1.79041	1.82108	1.69885	1.66522	1.88452	
1.708	1.83597	1.67532	1.78391	1.79218	1.69182	1.64678	1.8806	
1.70518	1.83777	1.67005	1.78015	1.77195	1.68386	1.64737	1.88049	
1.69845	1.83045	1.66183	1.78596	1.7634	1.68615	1.64016	1.87177	
1.69493	1.81304	1.66015	1.782	1.76518	1.6796	1.63207	1.86592	
1.68626	1.79902	1.66493	1.7773	1.77005	1.67468	1.629	1.86595	
1.67731	1.79062	1.67386	1.77275	1.77237	1.67246	1.62458	1.85703	
1.67209	1.78731	1.67473	1.7698	1.76347	1.66116	1.63227	1.84439	
1.66757	1.78063	1.67541	1.76582	1.76265	1.62761	1.63633	1.83376	
1.65859	1.78415	1.67745	1.77117	1.76625	1.62238	1.63724	1.82323	
1.63798	1.79207	1.6833	1.77354	1.76534	1.61517	1.62752	1.8187	
1.6336	1.78327	1.67246	1.77154	1.75587	1.62052	1.61159	1.82137	
1.64763	1.77523	1.66323	1.76803	1.74972	1.62675	1.61576	1.8213	
1.64229	1.77527	1.65804	1.75577	1.73985	1.62562	1.61353	1.8131	
1.63487	1.77702	1.65296	1.75405	1.73964	1.62283	1.60887	1.80929	
1.63429	1.77606	1.64752	1.75234	1.7366	1.62068	1.60819	1.79756	
1.63584	1.78258	1.64658	1.75426	1.73986	1.60996	1.60715	1.7941	
1.62774	1.78902	1.6518	1.76155	1.73411	1.61826	1.60611	1.78832	
1.6259	1.78467	1.64552	1.77272	1.72445	1.62531	1.59845	1.78904	
1.63	1.78012	1.6319	1.7662	1.7181	1.63882	1.58909	1.78922	
1.63605	1.76996	1.62457	1.75657	1.71339	1.64985	1.58649	1.78739	
1.63654	1.76528	1.62253	1.74956	1.71478	1.66043	1.58255	1.78173	
1.63279	1.75825	1.62264	1.75209	1.71783	1.67105	1.57755	1.77834	
1.62937	1.75853	1.62116	1.7498	1.71826	1.67752	1.58152	1.77019	
1.62932	1.76643	1.61964	1.75312	1.70435	1.68663	1.57833	1.7669	
1.63054	1.77294	1.61336	1.76021	1.69632	1.69318	1.57912	1.76422	
1.63271	1.76754	1.6067	1.76199	1.68655	1.69875	1.57933	1.76208	
1.62869	1.76419	1.6038	1.75382	1.68991	1.71676	1.57022	1.76731	
1.62317	1.76439	1.60001	1.74775	1.6895	1.7242	1.56492	1.7754	
1.6173	1.76653	1.59792	1.74104	1.67238	1.73806	1.56672	1.76948	
1.61914	1.76534	1.58971	1.74431	1.67027	1.74327	1.5666	1.76178	
1.61904	1.77319	1.58612	1.74966	1.66467	1.73311	1.57149	1.76014	
1.6099	1.781	1.58458	1.7529	1.66233	1.73081	1.57056	1.76031	
1.6087	1.77367	1.58748	1.76861	1.66575	1.72497	1.56821	1.76077	
1.60716	1.76259	1.58887	1.76816	1.66674	1.72697	1.57241	1.76695	
1.60717	1.75626	1.59118	1.75467	1.68039	1.73052	1.57371	1.77061	
1.61992	1.75162	1.58711	1.74507	1.68067	1.73448	1.57189	1.76902	
1.62075	1.7476	1.57746	1.74098	1.67715	1.7276	1.56578	1.76753	
1.62396	1.74826	1.57612	1.73697	1.677	1.71968	1.56972	1.75325	
1.61546	1.75018	1.57971	1.751	1.68345	1.70567	1.57785	1.74765	
1.60844	1.76118	1.57867	1.76054	1.68888	1.69314	1.57788	1.74758	
1.60904	1.76318	1.58098	1.76693	1.68654	1.6781	1.58016	1.75673	
1.61191	1.76299	1.57671	1.75853	1.67697	1.67138	1.57752	1.76248	
1.61564	1.76219	1.57596	1.75131	1.66774	1.66084	1.57539	1.77524	
1.61185	1.76354	1.57616	1.7466	1.67703	1.65965	1.58341	1.77874	
1.60922	1.76799	1.57475	1.7459	1.67611	1.65516	1.58053	1.77282	
1.60762	1.76915	1.57247	1.74314	1.68352	1.6495	1.58637	1.77004	
1.6026	1.77665	1.56909	1.74774	1.67765	1.63401	1.5889	1.76557	
1.60603	1.77552	1.57251	1.74924	1.67552	1.62542	1.59293	1.76053	
1.60807	1.76703	1.57407	1.75534	1.6824	1.61303	1.59125	1.76986	
1.61051	1.75808	1.57699	1.7446	1.68447	1.60941	1.59273	1.78861	
1.61199	1.75705	1.57893	1.73171	1.69336	1.61274	1.58754	1.78619	
1.61494	1.75187	1.58217	1.73018	1.69572	1.61167	1.5864	1.78361	
1.61798	1.75233	1.58037	1.72408	1.69686	1.61026	1.59273	1.782	
1.62294	1.75386	1.57886	1.72222	1.69861	1.60637	1.5902	1.77708	
1.62203	1.75592	1.5737	1.73022	1.69489	1.60113	1.59057	1.78295	
1.61517	1.7498	1.57526	1.73865	1.70061	1.60336	1.60038	1.78681	
1.62079	1.74097	1.58285	1.74315	1.70448	1.59977	1.6052	1.79127	
1.6201	1.73181	1.5921	1.73751	1.71853	1.6017	1.60489	1.7973	
1.62733	1.72821	1.60275	1.72508	1.71721	1.60495	1.6019	1.8036	
1.63247	1.71749	1.61355	1.72561	1.71937	1.61207	1.60367	1.79962	
1.63193	1.70971	1.62192	1.72685	1.73107	1.61808	1.60097	1.79326	
1.63083	1.70438	1.62728	1.73647	1.74374	1.61681	1.6073	1.77835	
1.63162	1.69909	1.63295	1.7408	1.75642	1.61565	1.60631	1.77704	
1.63452	1.68783	1.64002	1.74405	1.75526	1.60525	1.59673	1.77475	
1.63464	1.67743	1.65102	1.73862	1.75979	1.60265	1.59614	1.78565	
1.63297	1.67361	1.6586	1.73477	1.74909	1.60208	1.58775	1.79144	
1.64117	1.66003	1.66468	1.73543	1.74743	1.59895	1.58498	1.7941	
1.6404	1.65711	1.67291	1.74447	1.75864	1.60609	1.58241	1.78671	
1.64265	1.6527	1.68062	1.74395	1.76075	1.61251	1.58413	1.77562	
1.63579	1.65448	1.68343	1.75283	1.77292	1.61404	1.58549	1.75952	
1.63206	1.64518	1.68856	1.76554	1.77136	1.61254	1.58958	1.76403	
1.62385	1.63469	1.69367	1.76016	1.76961	1.61197	1.59459	1.76275	
1.61935	1.63017	1.69594	1.75111	1.76507	1.61655	1.59066	1.75677	
1.62031	1.62914	1.70667	1.75052	1.76023	1.61734	1.59362	1.75063	
1.61927	1.63134	1.71872	1.75041	1.75559	1.61873	1.59279	1.7348	
1.61113	1.63351	1.72397	1.75171	1.75377	1.60915	1.58199	1.72198	
1.60751	1.6357	1.73176	1.74892	1.76189	1.60528	1.57744	1.70837	
1.60997	1.63954	1.73427	1.75496	1.76119	1.60343	1.57387	1.70113	
1.60319	1.63959	1.72754	1.76265	1.75658	1.59774	1.56982	1.69117	
1.59949	1.64319	1.72586	1.7536	1.75477	1.5876	1.56634	1.69174	
1.59839	1.64022	1.71796	1.74545	1.75314	1.5829	1.57306	1.68492	
1.59912	1.63538	1.72057	1.73689	1.75378	1.58238	1.57344	1.68074	
1.59477	1.63412	1.72793	1.73896	1.75402	1.5843	1.57119	1.67528	
1.59447	1.63813	1.73134	1.73975	1.75622	1.58609	1.56864	1.67917	
1.59911	1.63802	1.72847	1.74367	1.7596	1.58456	1.56913	1.66571	
1.60227	1.63594	1.72356	1.75071	1.7693	1.57988	1.58535	1.6532	
1.60088	1.64362	1.72458	1.75439	1.78244	1.58038	1.59676	1.64629	
1.59638	1.64516	1.72018	1.74329	1.78391	1.57475	1.60754	1.6517	
1.59932	1.64431	1.72612	1.72656	1.77668	1.56662	1.61049	1.66065	
1.60192	1.64131	1.72728	1.71383	1.75544	1.56093	1.62034	1.6578	
1.59861	1.64475	1.73107	1.70205	1.74862	1.55973	1.62036	1.64581	
1.60269	1.65145	1.73569	1.69563	1.75513	1.56467	1.61985	1.64911	
1.61275	1.6508	1.74071	1.69754	1.76238	1.56073	1.62102	1.64867	
1.61	1.64974	1.74219	1.69306	1.76504	1.56428	1.63017	1.64011	
1.61533	1.64589	1.73908	1.6857	1.76856	1.56196	1.63878	1.63941	
1.62419	1.64196	1.7356	1.67618	1.77304	1.56434	1.64604	1.64214	
1.62766	1.64039	1.73709	1.66807	1.77422	1.57012	1.65715	1.64643	
1.62761	1.63855	1.7365	1.6586	1.76773	1.5736	1.66625	1.65534	
1.63223	1.63826	1.73977	1.64658	1.77356	1.57863	1.67571	1.65627	
1.63638	1.63563	1.74442	1.64672	1.77205	1.58382	1.68197	1.6476	
1.64108	1.64782	1.74417	1.64393	1.77427	1.58294	1.68256	1.643	
1.63992	1.65428	1.73625	1.64281	1.77623	1.5796	1.68168	1.64966	
1.64154	1.66124	1.72813	1.63258	1.77753	1.57952	1.68315	1.65186	
1.64128	1.65815	1.72088	1.62771	1.77673	1.57854	1.68756	1.64234	
1.63455	1.65912	1.72958	1.61457	1.78144	1.57475	1.69042	1.64042	
1.63262	1.65717	1.72726	1.60578	1.78174	1.57571	1.68042	1.64529	
1.62893	1.64752	1.73311	1.60689	1.77887	1.57914	1.66967	1.64059	
1.62866	1.641	1.73329	1.60575	1.77488	1.58012	1.65787	1.63347	
1.62774	1.63954	1.73006	1.60739	1.78698	1.58272	1.64815	1.62416	
1.62725	1.64069	1.72825	1.60763	1.80036	1.5865	1.6406	1.62342	
1.6315	1.63874	1.72299	1.60482	1.80933	1.58958	1.64208	1.62132	
1.63058	1.63315	1.71617	1.60575	1.80663	1.58668	1.6422	1.61354	
1.62261	1.62911	1.71978	1.59922	1.80035	1.58889	1.64401	1.6149	
1.62433	1.62584	1.72139	1.60111	1.79564	1.58944	1.63039	1.62526	
1.626	1.62469	1.72283	1.59616	1.7912	1.59213	1.61771	1.62756	
1.62124	1.62747	1.72984	1.59431	1.78492	1.60205	1.60844	1.63225	
1.62109	1.63239	1.72459	1.59461	1.78506	1.60642	1.60176	1.62653	
1.61512	1.63038	1.71735	1.59492	1.78535	1.59971	1.59191	1.6145	
1.60959	1.62799	1.71897	1.59076	1.78951	1.6006	1.58668	1.61135	
1.6019	1.62558	1.70869	1.58652	1.79338	1.60042	1.58514	1.61784	
1.59202	1.6127	1.71607	1.58692	1.78891	1.59698	1.58739	1.62183	
1.59095	1.60835	1.72381	1.58199	1.78394	1.59246	1.59026	1.61736	
1.59404	1.59871	1.72588	1.57938	1.7788	1.5882	1.59369	1.60767	
1.59366	1.59955	1.7377	1.57289	1.77874	1.59025	1.59579	1.61031	
1.59359	1.59944	1.73271	1.57373	1.7762	1.59592	1.59458	1.6064	
1.58919	1.60246	1.7416	1.56959	1.77223	1.5984	1.58863	1.60887	
1.58961	1.61086	1.73104	1.56034	1.77122	1.59765	1.58889	1.61852	
1.58793	1.61033	1.72002	1.55854	1.77874	1.59391	1.59578	1.62443	
1.57689	1.61052	1.70744	1.56477	1.77223	1.59227	1.60133	1.63425	
1.57155	1.60648	1.70867	1.56885	1.77151	1.58771	1.6183	1.64037	
1.57483	1.61165	1.71472	1.56908	1.77465	1.59099	1.62054	1.63668	
1.58083	1.61631	1.71772	1.57253	1.7712	1.59153	1.62193	1.63733	
1.57924	1.61874	1.7084	1.57582	1.77594	1.58973	1.61627	1.63324	
1.57568	1.61709	1.70389	1.57738	1.78312	1.58759	1.63893	1.6246	
1.57733	1.61359	1.70557	1.58175	1.78345	1.58765	1.67331	1.62007	
1.57425	1.60945	1.70001	1.57951	1.7948	1.58013	1.68643	1.61574	
1.56818	1.60404	1.70339	1.57769	1.78975	1.5784	1.6881	1.61937	
1.57077	1.60638	1.69875	1.57909	1.78727	1.58613	1.70378	1.62025	
1.57175	1.61055	1.70025	1.58193	1.78582	1.58868	1.70653	1.62055	
1.58084	1.61275	1.71351	1.58476	1.78189	1.58746	1.70436	1.61723	
1.58683	1.61237	1.71336	1.58228	1.78284	1.59754	1.69645	1.61376	
1.58376	1.6172	1.72132	1.5838	1.78665	1.62174	1.69089	1.60824	
1.60285	1.61946	1.72143	1.58217	1.7955	1.62386	1.68319	1.60395	
1.59976	1.61851	1.71166	1.58195	1.80475	1.62226	1.68647	1.59681	
1.59855	1.6154	1.70347	1.58421	1.80002	1.61133	1.68622	1.59841	
1.60456	1.61026	1.70197	1.58714	1.7994	1.6197	1.6896	1.59349	
1.60421	1.61156	1.71119	1.58568	1.79951	1.61599	1.70529	1.58285	
1.60513	1.61068	1.72156	1.58566	1.79285	1.61783	1.70949	1.58126	
1.60837	1.60686	1.73052	1.58275	1.79633	1.62376	1.70752	1.57123	
1.61672	1.6126	1.7371	1.58135	1.79852	1.62577	1.6865	1.56972	
1.6104	1.60576	1.73496	1.57619	1.79874	1.62116	1.68476	1.57625	
1.60123	1.60689	1.73665	1.57607	1.80279	1.62601	1.68287	1.57797	
1.60123	1.60494	1.74232	1.57828	1.79363	1.63194	1.69348	1.57668	
1.59982	1.60713	1.74274	1.57356	1.78641	1.65963	1.69232	1.57269	
1.59434	1.61096	1.73652	1.57672	1.78052	1.65567	1.66687	1.57434	
1.59771	1.61347	1.73878	1.57623	1.76293	1.65742	1.65864	1.58244	
1.60721	1.61418	1.73695	1.5731	1.76483	1.65711	1.66608	1.57857	
1.61487	1.61388	1.75079	1.57252	1.77258	1.65052	1.66712	1.57935	
1.61799	1.61351	1.74719	1.57917	1.76698	1.64231	1.67496	1.5792	
1.61373	1.61268	1.74303	1.57979	1.76904	1.64704	1.67342	1.57624	
1.62154	1.61789	1.735	1.58149	1.76556	1.64498	1.67129	1.57254	
1.62661	1.61762	1.72716	1.58411	1.75599	1.62504	1.67424	1.57511	
1.60653	1.61557	1.73103	1.59021	1.74373	1.62759	1.6911	1.57691	
1.61727	1.62175	1.73694	1.59641	1.72749	1.63294	1.68637	1.58372	
1.63436	1.62783	1.74099	1.59766	1.72627	1.64374	1.69053	1.5905	
1.64164	1.62667	1.73861	1.60095	1.73112	1.63015	1.6854	1.58914	
1.65202	1.62008	1.73168	1.60157	1.73244	1.62979	1.66805	1.58983	
1.65942	1.62468	1.72732	1.5995	1.73179	1.64776	1.65837	1.58319	
1.66227	1.63057	1.72198	1.59571	1.7295	1.66512	1.67721	1.58016	
1.65847	1.62625	1.71333	1.59708	1.71961	1.70414	1.686	1.57077	
1.68275	1.62907	1.71391	1.60583	1.70955	1.72976	1.70958	1.57099	
1.68583	1.62531	1.71444	1.60738	1.70441	1.72581	1.70807	1.56895	
1.68465	1.62914	1.71476	1.60835	1.71391	1.72935	1.69832	1.56959	
1.70107	1.62876	1.71559	1.61228	1.71767	1.70148	1.67498	1.57853	
1.72031	1.62992	1.72204	1.6106	1.72237	1.70297	1.67363	1.58031	
1.71753	1.62315	1.71901	1.61053	1.72638	1.71006	1.66949	1.57061	
1.71078	1.62931	1.71201	1.61503	1.71616	1.70703	1.66262	1.56813	
1.71644	1.63045	1.70464	1.61348	1.71245	1.70582	1.65364	1.56741	
1.71734	1.63192	1.70556	1.61428	1.71165	1.70941	1.64507	1.57166	
1.73289	1.63412	1.70822	1.61122	1.71265	1.70403	1.64958	1.57671	
1.74066	1.63544	1.71528	1.61014	1.71657	1.69683	1.65044	1.58189	
1.74448	1.63477	1.7112	1.60708	1.72847	1.69684	1.65385	1.58657	
1.75494	1.63856	1.71062	1.60482	1.73309	1.70075	1.64361	1.5874	
1.74815	1.62944	1.70836	1.59924	1.74193	1.71327	1.64067	1.58684	
1.75477	1.62697	1.70357	1.60144	1.7461	1.73971	1.63459	1.58386	
1.75507	1.63055	1.70422	1.60019	1.74535	1.73574	1.63518	1.59042	
1.77056	1.6348	1.70685	1.59779	1.74529	1.73847	1.63881	1.59413	
1.76306	1.63587	1.71456	1.60154	1.74417	1.72367	1.64072	1.60293	
1.75918	1.63498	1.72281	1.60847	1.74303	1.70547	1.62652	1.61196	
1.76154	1.63497	1.73059	1.60672	1.74818	1.6688	1.63806	1.61866	
1.7807	1.63704	1.73134	1.60512	1.75641	1.64779	1.61788	1.61613	
1.78921	1.63549	1.72934	1.60146	1.76029	1.66992	1.63369	1.61966	
1.79724	1.63049	1.72447	1.59977	1.76207	1.68683	1.66319	1.63405	
1.78327	1.62849	1.7178	1.60295	1.76679	1.68694	1.66875	1.63867	
1.77669	1.62777	1.71334	1.59773	1.79474	1.68664	1.69667	1.6471	
1.77801	1.63228	1.71824	1.59562	1.79337	1.6839	1.7067	1.64956	
1.79972	1.62783	1.72657	1.59526	1.79832	1.68037	1.70538	1.65293	
1.7905	1.63543	1.73391	1.59576	1.7983	1.68284	1.69982	1.65294	
1.78606	1.63757	1.73326	1.58902	1.80472	1.69925	1.69966	1.65221	
1.77084	1.63812	1.72696	1.58891	1.8047	1.71307	1.69588	1.65391	
1.75312	1.63627	1.72117	1.5957	1.81652	1.73527	1.69356	1.65545	
1.74875	1.6345	1.72496	1.59823	1.82616	1.75356	1.68666	1.6515	
1.73383	1.63335	1.72157	1.60388	1.81986	1.74719	1.70546	1.65409	
1.72938	1.64003	1.72832	1.6073	1.81413	1.73007	1.70967	1.66108	
1.71179	1.63877	1.73747	1.60092	1.82298	1.69725	1.70885	1.66373	
1.72499	1.64129	1.73899	1.59558	1.82563	1.7017	1.70929	1.66399	
1.7058	1.64257	1.74486	1.60545	1.84268	1.69899	1.70544	1.66498	
1.70614	1.63679	1.7444	1.60129	1.84412	1.69532	1.69893	1.66535	
1.71403	1.63194	1.73746	1.59852	1.84253	1.69124	1.69281	1.65915	
1.72852	1.63403	1.73164	1.59845	1.83339	1.69528	1.67061	1.65352	
1.70733	1.63535	1.7298	1.59506	1.82539	1.69573	1.67557	1.66775	
1.70537	1.63389	1.7391	1.592	1.81943	1.66887	1.66082	1.66398	
1.72049	1.63828	1.74532	1.59459	1.81181	1.64221	1.63583	1.65074	
1.72807	1.63533	1.75121	1.58711	1.80789	1.64245	1.6353	1.65369	
1.71631	1.63694	1.75323	1.58278	1.77804	1.65744	1.6052	1.65437	
1.71683	1.63956	1.75631	1.58664	1.77817	1.65453	1.59745	1.65944	
1.70296	1.63401	1.74723	1.58266	1.78123	1.6587	1.59354	1.69582	
1.71338	1.62333	1.74258	1.57975	1.80687	1.6589	1.5899	1.70636	
1.72249	1.62364	1.74261	1.583	1.8345	1.64255	1.59167	1.70531	
1.74705	1.62128	1.74196	1.58257	1.82971	1.64208	1.5912	1.70661	
1.77832	1.62066	1.74287	1.57732	1.8093	1.65792	1.59879	1.70598	
1.78224	1.6208	1.73443	1.57382	1.79795	1.64144	1.60346	1.70833	
1.78847	1.62427	1.73513	1.5678	1.82125	1.66564	1.58678	1.70802	
1.81288	1.62309	1.72906	1.56371	1.82748	1.72103	1.62194	1.69529	
1.81619	1.62179	1.72368	1.56697	1.81129	1.74432	1.62779	1.69145	
1.80029	1.61489	1.72476	1.56829	1.8057	1.75889	1.64753	1.68312	
1.80695	1.61722	1.7236	1.55552	1.78378	1.75979	1.6563	1.6825	
1.83458	1.6202	1.71706	1.55472	1.79312	1.78197	1.66508	1.68169	
1.83979	1.62226	1.72337	1.55171	1.78936	1.78125	1.66636	1.68717	
1.83336	1.61853	1.72733	1.54913	1.79686	1.77825	1.66747	1.69219	
1.83853	1.61464	1.72937	1.54957	1.80589	1.80196	1.65591	1.68012	
1.85956	1.61717	1.72129	1.55062	1.82606	1.81358	1.64991	1.7038	
1.84452	1.61429	1.71377	1.54707	1.8367	1.83105	1.64535	1.70165	
1.84991	1.61959	1.71067	1.55018	1.83212	1.84107	1.64715	1.69679	
1.85627	1.6186	1.71048	1.55517	1.83908	1.82503	1.64785	1.6866	
1.85902	1.6177	1.70436	1.55572	1.85712	1.84399	1.65372	1.67973	
1.86957	1.62497	1.71693	1.55538	1.88422	1.8531	1.65605	1.66858	
1.87017	1.62738	1.7167	1.55591	1.86569	1.85089	1.65868	1.68263	
1.8729	1.62921	1.71844	1.55628	1.83499	1.85805	1.65647	1.70129	
1.88411	1.65098	1.71815	1.55605	1.839	1.85428	1.65382	1.71243	
1.85553	1.65313	1.71657	1.57473	1.85179	1.81934	1.67356	1.71932	
1.85502	1.65187	1.7287	1.60307	1.84587	1.81747	1.68967	1.74634	
1.89803	1.64913	1.72342	1.62149	1.82249	1.79291	1.69798	1.7725	
1.89576	1.64891	1.72639	1.64804	1.82551	1.73977	1.66517	1.78818	
1.92167	1.65311	1.72599	1.64681	1.87341	1.71959	1.66699	1.8028	
1.92466	1.6635	1.72828	1.66355	1.87826	1.70447	1.65128	1.8079	
1.91991	1.66916	1.75465	1.66452	1.88901	1.73135	1.65399	1.8085	
1.9058	1.67851	1.77442	1.66645	1.89704	1.76444	1.65297	1.80379	
1.89923	1.67912	1.77889	1.66835	1.9331	1.76172	1.65283	1.80481	
1.92062	1.68686	1.77819	1.68342	1.93842	1.76869	1.65332	1.80575	
1.9066	1.68679	1.77888	1.68417	1.94102	1.74423	1.65512	1.80628	
1.91155	1.69081	1.78048	1.68494	1.94882	1.73164	1.65476	1.78796	
1.91843	1.70789	1.78367	1.6834	1.95019	1.75238	1.66021	1.81085	
1.91613	1.72059	1.79231	1.68315	1.97679	1.74355	1.6583	1.84379	
1.9119	1.72147	1.79486	1.68597	1.97192	1.74581	1.66009	1.85131	
1.91977	1.73811	1.82478	1.68856	1.96561	1.72212	1.6513	1.85364	
1.94308	1.74818	1.8351	1.69103	1.93852	1.71268	1.64804	1.82812	
1.93701	1.79032	1.83631	1.73802	1.9205	1.70942	1.64901	1.80148	
1.97368	1.78596	1.83459	1.73646	1.95861	1.70285	1.64927	1.80216	
1.95217	1.76841	1.83807	1.73982	1.96813	1.71341	1.6532	1.81281	
1.96683	1.77247	1.84228	1.71985	1.97031	1.72396	1.63401	1.80879	
1.96815	1.77895	1.84412	1.69144	1.97052	1.74627	1.61131	1.78466	
1.93904	1.7912	1.87579	1.67517	1.9798	1.75623	1.60063	1.76563	
1.92454	1.80031	1.88409	1.64884	1.96977	1.75311	1.60017	1.76959	
1.90463	1.82418	1.883	1.64661	1.93216	1.75188	1.59507	1.75417	
1.90389	1.84156	1.88203	1.63373	1.92467	1.75973	1.60574	1.75706	
1.90709	1.8317	1.86001	1.63641	1.90979	1.73638	1.61436	1.76233	
1.9029	1.82757	1.84904	1.63817	1.88164	1.69452	1.61017	1.75994	
1.91153	1.84877	1.84397	1.63809	1.8478	1.73427	1.62432	1.7607	
1.87823	1.86313	1.84807	1.62773	1.83414	1.71925	1.62832	1.76383	
1.87191	1.8807	1.85304	1.64488	1.82641	1.71887	1.64426	1.76789	
1.84287	1.89566	1.86812	1.64884	1.82077	1.73127	1.65354	1.77334	
1.83845	1.89208	1.86699	1.68475	1.8115	1.69368	1.65241	1.75489	
1.83744	1.89663	1.87655	1.69889	1.79577	1.70723	1.66822	1.71484	
1.89623	1.90875	1.87706	1.72461	1.80164	1.7147	1.6899	1.70703	
1.88977	1.89988	1.86776	1.75275	1.79768	1.72538	1.71872	1.71106	
1.85372	1.92794	1.85739	1.7703	1.80623	1.72186	1.72417	1.71214	
1.84491	1.89438	1.86244	1.73142	1.85122	1.72204	1.72465	1.73699	
1.81609	1.90107	1.86259	1.7324	1.82053	1.72041	1.72726	1.73364	
1.80238	1.90577	1.85822	1.76425	1.81191	1.71914	1.73104	1.71069	
1.79611	1.90259	1.86941	1.76873	1.80236	1.73066	1.72488	1.72129	
1.80407	1.90176	1.86351	1.79745	1.81405	1.70276	1.72683	1.71507	
1.81576	1.89346	1.84023	1.80696	1.81006	1.71975	1.72558	1.72496	
1.8156	1.91214	1.84385	1.82044	1.8083	1.72915	1.71797	1.74041	
1.82096	1.9146	1.87989	1.83364	1.79757	1.75006	1.71799	1.75453	
1.82196	1.90356	1.89841	1.83882	1.79946	1.7572	1.70578	1.76337	
1.81382	1.912	1.91724	1.8371	1.80698	1.79142	1.69246	1.78084	
1.84033	1.91506	1.91148	1.84179	1.81442	1.79412	1.74175	1.78236	
1.84648	1.89988	1.90543	1.84321	1.81151	1.75576	1.73849	1.77369	
1.87533	1.8912	1.90773	1.85536	1.81799	1.76758	1.748	1.76094	
1.88197	1.8759	1.93841	1.84158	1.87033	1.77418	1.73546	1.75527	
1.89347	1.86671	1.9409	1.83634	1.84409	1.77013	1.72568	1.74003	
1.909	1.87621	1.94705	1.80054	1.83461	1.76886	1.72089	1.73729	
