0 restore_end page_write
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
413 0 7649
1261 473 12333
2454 762 12620
4424 865 15919
6498 580 13062
8785 487 11864
12690 34 18477
17671 0 19167
22268 397 16143
27049 550 14549
32032 516 13081
36019 398 9479
40942 436 10726
44199 266 6483
52436 665 14865
59140 513 10553
65228 422 8813
73943 590 11261
78270 285 4823
88084 657 10494
94885 456 7143
101167 403 5694
107902 427 5932
115434 458 6018
122636 453 5192
131820 547 6065
140793 537 5662
150793 595 6132
157152 376 3362
165144 457 4044
172964 452 3667
184422 649 5277
194867 610 4342
205742 627 4093
215916 581 3475
224309 490 2652
232106 467 2238
241293 516 2462
250264 518 2338
260988 611 2545
269466 478 1852
279552 564 2072
289401 556 1877
298207 524 1591
308158 567 1695
319593 588 1864
329388 493 1400
337575 424 1185
345566 428 1019
354496 474 1091
365397 566 1236
376050 557 1230
385963 505 1055
397093 576 998
406897 569 960
416353 535 817
426455 573 878
437757 633 923
446119 463 664
456954 617 773
464503 415 516
476135 621 735
485195 520 592
496994 665 666
508592 651 588
519301 598 615
530030 595 511
541399 621 541
552994 599 552
564139 554 474
575572 606 490
586938 680 467
597806 554 427
609457 583 458
620954 575 438
631282 530 342
641251 525 369
650865 518 326
660749 540 380
670943 554 272
681016 550 315
690681 520 286
700721 551 261
711624 559 331
721822 536 301
731585 524 273
741656 527 308
751895 564 242
760730 527 233
771720 584 295
782014 541 293
792093 529 259
802508 555 236
812328 541 218
820898 709 198
831215 554 224
841508 566 267
852169 551 249
861081 469 193
869559 438 193
877203 444 183
884951 390 169
892466 422 143
901761 528 192
909823 433 155
919684 523 216
927707 421 174
936661 517 188
944715 420 141
955074 554 231
961142 316 100
971367 550 178
981391 532 189
990882 494 155
999739 475 171
1007831 424 112
1017685 519 186
1025114 403 134
1035373 563 193
1043880 466 148
1054683 546 174
1063888 0 161
1074566 363 190
1083115 441 139
1091825 470 147
1100256 440 156
1106071 335 101
1114539 443 114
1121280 358 98
1131375 509 184
