# xct_end page_write page_read
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
895	0	0	
1781	684	0	
2235	834	0	
3226	667	0	
2865	534	0	
3800	552	0	
4306	536	0	
2522	270	0	
5195	549	0	
4721	443	0	
5447	487	0	
2607	226	0	
6018	445	0	
7149	544	0	
8144	549	0	
8358	513	0	
10488	656	0	
9802	612	0	
8908	250	0	
9546	210	0	
10442	638	0	
10166	579	0	
9432	507	0	
9408	478	0	
10352	521	0	
10781	584	0	
10119	572	0	
10827	582	0	
10721	579	0	
11051	581	0	
10082	504	0	
10678	518	0	
11471	597	0	
9141	458	0	
10564	563	0	
11093	593	0	
9216	503	0	
11056	585	0	
10137	562	0	
10436	649	0	
11355	602	0	
11352	654	0	
9518	463	0	
10303	495	0	
11227	539	0	
11091	540	0	
11792	575	0	
11055	563	0	
10687	517	0	
9051	464	0	
9785	547	0	
10165	565	0	
11369	616	0	
11342	624	0	
11037	584	0	
10989	589	0	
11739	632	0	
11298	609	0	
11548	558	0	
11722	563	0	
12508	605	0	
12084	593	0	
12081	572	0	
11425	586	0	
11722	587	0	
10604	546	0	
8412	453	0	
11657	628	0	
11895	640	0	
11814	612	0	
10830	573	0	
11973	639	0	
12230	644	0	
11234	557	0	
11587	573	0	
11352	534	0	
11716	564	0	
10949	511	0	
10928	514	0	
10472	511	0	
11851	569	0	
11328	605	0	
11597	606	0	
11670	601	0	
9514	921	0	
11808	615	0	
11488	598	0	
11258	580	0	
11844	619	0	
11080	603	0	
9238	692	0	
10488	492	0	
10406	486	0	
10945	516	0	
11548	577	0	
10888	533	0	
12272	561	0	
10353	546	0	
10789	581	0	
11162	612	0	
11539	622	0	
7037	388	0	
10957	590	0	
10787	580	0	
11063	606	0	
10585	560	0	
10261	528	0	
10936	525	0	
11644	545	0	
10482	499	0	
10979	527	0	
10964	540	0	
10915	513	0	
9536	477	0	
8526	485	0	
11214	609	0	
11733	632	0	
8805	934	0	
11580	599	0	
11943	659	0	
12173	646	0	
11968	634	0	
10939	535	0	
11963	554	0	
