60 GB	50 GB	45 GB	
1.69372	1.89814	1.66437	
1.69335	1.92324	1.64854	
1.69544	1.91029	1.63309	
1.69648	1.90396	1.63399	
1.69104	1.87882	1.64177	
1.65955	1.85677	1.64167	
1.65873	1.85457	1.68218	
1.62484	1.8612	1.69249	
1.63144	1.86932	1.7037	
1.63391	1.83321	1.71572	
1.64062	1.86223	1.71521	
1.61511	1.84028	1.71656	
1.60579	1.84009	1.71317	
1.60639	1.83647	1.7023	
1.609	1.84198	1.7007	
1.62791	1.84377	1.71136	
1.64573	1.8338	1.73314	
1.65483	1.83657	1.73904	
1.6658	1.82145	1.74673	
1.64278	1.81761	1.73905	
1.6466	1.82614	1.73692	
1.65248	1.7998	1.71745	
1.66557	1.79166	1.71968	
1.66538	1.81153	1.71351	
1.66523	1.81985	1.70197	
1.65815	1.82356	1.70341	
1.6578	1.82487	1.67961	
1.71402	1.81913	1.67499	
1.71203	1.80442	1.67659	
1.73219	1.80541	1.67487	
1.73281	1.77457	1.67367	
1.73072	1.751	1.70139	
1.73344	1.75094	1.71615	
1.72922	1.7547	1.73544	
1.72461	1.75837	1.74347	
1.71353	1.75196	1.73619	
1.71072	1.74356	1.72784	
1.71822	1.73352	1.70663	
1.70973	1.72794	1.69261	
1.70966	1.72912	1.68439	
1.70757	1.74418	1.70791	
1.70648	1.78586	1.71171	
1.69922	1.81018	1.71087	
1.70543	1.79746	1.71065	
1.74456	1.78876	1.7161	
1.76178	1.78937	1.71299	
1.77334	1.81936	1.70855	
1.74335	1.82007	1.7023	
1.76555	1.82699	1.68536	
1.74427	1.83457	1.72468	
1.74015	1.84074	1.73852	
1.74501	1.84378	1.75096	
1.74849	1.83649	1.73766	
1.75513	1.83255	1.7422	
1.75906	1.82042	1.74213	
1.75329	1.82487	1.73154	
1.73996	1.8577	1.74031	
1.72582	1.86127	1.73843	
1.71448	1.8701	1.74105	
1.71472	1.86847	1.74474	
1.72499	1.86451	1.72901	
1.73991	1.83471	1.73744	
1.75179	1.83731	1.75677	
1.74805	1.8269	1.75979	
1.75522	1.8333	1.78768	
1.74187	1.83481	1.78529	
1.75144	1.80898	1.7768	
1.72612	1.80512	1.76789	
1.69635	1.80298	1.76799	
1.69563	1.79664	1.74068	
1.72159	1.79333	1.72505	
1.73437	1.78406	1.6831	
1.74174	1.79116	1.67919	
1.74624	1.81124	1.65647	
1.74858	1.82094	1.65861	
1.75141	1.8215	1.67364	
1.77509	1.79607	1.65606	
1.79046	1.79111	1.6571	
1.79537	1.77914	1.6564	
1.8099	1.77266	1.65508	
1.81036	1.75453	1.6443	
1.84926	1.74986	1.63756	
1.83991	1.73208	1.64985	
1.85747	1.73705	1.65989	
1.82362	1.73781	1.64394	
1.82881	1.74028	1.65032	
1.80577	1.73412	1.65124	
1.80542	1.73632	1.65909	
1.807	1.73365	1.65721	
1.813	1.79972	1.64121	
1.7945	1.80504	1.63245	
1.7768	1.81748	1.62957	
1.77646	1.82362	1.63619	
1.77296	1.81977	1.64623	
1.78244	1.82459	1.65158	
1.78149	1.83712	1.63924	
1.75584	1.84747	1.64294	
1.74206	1.85404	1.6486	
1.74034	1.87359	1.68031	
1.72548	1.88379	1.67815	
1.71424	1.89764	1.7121	
1.66596	1.8948	1.71063	
1.66514	1.91287	1.67859	
1.64496	1.92962	1.66555	
1.64544	1.94746	1.64928	
1.65336	1.94963	1.65256	
1.6589	1.95021	1.65585	
1.66308	1.95443	1.65153	
1.66005	1.98376	1.65623	
1.65493	1.92205	1.6557	
1.64899	1.91802	1.66425	
1.6657	1.91065	1.66609	
1.67433	1.89336	1.66242	
1.67202	1.87237	1.68526	
1.66094	1.85428	1.68564	
1.66862	1.85243	1.70225	
1.68535	1.8335	1.7086	
1.70067	1.82086	1.70612	
1.70162	1.80118	1.6798	
1.70717	1.80523	1.68448	
1.73575	1.78858	1.65257	
1.75435	1.77835	1.65673	
1.7574	1.74306	1.65777	
1.76824	1.71619	1.68945	
1.76861	1.68664	1.69372	
1.74908	1.67328	1.71872	
1.76403	1.66524	1.7309	
1.76256	1.6544	1.74209	
1.7653	1.61998	1.7518	
1.77167	1.60699	1.74867	
1.77182	1.60113	1.74136	
1.76016	1.59691	1.78345	
1.74675	1.60146	1.78221	
1.75543	1.59967	1.74894	
1.77482	1.62743	1.73751	
1.7632	1.61457	1.73199	
1.76968	1.61889	1.72508	
1.7685	1.6639	1.72507	
1.77237	1.67282	1.71656	
1.77179	1.65981	1.71132	
1.75372	1.68124	1.73309	
1.72698	1.69154	1.72806	
1.71496	1.69896	1.72784	
1.70656	1.6967	1.69771	
1.69216	1.72602	1.69865	
1.69105	1.73826	1.67772	
1.6753	1.73719	1.68104	
1.70005	1.75042	1.66875	
1.70442	1.76536	1.65225	
1.70122	1.76992	1.65313	
1.69643	1.77321	1.65977	
1.68911	1.7849	1.61446	
1.67919	1.80119	1.61609	
1.6724	1.80257	1.65006	
1.64701	1.7727	1.66733	
1.6857	1.76645	1.67265	
1.69029	1.81155	1.66492	
1.67793	1.7717	1.66407	
1.67462	1.76102	1.66339	
1.6725	1.7604	1.66773	
1.66335	1.74077	1.6936	
1.66059	1.73453	1.70352	
1.66294	1.73101	1.73574	
1.6801	1.75082	1.7348	
1.69575	1.72675	1.72801	
1.69854	1.71589	1.74061	
1.6889	1.72099	1.71815	
1.67545	1.70531	1.71921	
1.67324	1.69928	1.72904	
1.67221	1.69767	1.75655	
1.67589	1.7488	1.76515	
1.68433	1.73443	1.7788	
1.70282	1.72478	1.77439	
1.7053	1.72923	1.75834	
1.71062	1.73325	1.73694	
1.67894	1.73919	1.7224	
1.65281	1.70761	1.7287	
1.64624	1.71918	1.73742	
1.64612	1.72022	1.75551	
1.64638	1.71983	1.7805	
1.64913	1.72324	1.73311	
1.65295	1.72422	1.72264	
1.65396	1.72355	1.69071	
1.63555	1.7429	1.69437	
1.64499	1.76111	1.70711	
1.65615	1.77934	1.68947	
1.66507	1.77217	1.69383	
1.65475	1.77279	1.69363	
1.6506	1.78138	1.68961	
1.6497	1.78836	1.67261	
1.66329	1.73165	1.67935	
1.66002	1.73311	1.69526	
1.64081	1.74503	1.70505	
1.63235	1.74676	1.69602	
1.63726	1.74375	1.7015	
1.62875	1.75028	1.7052	
1.62197	1.73278	1.74347	
1.628	1.7455	1.73733	
1.62143	1.74687	1.72656	
1.62161	1.74583	1.71836	
1.62645	1.75227	1.73313	
1.66844	1.75917	1.74009	
1.70804	1.76459	1.74683	
1.72306	1.73655	1.77187	
1.74232	1.72131	1.76674	
1.74899	1.71183	1.7628	
1.74117	1.71647	1.76115	
1.73973	1.71647	1.79109	
1.74784	1.70825	1.79418	
1.75361	1.70935	1.8277	
1.73733	1.72282	1.83843	
1.73995	1.71929	1.80746	
1.74429	1.70045	1.79837	
1.74218	1.69802	1.83397	
1.75211	1.69876	1.83987	
1.77733	1.71568	1.8308	
1.80563	1.72878	1.78509	
1.82088	1.72322	1.80468	
1.82344	1.72381	1.81033	
1.85579	1.72236	1.79229	
1.85422	1.70617	1.77867	
1.80501	1.70298	1.78042	
1.76445	1.70827	1.77502	
1.77334	1.70408	1.74655	
1.73646	1.70397	1.73857	
1.71869	1.69876	1.73542	
1.72449	1.6993	1.73747	
1.7264	1.70129	1.73598	
1.71899	1.70017	1.74223	
1.71134	1.69623	1.70599	
1.71425	1.69235	1.68638	
1.70761	1.70712	1.68994	
1.70342	1.71664	1.69221	
1.70471	1.74691	1.66366	
1.70622	1.74684	1.6629	
1.68595	1.72064	1.66379	
1.6684	1.71115	1.66444	
1.65286	1.69277	1.66743	
1.65269	1.69642	1.67744	
1.62478	1.70068	1.67379	
1.62278	1.70506	1.70667	
1.62963	1.70688	1.69862	
1.62534	1.70804	1.69787	
1.60935	1.70727	1.70146	
1.60478	1.7032	1.71197	
1.60546	1.7071	1.72211	
1.60173	1.71055	1.74666	
1.60898	1.71715	1.71944	
1.60985	1.7258	1.71617	
1.61194	1.76319	1.71287	
1.64071	1.76633	1.70752	
1.67952	1.75369	1.705	
1.70461	1.74688	1.70951	
1.72651	1.71775	1.70412	
1.71296	1.76716	1.69801	
1.7298	1.77024	1.76241	
1.74983	1.79038	1.79152	
1.74924	1.79754	1.78146	
1.77169	1.81497	1.75824	
1.77722	1.83016	1.77915	
1.80948	1.829	1.75007	
1.83574	1.82887	1.75385	
1.87098	1.82445	1.7689	
1.86808	1.83436	1.77805	
1.86517	1.84541	1.77622	
1.87881	1.85816	1.77108	
1.88317	1.87013	1.75019	
1.8782	1.86895	1.74988	
1.87673	1.86327	1.75512	
1.87363	1.82541	1.76243	
1.84395	1.82142	1.76858	
1.80867	1.85106	1.77868	
1.78261	1.85368	1.78	
1.76973	1.85443	1.77297	
1.76592	1.80509	1.77419	
1.75682	1.80902	1.70487	
1.74418	1.79032	1.67536	
1.74817	1.79871	1.66776	
1.72278	1.79027	1.6732	
1.73031	1.7895	1.65184	
1.69648	1.80454	1.65348	
1.68381	1.81046	1.6513	
1.65298	1.81381	1.6389	
1.65352	1.80962	1.62309	
1.65251	1.83915	1.61972	
1.63866	1.82377	1.63237	
1.6593	1.83696	1.635	
1.65703	1.83642	1.64606	
1.65913	1.83687	1.65707	
1.66886	1.84047	1.66292	
1.67768	1.83975	1.66637	
1.69894	1.82251	1.6784	
1.71031	1.82859	1.67358	
1.71374	1.84959	1.67634	
1.71564	1.85357	1.68572	
1.70608	1.86324	1.69094	
1.69622	1.87539	1.69596	
1.71247	1.8641	1.68946	
1.71581	1.85006	1.69315	
1.70339	1.85527	1.6964	
1.71374	1.84643	1.70984	
1.69268	1.834	1.71081	
1.69047	1.82858	1.74911	
1.68116	1.82653	1.76204	
1.69162	1.79664	1.76846	
1.70692	1.82365	1.76134	
1.70417	1.81606	1.75546	
1.72105	1.83075	1.7436	
1.75225	1.82525	1.72519	
1.75552	1.81964	1.71011	
1.75202	1.81474	1.69918	
1.74731	1.82039	1.67672	
1.74375	1.81211	1.67063	
1.73463	1.78749	1.67364	
1.7428	1.77959	1.66342	
1.7518	1.76411	1.67253	
1.76929	1.77043	1.67279	
1.74609	1.79028	1.68092	
1.76592	1.80274	1.67322	
1.75808	1.78594	1.67632	
1.7538	1.78341	1.68904	
1.76096	1.79314	1.6921	
1.78453	1.78625	1.65855	
1.79571	1.78076	1.71397	
1.79171	1.77618	1.70802	
1.77343	1.74752	1.69862	
1.76166	1.72613	1.70472	
1.74893	1.70659	1.7019	
1.71231	1.70264	1.69702	
1.71253	1.6982	1.72208	
1.70354	1.70993	1.74033	
1.68334	1.70266	1.76509	
1.71341	1.72126	1.7672	
1.71068	1.71749	1.75989	
1.70267	1.72212	1.75461	
1.71186	1.72123	1.75123	
1.72245	1.70239	1.74767	
1.72794	1.67814	1.73651	
1.72541	1.66241	1.73743	
1.7481	1.65098	1.73649	
1.75582	1.64712	1.70393	
1.75082	1.63635	1.70334	
1.76526	1.63892	1.69172	
1.76682	1.64052	1.62092	
1.79074	1.64096	1.63321	
1.79901	1.64279	1.64465	
1.8193	1.65402	1.64067	
1.82797	1.69584	1.64314	
1.8296	1.71424	1.65802	
1.82921	1.71455	1.64091	
1.83075	1.69777	1.61876	
1.82739	1.68956	1.59346	
1.79075	1.66673	1.60753	
1.78969	1.67145	1.60886	
1.7995	1.66959	1.60969	
1.78294	1.67319	1.60254	
1.74721	1.67131	1.62071	
1.75145	1.66668	1.62341	
1.74209	1.66845	1.63583	
1.71471	1.70153	1.63675	
1.71307	1.7018	1.63228	
1.71129	1.7112	1.62627	
1.67121	1.72647	1.62969	
1.67428	1.753	1.63827	
1.65806	1.7682	1.62754	
1.65161	1.77391	1.61323	
1.61692	1.76801	1.6076	
1.60096	1.73432	1.60734	
1.62307	1.72042	1.59562	
1.60359	1.72138	1.57965	
1.62585	1.72615	1.58282	
1.65891	1.72906	1.59916	
1.67052	1.72878	1.59564	
1.68236	1.72266	1.59204	
1.6665	1.72352	1.60447	
1.66146	1.71724	1.6364	
1.65922	1.71351	1.6271	
1.64283	1.71928	1.63705	
1.63472	1.72253	1.64402	
1.63652	1.70022	1.64281	
1.61498	1.69626	1.66279	
1.6123	1.6898	1.66033	
1.61558	1.68066	1.65483	
1.59682	1.66068	1.64614	
1.57891	1.64984	1.64116	
1.57687	1.65144	1.6587	
1.61209	1.64794	1.69335	
1.63005	1.6603	1.70224	
1.60633	1.65861	1.70906	
1.62991	1.66612	1.72042	
1.61912	1.6803	1.71658	
1.61419	1.67432	1.72372	
1.59869	1.6732	1.72114	
1.58071	1.67321	1.72543	
1.57805	1.67254	1.7144	
1.58351	1.67746	1.68394	
1.59626	1.67988	1.67623	
1.59728	1.6741	1.66676	
1.59501	1.66949	1.64907	
1.59726	1.66467	1.6715	
1.61789	1.66737	1.65451	
1.6361	1.66285	1.65199	
1.62864	1.65257	1.65191	
1.63197	1.64135	1.67859	
1.62991	1.62672	1.67693	
1.64924	1.61637	1.65864	
1.61679	1.61862	1.6449	
1.60159	1.6041	1.63369	
1.60198	1.60225	1.62644	
1.5846	1.59569	1.62338	
1.57213	1.59537	1.6236	
1.57787	1.66599	1.59882	
1.59252	1.66973	1.58754	
1.6226	1.67046	1.58409	
1.61964	1.66813	1.59661	
1.6144	1.66423	1.59256	
1.60133	1.66275	1.61162	
1.59926	1.66412	1.61256	
1.62785	1.67535	1.6163	
1.62495	1.68033	1.59799	
1.67091	1.6787	1.61103	
1.67947	1.67689	1.63346	
1.68162	1.67979	1.64095	
1.68378	1.67936	1.6224	
1.68182	1.68402	1.62279	
1.6635	1.71211	1.62418	
1.68708	1.73686	1.59721	
1.67997	1.73629	1.6012	
1.70209	1.73602	1.59699	
1.73708	1.74663	1.625	
1.73303	1.76754	1.62671	
1.7261	1.70792	1.62553	
1.71103	1.70695	1.62385	
1.69541	1.72048	1.61947	
1.70211	1.72627	1.60529	
1.7251	1.7303	1.60855	
1.72987	1.768	1.60408	
1.7296	1.77288	1.59869	
1.73051	1.76966	1.59023	
1.74447	1.77849	1.57919	
1.69135	1.77605	1.56391	
1.66788	1.77193	1.57093	
1.68692	1.77287	1.5628	
1.68431	1.77628	1.55699	
1.6854	1.77126	1.55599	
1.69526	1.73481	1.55574	
1.67406	1.70885	1.58008	
1.67369	1.71106	1.58859	
1.65172	1.71431	1.59303	
1.61939	1.70142	1.55646	
1.6267	1.6666	1.55708	
1.59877	1.65726	1.5582	
1.60287	1.6557	1.56129	
1.59805	1.64183	1.56998	
1.6041	1.63828	1.56954	
1.61635	1.64982	1.56738	
1.61038	1.62121	1.54617	
1.63052	1.62779	1.56843	
1.62235	1.62738	1.5667	
1.62753	1.61685	1.56555	
1.6103	1.62552	1.56231	
1.64522	1.63543	1.53416	
1.64784	1.64326	1.53568	
1.65774	1.64778	1.5384	
1.65999	1.65115	1.53611	
1.67651	1.65792	1.53767	
1.67516	1.65771	1.51533	
1.67837	1.65543	1.50677	
1.67283	1.65434	1.53671	
1.68929	1.663	1.53607	
1.68594	1.67804	1.52873	
1.68275	1.68862	1.53136	
1.69839	1.68543	1.5551	
1.7082	1.68834	1.55568	
1.71411	1.70187	1.55292	
1.68646	1.705	1.55082	
1.72083	1.69277	1.55571	
1.69953	1.67536	1.55758	
1.67409	1.66677	1.55801	
1.66652	1.6612	1.55794	
1.66513	1.65333	1.56067	
1.65473	1.64458	1.56566	
1.63967	1.64187	1.57316	
1.62963	1.64047	1.56885	
1.62622	1.63759	1.57072	
1.5946	1.63818	1.57882	
1.58793	1.63737	1.5797	
1.59394	1.63869	1.57839	
1.6032	1.63989	1.55669	
1.5917	1.63233	1.57265	
1.60133	1.64324	1.57194	
1.60538	1.6731	1.56755	
1.5876	1.68336	1.54169	
1.56711	1.68209	1.53733	
1.55326	1.67676	1.54698	
1.54253	1.68347	1.56202	
1.51365	1.68912	1.56047	
1.5477	1.70467	1.53232	
1.56041	1.71845	1.53168	
1.58685	1.72242	1.53046	
1.59929	1.72365	1.53032	
1.59049	1.72636	1.55535	
1.6051	1.73087	1.54362	
1.60826	1.7511	1.54237	
1.62744	1.76397	1.54106	
1.63198	1.75796	1.52795	
1.65659	1.76058	1.52767	
1.65247	1.75804	1.53422	
1.64483	1.7646	1.51862	
1.63675	1.76937	1.50188	
1.66837	1.75024	1.49927	
1.67182	1.70956	1.49681	
1.66336	1.70542	1.52189	
1.6621	1.70389	1.52542	
1.65785	1.71864	1.5159	
1.66033	1.69423	1.50867	
1.65894	1.69257	1.50579	
1.63068	1.6805	1.50828	
1.64101	1.69446	1.50765	
1.6251	1.69599	1.51201	
1.64545	1.69636	1.5475	
1.63533	1.69598	1.519	
1.62024	1.68832	1.52686	
1.64036	1.68503	1.52823	
1.65072	1.68845	1.55358	
1.65068	1.697	1.55414	
1.62554	1.69159	1.55081	
1.62092	1.69098	1.54177	
1.63712	1.689	1.5459	
1.64174	1.68266	1.54938	
1.63279	1.67366	1.55813	
1.62826	1.67397	1.56255	
1.63357	1.69264	1.53933	
1.63467	1.69313	1.53317	
1.63604	1.66846	1.53541	
1.65887	1.66364	1.52862	
1.65774	1.66218	1.53226	
1.65167	1.6596	1.52864	
1.65463	1.63022	1.52604	
1.64704	1.62349	1.52488	
1.63851	1.62552	1.48468	
1.65238	1.63558	1.48304	
1.64535	1.63744	1.47969	
1.63545	1.64147	1.47812	
1.63289	1.62655	1.44857	
1.63053	1.61982	1.44588	
1.62987	1.64505	1.46111	
1.63478	1.67286	1.47262	
1.61693	1.66844	1.46971	
1.61511	1.66896	1.46634	
1.58486	1.68579	1.45898	
1.58772	1.69795	1.45896	
1.60543	1.68586	1.45807	
1.60466	1.6909	1.47582	
1.60852	1.72138	1.47766	
1.58507	1.74124	1.48401	
1.58433	1.74386	1.48297	
1.60576	1.78378	1.48264	
1.61884	1.7989	1.50445	
1.60171	1.81056	1.50327	
1.58043	1.8118	1.50867	
1.55885	1.80842	1.50734	
1.58024	1.80851	1.50381	
1.56245	1.81164	1.51903	
1.55447	1.81069	1.54197	
1.55403	1.81566	1.54395	
1.55778	1.80102	1.52854	
1.57535	1.77822	1.51873	
1.59963	1.7824	1.51985	
1.59625	1.78679	1.51977	
1.6179	1.77671	1.52047	
1.61219	1.76634	1.52439	
1.59372	1.76043	1.54569	
1.60192	1.76051	1.53147	
1.60456	1.75999	1.52625	
1.61063	1.75555	1.51841	
1.61014	1.76968	1.51931	
1.59779	1.73843	1.5234	
1.57556	1.72781	1.50119	
1.59294	1.71808	1.4993	
1.59871	1.71346	1.49334	
1.60954	1.7238	1.49752	
1.58863	1.73428	1.52055	
1.59398	1.71039	1.52954	
1.58662	1.73978	1.51306	
1.58646	1.74124	1.5172	
1.58542	1.74163	1.51858	
1.56304	1.74085	1.5125	
1.60383	1.75533	1.51387	
1.60405	1.75177	1.51518	
1.57913	1.75131	1.51313	
1.57829	1.76137	1.511	
1.57901	1.75839	1.49	
1.57634	1.75252	1.48576	
1.59458	1.7267	1.48412	
1.58454	1.71519	1.49056	
1.58648	1.72134	1.51281	
1.60996	1.73269	1.51066	
1.62058	1.74769	1.51073	
1.60863	1.75456	1.54662	
1.6034	1.75598	1.55051	
1.59105	1.75502	1.55548	
1.61485	1.74642	1.53566	
1.60868	1.74343	1.51248	
1.60697	1.71474	1.51152	
1.61221	1.7128	1.51205	
1.61381	1.71244	1.53479	
1.61071	1.71057	1.53996	
1.57811	1.68524	1.53504	
1.58207	1.68602	1.53291	
1.60456	1.6851	1.54079	
1.63827	1.67404	1.53782	
1.63969	1.66827	1.53714	
1.63794	1.681	1.53418	
1.61363	1.68022	1.5397	
1.61246	1.6821	1.53518	
1.62034	1.65743	1.50737	
1.58934	1.64173	1.50891	
1.56681	1.62599	1.53902	
1.56133	1.62376	1.50415	
1.56778	1.62611	1.50229	
1.60043	1.61903	1.49427	
1.58511	1.61758	1.49318	
1.58926	1.62001	1.49134	
1.58253	1.62122	1.48931	
1.60812	1.62167	1.48726	
1.60812	1.61769	1.46351	
1.61717	1.66055	1.461	
1.59365	1.67033	1.46046	
1.58446	1.71382	1.46623	
1.56491	1.70925	1.46227	
1.53632	1.71775	1.48361	
1.53444	1.73292	1.4878	
1.53024	1.74497	1.49026	
1.53186	1.74737	1.49258	
1.53529	1.74578	1.49599	
1.52182	1.7555	1.49957	
1.58501	1.75968	1.50036	
1.58635	1.76652	1.47185	
1.59217	1.76784	1.4926	
1.5904	1.77334	1.49353	
1.55368	1.77186	1.51085	
1.5411	1.76955	1.51562	
1.53949	1.76818	1.52029	
1.54056	1.76041	1.52048	
1.50833	1.75967	1.51826	
1.51266	1.76313	1.51796	
1.51129	1.72769	1.51595	
1.51629	1.72752	1.5142	
1.5269	1.70433	1.50562	
1.54625	1.7522	1.50764	
1.5567	1.7544	1.49422	
1.56922	1.7581	1.51921	
1.58248	1.73455	1.51553	
1.5942	1.74403	1.5124	
1.60302	1.74999	1.51012	
1.61806	1.75175	1.54311	
1.57586	1.74907	1.54937	
1.57473	1.75088	1.55156	
1.57165	1.75611	1.53864	
1.5701	1.7636	1.54272	
1.57316	1.75764	1.52599	
1.57607	1.75858	1.52011	
1.59744	1.77873	1.51871	
1.59843	1.78613	1.51759	
1.59927	1.79076	1.5177	
1.58894	1.78266	1.54989	
1.58925	1.77179	1.56643	
1.58967	1.79291	1.57594	
1.58558	1.79585	1.58177	
1.55968	1.75154	1.57784	
1.5523	1.734	1.5686	
1.54703	1.72624	1.53735	
1.53802	1.72885	1.53718	
1.52335	1.71473	1.54489	
1.53417	1.70789	1.5491	
1.53375	1.69893	1.5124	
1.51313	1.70307	1.49862	
1.50807	1.68984	1.50201	
1.50866	1.67672	1.49744	
1.5066	1.65742	1.50038	
1.50768	1.65853	1.50216	
1.50712	1.65341	1.50659	
1.48963	1.631	1.50578	
1.4986	1.62599	1.50734	
1.50282	1.62083	1.53064	
1.51091	1.62014	1.51266	
1.51667	1.6452	1.51013	
1.51805	1.63561	1.51075	
1.52349	1.63715	1.51571	
1.54953	1.65342	1.52474	
1.55428	1.65639	1.57468	
1.57275	1.65285	1.57532	
1.58195	1.65476	1.57536	
1.58812	1.65594	1.56876	
1.5744	1.66129	1.56889	
1.57812	1.67832	1.577	
1.58434	1.6726	1.58282	
1.59232	1.68016	1.58247	
1.60915	1.68216	2.39916	
1.62275	1.67919	2.39236	
1.65022	1.67856	2.38943	
1.65935	1.67889	2.39025	
1.66414	1.68225	2.39249	
1.66052	1.68596	2.40805	
1.66906	1.72032	2.38492	
1.67478	1.72441	2.39842	
1.67399	1.71804	2.38773	
1.67591	1.69657	4.01394	
1.67228	1.67242	4.01668	
1.6732	1.65961	4.02042	
1.66802	1.65998	3.98118	
1.64612	1.65882	3.98923	
1.64319	1.65375	3.99464	
1.65019	1.66857	4.00262	
1.65109	1.6736	4.00269	
1.65472	1.65363	4.00952	
3.53836	1.66064	4.01577	
3.54179	1.6755	4.02409	
3.53397	1.67664	3.2114	
3.52728	1.68553	3.22162	
3.51717	1.70955	3.23133	
3.51713	1.71328	3.23855	
3.51495	1.72401	3.2548	
5.2983	1.72323	3.2487	
5.30048	1.69041	3.25737	
5.30737	1.68353	3.26538	
5.31355	1.66186	3.28052	
5.3165	1.66559	1.66941	
5.3296	1.68788	1.66314	
5.31335	1.68441	1.66139	
5.32666	1.68318	1.65859	
5.33424	1.67807	1.65379	
5.34588	1.68137	1.65447	
5.34612	1.68744	1.65501	
5.38589	1.68234	1.66641	
5.3851	1.71845	1.65872	
3.50767	1.71604	1.65932	
3.51732	1.69866	1.65879	
3.51983	1.70101	1.65452	
3.52961	1.70296	1.65552	
3.54687	1.68094	1.69193	
3.55165	1.68209	1.69273	
3.56218	1.66918	1.6814	
1.78049	1.66766	1.67771	
1.78055	1.66466	1.6776	
1.77653	1.6689	1.65114	
1.79595	1.6766	1.64375	
1.79506	1.67311	1.62533	
1.79072	1.66713	1.6322	
1.79481	1.67486	1.65898	
1.79075	1.6732	1.66508	
1.79293	1.67658	1.66811	
1.79184	1.69987	1.66971	
1.79035	1.68172	1.67023	
1.75546	1.67091	1.65726	
1.7555	1.66068	1.66673	
1.76383	1.6708	1.67208	
1.75332	1.67216	1.71257	
1.75147	1.69363	1.71877	
1.74664	1.69161	1.71297	
1.7528	1.7093	1.67493	
1.76045	1.70537	1.67201	
1.7594	1.70705	1.69531	
1.78597	1.72471	1.69405	
1.78748	1.74274	1.69564	
1.78499	1.75518	1.69484	
1.7657	1.74289	1.69271	
1.76836	1.74586	1.69048	
1.76718	1.73229	1.68331	
1.76774	1.74059	1.64914	
1.76494	1.74475	1.64979	
1.76967	1.77198	1.70026	
1.76511	1.76613	1.71791	
1.77771	1.76429	1.71441	
1.80608	1.77028	1.71572	
1.799	1.76672	1.70712	
1.79132	1.75371	1.69895	
1.7937	1.7593	1.6514	
1.80418	1.75629	1.64905	
1.81199	1.76192	1.66277	
1.78161	1.74856	1.66708	
1.76606	1.77253	1.66387	
1.76431	1.76748	1.64359	
1.73515	1.76471	1.66332	
1.7329	1.77307	1.66422	
1.73331	1.75657	1.67004	
1.72939	1.75938	1.67485	
1.72291	1.77856	1.69088	
1.71721	1.7775	1.72057	
1.71291	1.75733	1.7294	
1.73417	1.75334	1.72035	
1.72252	1.73038	1.66751	
1.7199	1.71636	1.66096	
1.73882	1.71541	1.65615	
1.71357	1.71163	1.66018	
1.71199	1.69078	1.66726	
1.71377	1.68808	1.6689	
1.71037	1.70008	1.66942	
1.69379	1.68089	1.6699	
1.67726	1.67659	1.65596	
1.67188	1.67156	1.65399	
1.67029	1.64674	1.68759	
1.66604	1.64849	1.69649	
1.67564	1.65186	1.69102	
1.67461	1.62348	1.69327	
1.67009	1.63604	1.68977	
1.66482	1.65065	1.68849	
1.65812	1.65368	1.67301	
1.6538	1.66893	1.64722	
1.64737	1.68018	1.65669	
1.64364	1.69935	1.67993	
1.63884	1.69729	1.68065	
1.63418	1.69307	1.67483	
1.60148	1.69115	1.67765	
1.60235	1.7298	1.71142	
1.60637	1.74526	1.73724	
1.6402	1.75097	1.7408	
1.63361	1.73644	1.74289	
1.63112	1.73926	1.73945	
1.62966	1.73613	1.73887	
1.63091	1.73493	1.73819	
1.63247	1.75574	1.7059	
1.66522	1.75578	1.69199	
1.65128	1.75433	1.69881	
1.64406	1.77072	1.70152	
1.6421	1.7619	1.72049	
1.6437	1.76531	1.71696	
1.66869	1.74592	1.72141	
1.6716	1.72951	1.73018	
1.67382	1.71747	1.71658	
1.65211	1.69983	1.69521	
1.65802	1.7386	1.69437	
1.65922	1.74579	1.69486	
1.6544	1.74721	1.69362	
1.64837	1.72467	1.65072	
1.64838	1.70936	1.62312	
1.61519	1.70401	1.63107	
1.62481	1.6947	1.6693	
1.63596	1.68839	1.67379	
1.66842	1.70265	1.69404	
1.66475	1.7231	1.69706	
1.6628	1.70158	1.69229	
1.62052	1.70063	1.68901	
1.62576	1.68643	1.66722	
1.63176	1.68693	1.67912	
1.66608	1.70772	1.65759	
1.6605	1.68925	1.65171	
1.66233	1.68497	1.64838	
1.65846	1.6865	1.64585	
1.65984	1.6951	1.69141	
1.65834	1.70499	1.69235	
1.65997	1.66583	1.69243	
1.65504	1.66478	1.69814	
1.65444	1.66359	1.70053	
1.68191	1.65821	1.70347	
1.67534	1.66281	1.69978	
1.67113	1.66698	1.70869	
1.6677	1.68964	1.66773	
1.67089	1.68827	1.66419	
1.64904	1.71058	1.64575	
1.65543	1.75507	1.64369	
1.65681	1.76988	1.64559	
1.66672	1.77999	1.65826	
1.66429	1.78167	1.66093	
1.655	1.77709	1.67756	
1.62146	1.755	1.67959	
1.63687	1.75992	1.68145	
1.61365	1.76662	1.68515	
1.6435	1.76597	1.68278	
1.63948	1.75843	1.6372	
1.63788	1.74962	1.63523	
1.63814	1.74643	1.63446	
1.65849	1.74368	1.62926	
1.66916	1.7416	1.63395	
