60 GB	50 GB	45 GB	
1.64044	1.72958	1.67021	
1.64206	1.73203	1.67196	
1.6363	1.75642	1.65461	
1.63065	1.76833	1.65693	
1.62178	1.77887	1.65853	
1.61582	1.763	1.65344	
1.61181	1.70989	1.65634	
1.6388	1.69971	1.66277	
1.6347	1.72119	1.65556	
1.64212	1.71728	1.65476	
1.65663	1.70625	1.62311	
1.6902	1.70115	1.61885	
1.68247	1.69479	1.62325	
1.72556	1.69194	1.63725	
1.73076	1.69416	1.64497	
1.73909	1.69372	1.64616	
1.75551	1.69395	1.64792	
1.76608	1.69849	1.65103	
1.76052	1.69431	1.64444	
1.76189	1.69711	1.637	
1.76758	1.7022	1.60499	
1.77809	1.70746	1.60305	
1.78685	1.68092	1.6067	
1.79316	1.64759	1.60601	
1.82548	1.63836	1.61617	
1.83449	1.70397	1.62063	
1.85033	1.69127	1.62662	
1.8347	1.6869	1.62078	
1.85247	1.65507	1.61284	
1.86376	1.6532	1.63638	
1.85841	1.65443	1.63394	
1.83183	1.65759	1.65419	
1.83268	1.68168	1.65951	
1.78892	1.68093	1.6463	
1.76951	1.68082	1.62954	
1.77737	1.68402	1.63087	
1.77033	1.68528	1.62988	
1.77426	1.69058	1.63123	
1.88518	1.69257	1.65062	
1.87925	1.69148	1.72103	
1.88224	1.69341	1.73453	
1.87146	1.67931	1.73866	
1.87321	1.67511	1.74028	
1.88097	1.68456	1.74414	
1.85413	1.69374	1.73638	
1.85548	1.61692	1.75737	
1.84595	1.62441	1.75052	
1.84445	1.65418	1.75045	
1.83661	1.68091	1.75616	
1.83192	1.68748	1.7576	
1.83669	1.7001	1.75781	
1.84687	1.70142	1.7391	
1.85791	1.70272	1.7582	
1.90233	1.70026	1.76191	
1.89996	1.69933	1.76731	
1.89432	1.71513	1.76339	
1.88841	1.71035	1.76195	
1.89444	1.7027	1.76225	
1.77427	1.71478	1.74792	
1.77306	1.73985	1.6754	
1.77151	1.73722	1.66251	
1.76938	1.74318	1.67863	
1.8044	1.74646	1.68147	
1.80153	1.73532	1.71433	
1.79735	1.72601	1.73005	
1.84097	1.71858	1.70832	
1.83766	1.70882	1.7066	
1.83546	1.69223	1.70886	
1.82798	1.67189	1.70333	
1.82234	1.67376	1.67891	
1.82064	1.66268	1.71158	
1.81461	1.6789	1.71418	
1.80032	1.66683	1.69016	
1.7601	1.68142	1.68822	
1.75943	1.68467	1.69741	
1.78514	1.67291	1.72453	
1.79644	1.68197	1.72527	
1.78196	1.71271	1.72606	
1.77938	1.70027	1.72359	
1.79781	1.67514	1.72533	
1.79746	1.67086	1.71852	
1.80184	1.67289	1.69446	
1.76111	1.67837	1.68213	
1.75911	1.67986	1.64502	
1.76306	1.68238	1.62885	
1.74296	1.70424	1.63055	
1.74997	1.70823	1.6281	
1.76405	1.69686	1.62801	
1.77917	1.69717	1.65881	
1.78362	1.69754	1.66137	
1.84018	1.69872	1.6411	
1.85231	1.68143	1.63817	
1.85648	1.67887	1.64282	
1.85156	1.66867	1.63908	
1.84961	1.65636	1.62734	
1.82899	1.64224	1.60122	
1.83089	1.63119	1.60272	
1.83091	1.60775	1.59862	
1.83956	1.63355	1.61094	
1.83026	1.65483	1.61451	
1.82982	1.66256	1.61735	
1.84267	1.67494	1.62534	
1.84702	1.67488	1.63181	
1.855	1.67806	1.68941	
1.84691	1.68434	1.69044	
1.8117	1.66832	1.69388	
1.80457	1.66188	1.69407	
1.78729	1.65961	1.69255	
1.76744	1.65516	1.66392	
1.78495	1.65331	1.67707	
1.72897	1.64886	1.67408	
1.72189	1.64608	1.67373	
1.76334	1.643	1.66596	
1.77285	1.63894	1.66217	
1.7682	1.64298	1.66573	
1.75891	1.65037	1.66429	
1.74302	1.68416	1.66258	
1.78355	1.67838	1.66635	
1.77397	1.68282	1.66158	
1.7595	1.65749	1.66297	
1.75198	1.65717	1.66613	
1.73704	1.63593	1.65997	
1.72985	1.62705	1.65716	
1.71472	1.62408	1.63265	
1.71555	1.61665	1.63494	
1.74308	1.60558	1.63751	
1.74047	1.61261	1.63034	
1.73875	1.612	1.6256	
1.73892	1.61499	1.65257	
1.70719	1.61364	1.63515	
1.70376	1.61016	1.61871	
1.72413	1.61105	1.62771	
1.69909	1.61638	1.73234	
1.69747	1.61903	1.74631	
1.70892	1.64594	1.74424	
1.72243	1.65075	1.74601	
1.7391	1.66382	1.74459	
1.69884	1.66567	1.74169	
1.7116	1.63813	1.75726	
1.72474	1.63829	1.75844	
1.75107	1.6335	1.76016	
1.76055	1.63743	1.75877	
1.7768	1.63709	1.75663	
1.80339	1.63999	1.72159	
1.81064	1.64158	1.71238	
1.79048	1.64763	1.7317	
1.80581	1.64276	1.73752	
1.82002	1.64408	1.7538	
1.83872	1.64006	1.7823	
1.85196	1.63538	1.78647	
1.85816	1.64456	1.80736	
1.82981	1.64864	1.80248	
1.81913	1.64858	1.69699	
1.81967	1.64667	1.70397	
1.86547	1.62218	1.7042	
1.87575	1.62564	1.70521	
1.87118	1.59016	1.71322	
1.87065	1.58434	1.71861	
1.89074	1.5879	1.69582	
1.90382	1.59277	1.69321	
1.90334	1.59597	1.69023	
1.89757	1.59556	1.71722	
1.89538	1.60235	1.72058	
1.8857	1.59973	1.73813	
1.8913	1.59614	1.74547	
1.88726	1.59476	1.72366	
1.88607	1.60095	1.7288	
1.92895	1.60351	1.72311	
1.91798	1.60874	1.66786	
1.92078	1.60979	1.67167	
1.91793	1.61011	1.6703	
1.91692	1.6144	1.67353	
1.91692	1.64657	1.67407	
1.91473	1.68036	1.65643	
1.88168	1.68293	1.6575	
1.86362	1.67537	1.66881	
1.86219	1.67337	1.74786	
1.86368	1.67455	1.7398	
1.84772	1.66365	1.74038	
1.90402	1.66552	1.73573	
1.9302	1.66111	1.735	
1.93521	1.66277	1.70944	
1.9382	1.66089	1.70563	
1.9322	1.6607	1.68994	
1.92618	1.66071	1.72297	
1.93046	1.65731	1.74152	
1.95469	1.6704	1.74473	
1.91091	1.66604	1.73993	
1.91323	1.66174	1.74722	
1.90362	1.66531	1.73831	
1.93115	1.65838	1.74206	
1.9359	1.65551	1.74203	
1.92867	1.61592	1.73835	
1.942	1.58364	1.73887	
1.9236	1.57821	1.73646	
1.92828	1.57215	1.72547	
1.93093	1.57441	1.64149	
1.93074	1.58476	1.65415	
1.93125	1.60367	1.65884	
1.86447	1.60075	1.68356	
1.81799	1.60484	1.68143	
1.81648	1.6033	1.67919	
1.81609	1.62914	1.67482	
1.81492	1.63004	1.72133	
1.81961	1.63388	1.68517	
1.82157	1.63829	1.67442	
1.81942	1.62602	1.66691	
1.82307	1.63034	1.6649	
1.96562	1.63401	1.65567	
1.97891	1.63538	1.65664	
1.94845	1.63693	1.63812	
1.94598	1.63162	1.6381	
1.95653	1.63286	1.64188	
1.94596	1.63115	1.64567	
1.96256	1.63498	1.66565	
1.95341	1.64001	1.66833	
1.95749	1.6402	1.67508	
1.96644	1.62761	1.71432	
1.98021	1.61196	1.71515	
1.98389	1.64554	1.7427	
1.98004	1.64503	1.741	
1.97591	1.64956	1.74708	
1.96858	1.65331	1.74983	
1.97893	1.65487	1.70032	
1.973	1.65821	1.69881	
1.97906	1.65587	1.69142	
1.95743	1.65034	1.69067	
1.95607	1.64965	1.68914	
1.81755	1.65125	1.68993	
1.81087	1.65383	1.68733	
1.81221	1.6598	1.68573	
1.81422	1.66158	1.68227	
1.80892	1.65553	1.85553	
1.83517	1.65231	1.90945	
1.82548	1.65763	1.895	
1.90446	1.65649	1.88734	
1.89663	1.65348	1.87545	
1.88548	1.65273	1.83224	
1.86728	1.66147	1.82202	
1.8628	1.6245	1.76943	
1.8661	1.61797	1.78167	
1.87014	1.61127	1.784	
1.90825	1.58036	1.78604	
1.90259	1.58185	1.7885	
1.9072	1.57699	1.79253	
1.90801	1.5747	1.79482	
1.91152	1.57687	1.83473	
1.90916	1.57789	1.83619	
1.90273	1.57465	1.83934	
1.90066	1.57006	1.84233	
1.90827	1.56546	1.87518	
1.91185	1.56852	1.87623	
1.91164	1.58555	1.70457	
1.88636	1.60204	1.64911	
1.88186	1.59477	1.64796	
1.8071	1.59043	1.64931	
1.79744	1.58497	1.64869	
1.79346	1.61658	1.64561	
1.78683	1.61383	1.64524	
1.80899	1.61841	1.64737	
1.80992	1.62489	1.64454	
1.8408	1.62903	1.64221	
1.8051	1.62663	1.64215	
1.80015	1.62091	1.64114	
1.79654	1.62822	1.64222	
1.81994	1.62819	1.65649	
1.81595	1.62807	1.64317	
1.80718	1.62669	1.64254	
1.81116	1.62189	1.64363	
1.81229	1.62093	1.63935	
1.81186	1.61961	1.60429	
1.81382	1.64592	1.6006	
1.80928	1.63225	1.59947	
1.80728	1.62005	1.60091	
1.82851	1.62206	1.59747	
1.83208	1.63499	1.60895	
1.83679	1.64402	1.6788	
1.84048	1.61678	1.67707	
1.868	1.61044	1.67756	
1.84382	1.61394	1.67553	
1.84861	1.61569	1.69139	
1.82529	1.64124	1.68605	
1.82185	1.6473	1.68351	
1.82645	1.65443	1.6897	
1.83128	1.6487	1.71523	
1.80875	1.67065	1.69786	
1.87961	1.67056	1.67008	
1.89798	1.67084	1.67435	
1.92225	1.67649	1.67263	
1.92757	1.68072	1.6889	
1.92376	1.68667	1.69674	
1.91777	1.65859	1.7086	
1.91611	1.66533	1.70583	
1.92151	1.66657	1.6998	
1.90288	1.66685	1.70429	
1.89614	1.65438	1.69191	
1.9225	1.64587	1.62606	
1.92196	1.6438	1.64726	
1.89586	1.641	1.65203	
1.90279	1.63402	1.65749	
1.94805	1.66606	1.63379	
1.94442	1.63942	1.65532	
1.95075	1.63159	1.67313	
1.94623	1.64817	1.70422	
1.937	1.64395	1.67432	
1.92847	1.62163	1.67639	
1.85845	1.6167	1.675	
1.84507	1.61899	1.672	
1.81726	1.62207	1.67268	
1.82177	1.6186	1.65733	
1.82107	1.61161	1.65746	
1.81973	1.6098	1.64679	
1.82411	1.60819	1.64539	
1.9087	1.60501	1.67706	
1.90767	1.60211	1.67377	
1.91032	1.61154	1.67528	
1.88801	1.61966	1.67557	
1.88944	1.62355	1.67921	
1.89014	1.62715	1.67883	
1.88997	1.63166	1.70549	
1.83787	1.60252	1.70567	
1.84813	1.59954	1.69067	
1.83771	1.60274	1.68833	
1.83454	1.58489	1.66698	
1.83861	1.58655	1.6685	
1.84493	1.58426	1.66068	
1.84463	1.58598	1.66374	
1.8891	1.59105	1.65876	
1.90657	1.58977	1.66364	
1.89892	1.58964	1.67359	
1.90334	1.62657	1.68014	
1.90931	1.62922	1.71382	
1.93545	1.62851	1.72128	
1.84584	1.62856	1.69458	
1.83864	1.62557	1.69603	
1.8351	1.62913	1.69766	
1.83631	1.62501	1.69388	
1.83643	1.6226	1.67604	
1.84143	1.6444	1.69351	
1.83137	1.64982	1.66007	
1.855	1.64207	1.66107	
1.84206	1.64363	1.65683	
1.84053	1.64218	1.64106	
1.84312	1.64534	1.62401	
1.84517	1.64668	1.65024	
1.84821	1.64644	1.6527	
1.84835	1.64948	1.65328	
1.80854	1.67967	1.65586	
1.8214	1.67995	1.65181	
1.82437	1.67742	1.64394	
1.81767	1.64164	1.63083	
1.83145	1.64161	1.59169	
1.82251	1.63919	1.59063	
1.8576	1.64033	1.58848	
1.86699	1.64645	1.58909	
1.87502	1.63799	1.60431	
1.87874	1.63813	1.61039	
1.88322	1.65038	1.60453	
1.88562	1.62711	1.60892	
1.88741	1.62909	1.61348	
1.86541	1.6314	1.61447	
1.87001	1.63178	1.62518	
1.87998	1.63669	1.63312	
1.88682	1.64231	1.64544	
1.91713	1.64307	1.62341	
1.90373	1.64406	1.62263	
1.90811	1.64383	1.61899	
1.89426	1.61028	1.6163	
1.85627	1.60652	1.61683	
1.84069	1.60772	1.62452	
1.83138	1.608	1.64276	
1.80196	1.61387	1.6498	
1.77798	1.61507	1.65023	
1.73338	1.61992	1.64949	
1.71696	1.62407	1.67381	
1.72808	1.63609	1.69619	
1.73781	1.6405	1.69971	
1.72747	1.65114	1.7037	
1.71575	1.65315	1.68061	
1.7049	1.65893	1.684	
1.69789	1.65687	1.72022	
1.68249	1.65243	1.71432	
1.66799	1.64601	1.714	
1.65946	1.63209	1.70342	
1.62468	1.62951	1.69796	
1.62353	1.63446	1.70152	
1.60634	1.63499	1.70144	
1.60271	1.63445	1.70634	
1.6025	1.63494	1.70036	
1.6094	1.63587	1.6973	
1.6078	1.63442	1.67834	
1.60607	1.63009	1.67328	
1.6098	1.62878	1.67067	
1.62812	1.62543	1.70525	
1.65343	1.61623	1.70325	
1.62777	1.62585	1.68374	
1.6104	1.61886	1.6759	
1.61006	1.59577	1.68093	
1.60937	1.59358	1.68286	
1.61404	1.58241	1.67728	
1.6236	1.59497	1.64114	
1.68698	1.62138	1.63964	
1.69652	1.6282	1.63158	
1.68904	1.63923	1.63158	
1.68447	1.64155	1.63801	
1.6792	1.63271	1.63447	
1.67573	1.62902	1.63502	
1.69877	1.63126	1.63601	
1.69788	1.63645	1.63937	
1.69414	1.63681	1.63674	
1.69455	1.6349	1.72649	
1.69301	1.66059	1.77774	
1.68794	1.66394	1.78042	
1.67097	1.67045	1.74131	
1.65254	1.67474	1.71479	
1.68888	1.65715	1.69552	
1.68976	1.66413	1.72304	
1.70104	1.66687	1.72233	
1.70357	1.67276	1.71944	
1.70539	1.67754	1.72014	
1.75184	1.67883	1.71938	
1.69757	1.66759	1.71439	
1.70273	1.66542	1.71882	
1.70522	1.66379	1.71766	
1.70854	1.66927	1.7122	
1.70922	1.75189	1.70917	
1.70898	1.75557	1.74961	
1.68767	1.76244	1.75043	
1.76093	1.76884	1.75384	
1.76665	1.78086	1.75351	
1.76682	1.79526	1.66597	
1.77106	1.77441	1.6131	
1.77502	1.77926	1.62068	
1.77686	1.77196	1.62688	
1.77599	1.77074	1.62573	
1.73824	1.77483	1.62184	
1.77498	1.77397	1.62972	
1.76194	1.78072	1.62421	
1.75596	1.78562	1.63017	
1.75515	1.79182	1.63024	
1.70317	1.78676	1.64206	
1.7026	1.78017	1.64701	
1.69057	1.80423	1.65901	
1.68563	1.80273	1.6582	
1.69113	1.8027	1.65325	
1.69539	1.72861	1.66437	
1.69964	1.73295	1.623	
1.70044	1.73699	1.6249	
1.64131	1.72958	1.63379	
1.65044	1.74875	1.63586	
1.65544	1.7462	1.64453	
1.67402	1.74282	1.64853	
1.6754	1.73422	1.63606	
1.67214	1.7366	1.63039	
1.67898	1.74857	1.63662	
1.75283	1.74838	1.66699	
1.71024	1.75341	1.64425	
1.70495	1.74697	1.67624	
1.70909	1.74128	1.67391	
1.70332	1.75137	1.67174	
1.6977	1.74955	1.65623	
1.68767	1.75132	1.67561	
1.69089	1.72558	1.65955	
1.69782	1.72245	1.66367	
1.71736	1.72586	1.66766	
1.7209	1.73496	1.65936	
1.71754	1.73425	1.66206	
1.71926	1.73083	1.66316	
1.72446	1.7424	1.6536	
1.72959	1.71261	1.65491	
1.72843	1.7104	1.64259	
1.71784	1.71456	1.6452	
1.71991	1.71834	1.65635	
1.7362	1.71677	1.6788	
1.73909	1.73465	1.67136	
1.67219	1.73731	1.6523	
1.69453	1.74034	1.64482	
1.7252	1.74338	1.61093	
1.71813	1.74445	1.60676	
1.71795	1.72255	1.63716	
1.7219	1.72337	1.64285	
1.72902	1.72012	1.61839	
1.73411	1.72532	1.61853	
1.77164	1.73531	1.62685	
1.75593	1.73348	1.63542	
1.75016	1.736	1.63733	
1.75247	1.75313	1.64151	
1.74906	1.74304	1.64213	
1.73396	1.73518	1.67747	
1.71121	1.7348	1.68181	
1.70983	1.73348	1.68402	
1.69856	1.73672	1.68519	
1.72018	1.74957	1.67648	
1.70326	1.75978	1.67193	
1.68566	1.73995	1.68122	
1.67888	1.74226	1.67528	
1.65329	1.73288	1.71631	
1.67362	1.74537	1.71449	
1.67783	1.74311	1.71426	
1.68711	1.74483	1.693	
1.68786	1.74034	1.69407	
1.68321	1.74863	1.69359	
1.67119	1.7537	1.69415	
1.63073	1.75361	1.69276	
1.62097	1.78484	1.68619	
1.62372	1.77611	1.68492	
1.64255	1.76176	1.67657	
1.64367	1.76977	1.67261	
1.64276	1.7672	1.63779	
1.64804	1.77106	1.63126	
1.65291	1.77457	1.63182	
1.65904	1.77967	1.63337	
1.63752	1.77653	1.63512	
1.63705	1.77566	1.62334	
1.64315	1.78948	1.66345	
1.64551	1.77703	1.70928	
1.64762	1.77349	1.67687	
1.59954	1.77759	1.6813	
1.62485	1.77652	1.68608	
1.62922	1.78234	1.68326	
1.6427	1.80221	1.68568	
1.65314	1.80154	1.68515	
1.66121	1.80303	1.68449	
1.75624	1.79811	1.68455	
1.764	1.76653	1.68598	
1.7678	1.76799	1.68576	
1.75189	1.76514	1.6884	
1.74839	1.76208	1.69178	
1.74602	1.77126	1.68886	
1.74951	1.76785	1.6885	
1.7603	1.76755	1.6837	
1.75588	1.76309	1.70097	
1.74863	1.76774	1.69623	
1.75458	1.76972	1.69375	
1.75118	1.76967	1.64896	
1.75679	1.77809	1.60791	
1.76721	1.77766	1.61438	
1.76737	1.7611	1.60737	
1.7427	1.76713	1.60591	
1.73167	1.76252	1.59906	
1.71602	1.74804	1.59429	
1.70732	1.74471	1.59636	
1.71742	1.73587	1.59712	
1.62608	1.73629	1.59417	
1.61818	1.73061	1.59153	
1.61144	1.72573	1.61068	
1.61058	1.73505	1.61178	
1.63918	1.7416	1.63933	
1.64109	1.73669	1.63881	
1.63527	1.74439	1.6389	
1.6197	1.74579	1.64983	
1.62265	1.74725	1.62864	
1.62102	1.73969	1.64867	
1.61762	1.73304	1.65081	
1.62042	1.71327	1.64917	
1.61119	1.71248	1.6545	
1.62334	1.72747	1.65545	
1.6224	1.73017	1.65351	
1.61896	1.75163	1.65655	
1.61834	1.76406	1.66306	
1.61938	1.77086	1.66741	
1.61789	1.76321	1.6683	
1.60125	1.77208	1.66973	
1.59465	1.77053	1.66816	
1.61833	1.77874	1.66986	
1.67291	1.78357	1.64835	
1.66922	1.78175	1.6542	
1.64357	1.80353	1.67606	
1.64393	1.80525	1.70115	
1.6576	1.80791	1.69932	
1.66799	1.80456	1.71334	
1.67414	1.80143	1.71705	
1.68456	1.80089	1.69916	
1.70398	1.79916	1.70074	
1.71275	1.80347	1.71042	
1.73142	1.81805	1.70946	
1.721	1.81502	1.6941	
1.72473	1.81148	1.69894	
1.72701	1.7903	1.69007	
1.72928	1.78198	1.68664	
1.73113	1.77176	1.68751	
1.73262	1.77796	1.70156	
1.77429	1.76443	1.72638	
1.77822	1.76393	1.72868	
1.75466	1.75797	1.72414	
1.70146	1.75711	1.72726	
1.74719	1.75896	1.7213	
1.75748	1.78077	1.67665	
1.77536	1.78835	1.67932	
1.77719	1.79453	1.68245	
1.77899	1.79532	1.66224	
1.77861	1.80038	1.66605	
1.77367	1.82869	1.66238	
1.75461	1.83348	1.66002	
1.74557	1.83126	1.65214	
1.7383	1.82474	1.63908	
1.73303	1.82637	1.63832	
1.74571	1.84626	1.64392	
1.7598	1.83937	1.67027	
1.78253	1.8374	1.67355	
1.79687	1.84165	1.66726	
1.8086	1.83698	1.65035	
1.78229	1.85288	1.62074	
1.79082	1.86985	1.65499	
1.80254	1.88752	1.67434	
1.81425	1.8856	1.67305	
1.77615	1.88096	1.68009	
1.77623	1.83787	1.67584	
1.79404	1.84034	1.64826	
1.78811	1.8176	1.64768	
1.78938	1.82014	1.65109	
1.79109	1.82587	1.6469	
1.79706	1.79609	1.65231	
1.80792	1.78703	1.64969	
1.92553	1.78514	1.65566	
1.93111	1.77591	1.70523	
1.93862	1.76201	1.70351	
1.93428	1.73207	1.69569	
1.93296	1.73577	1.67092	
1.93459	1.72637	1.66529	
1.93532	1.71669	1.68581	
1.93017	1.71239	1.71157	
1.92754	1.71854	1.72034	
1.93027	1.69735	1.68569	
1.93034	1.67591	1.67	
1.92125	1.70027	1.67111	
1.91935	1.70295	1.66175	
1.9207	1.70378	1.66199	
1.90124	1.68426	1.66487	
1.90796	1.6888	1.66969	
1.91429	1.69005	1.66997	
1.92365	1.67522	1.66695	
1.92439	1.66111	1.67556	
1.92395	1.65758	1.67983	
1.81581	1.65567	1.67244	
1.81898	1.64883	1.62556	
1.8227	1.6488	1.63014	
1.82438	1.65379	1.6642	
1.82351	1.64812	1.66808	
1.82325	1.65642	1.6684	
1.81816	1.65632	1.64911	
1.82261	1.67719	1.6277	
1.82118	1.65968	1.6642	
1.82708	1.67528	1.66548	
1.81816	1.67197	1.66958	
1.82353	1.64409	1.67381	
1.83051	1.64076	1.68188	
1.83268	1.63437	1.68342	
1.82576	1.63464	1.71343	
1.81364	1.63607	1.71717	
1.83553	1.6314	1.71267	
1.84401	1.62392	1.71282	
1.84833	1.62842	1.72484	
1.84448	1.62826	1.72301	
1.84446	1.62961	1.72366	
1.83681	1.63545	1.72717	
1.83754	1.63766	1.72302	
1.83775	1.64097	1.69349	
1.87039	1.64954	1.68794	
1.85268	1.64186	1.689	
1.85665	1.64398	1.68496	
1.8814	1.62352	1.68728	
1.87976	1.62654	1.66517	
1.87429	1.6097	1.66339	
1.87768	1.61748	1.69637	
1.87974	1.61479	1.69561	
1.87358	1.61029	1.69527	
1.86892	1.60238	1.68822	
1.87278	1.60149	1.65525	
1.87821	1.59653	1.64311	
1.8386	1.59922	1.64141	
1.83148	1.6037	1.63865	
1.93615	1.61114	1.61671	
1.94002	1.61807	1.61344	
1.93345	1.61679	1.61192	
1.9337	1.61307	1.61344	
1.94088	1.6179	1.61569	
1.93582	1.61369	1.60987	
1.89899	1.61464	1.61546	
1.90328	1.61948	1.62391	
1.90522	1.61881	1.63373	
1.8796	1.65101	1.67731	
1.88246	1.65652	1.66096	
1.88081	1.66372	1.65957	
1.88245	1.65663	1.62277	
1.87279	1.65628	1.614	
1.89637	1.65682	1.60409	
1.89589	1.65833	1.60298	
1.88157	1.65736	1.60298	
1.87212	1.65634	1.60086	
1.87191	1.64886	1.60959	
1.85753	1.67253	1.60994	
1.74113	1.66301	1.61134	
1.72759	1.65246	1.61311	
1.7219	1.65106	1.6213	
1.73452	1.65158	1.6291	
1.71488	1.64798	1.63817	
1.70707	1.65125	1.66718	
1.70002	1.67363	1.66968	
1.69009	1.67367	1.6611	
1.67702	1.66915	1.66191	
1.66735	1.63751	1.61246	
1.67764	1.62831	1.60935	
1.66636	1.6255	1.61017	
1.6583	1.6271	1.61135	
1.65493	1.62961	1.61683	
1.62622	1.63074	1.61996	
1.62398	1.63163	1.62661	
1.62867	1.6351	1.63064	
1.62607	1.65353	1.6338	
1.62129	1.65733	1.64164	
1.64516	1.63905	1.66165	
1.6393	1.64503	1.66199	
1.63789	1.64888	1.66603	
1.64058	1.64667	1.66224	
1.62177	1.66435	1.65505	
1.61827	1.65783	1.64307	
1.62784	1.65206	1.61439	
1.64562	1.61751	1.61146	
1.65173	1.62071	1.61533	
1.64599	1.62507	1.60928	
1.63929	1.62439	1.60567	
1.61332	1.62165	1.60339	
1.61557	1.61979	1.60588	
1.61396	1.64092	1.60473	
1.61907	1.6499	1.60082	
1.62192	1.65844	1.6015	
1.63016	1.65571	1.59734	
1.65644	1.65171	1.62676	
1.65636	1.63754	1.63098	
1.6577	1.64192	1.62379	
1.62903	1.63953	1.60293	
1.63294	1.63816	1.59912	
1.66726	1.64181	1.58971	
1.68763	1.64746	1.5916	
1.70056	1.63195	1.59124	
1.71627	1.63762	1.58955	
1.71844	1.65713	1.58799	
1.71101	1.67853	1.58668	
1.7158	1.66985	1.58504	
1.7327	1.66723	1.58449	
1.74556	1.66727	1.58629	
1.75878	1.67438	1.59633	
1.77008	1.67365	1.62205	
1.77901	1.65529	1.64646	
1.78688	1.64536	1.66982	
1.79782	1.63391	1.67561	
1.80387	1.63343	1.67704	
1.78118	1.6336	1.64443	
1.79433	1.6398	1.66561	
1.82022	1.6417	1.661	
1.83013	1.63907	1.66819	
1.87722	1.63603	1.67003	
1.85471	1.63404	1.6735	
1.83953	1.62933	1.66983	
1.83287	1.6389	1.6715	
1.82322	1.65453	1.6791	
1.82327	1.63952	1.68064	
1.82196	1.62998	1.69598	
1.82319	1.64003	1.76688	
1.82131	1.64453	1.77433	
1.83422	1.64874	1.78021	
1.87611	1.64723	1.77563	
1.87383	1.65112	1.74658	
1.87914	1.64949	1.72536	
1.8808	1.64851	1.70322	
1.87561	1.64916	1.70045	
1.86554	1.65178	1.70403	
1.87145	1.65443	1.70542	
1.86689	1.64867	1.68092	
1.85926	1.64547	1.69906	
1.86718	1.64736	1.69723	
1.83018	1.67729	1.69923	
1.85816	1.6989	1.6984	
1.86204	1.70373	1.70052	
1.86606	1.6912	1.69935	
1.86987	1.67156	1.74256	
1.86346	1.66814	1.74621	
1.85907	1.66321	1.74694	
1.87072	1.66001	1.67924	
1.89148	1.66075	1.66799	
1.88155	1.656	1.66124	
1.84431	1.6565	1.65523	
1.84537	1.65504	1.65594	
1.84243	1.65558	1.65084	
1.83851	1.66083	1.65257	
1.8364	1.67228	1.65684	
1.84237	1.67502	1.68595	
1.84396	1.67091	1.69493	
1.84488	1.67091	1.69684	
1.83639	1.68203	1.68	
1.8574	1.67597	1.6936	
1.86414	1.64804	1.69079	
1.83519	1.62609	1.69439	
1.85705	1.62109	1.69737	
1.85891	1.62361	1.69319	
1.85584	1.6287	1.65998	
1.85755	1.62819	1.6928	
1.86111	1.62533	1.6876	
1.84361	1.61928	1.68746	
1.81838	1.61324	1.69409	
1.8096	1.61456	1.70115	
1.79785	1.60992	1.7125	
1.79006	1.60729	1.71275	
1.78456	1.60754	1.71413	
1.77656	1.6002	1.7437	
1.7801	1.58171	1.74388	
1.79391	1.5775	1.71223	
1.83537	1.57916	1.74048	
1.82766	1.60002	1.73919	
1.82824	1.58083	1.74144	
1.80083	1.58493	1.73011	
1.7811	1.60339	1.73428	
1.76633	1.60073	1.74336	
1.72916	1.60287	1.74054	
1.71562	1.60514	1.75372	
1.713	1.60362	1.73371	
1.70686	1.60663	1.71691	
1.71067	1.61084	1.70697	
1.72089	1.61542	1.7022	
1.71172	1.62157	1.70083	
1.70639	1.62725	1.69537	
1.724	1.6349	1.72894	
1.7636	1.63586	1.73806	
1.75891	1.65185	1.77372	
1.75334	1.65556	1.74756	
1.74558	1.65907	1.74298	
1.72111	1.66072	1.74492	
1.66867	1.65642	1.70282	
1.66663	1.634	1.70949	
1.66074	1.63982	1.7102	
1.64797	1.64087	1.72617	
1.65059	1.62647	1.72103	
1.65577	1.62938	1.71032	
1.65708	1.73066	1.7072	
1.65959	1.73023	1.6919	
1.65229	1.7273	1.69158	
1.65072	1.72913	1.67483	
1.67498	1.72758	1.6745	
1.67892	1.72933	1.67377	
1.6764	1.7339	1.67602	
1.67482	1.75344	1.7009	
1.65141	1.7586	1.67187	
1.60494	1.7689	1.6587	
1.6031	1.75715	1.62088	
1.60826	1.76386	1.61333	
1.60888	1.77211	1.63189	
1.60688	1.78305	1.6333	
1.60693	1.78761	1.63977	
1.60453	1.78868	1.67415	
1.59994	1.7897	1.67722	
1.60086	1.78952	1.65807	
1.59931	1.78566	1.66016	
1.59479	1.79214	1.65921	
1.65531	1.6907	1.66417	
1.65622	1.6898	1.66733	
1.65729	1.69143	1.67271	
1.685	1.69877	1.67784	
1.65847	1.70394	1.68961	
1.64055	1.7004	1.74787	
1.63961	1.69165	1.74602	
1.63773	1.67515	1.73053	
1.64203	1.68834	1.72218	
1.64508	1.67548	1.72446	
1.65055	1.67132	1.74178	
1.65319	1.66868	1.74656	
1.65347	1.66603	1.73214	
1.65055	1.65692	1.75105	
1.64479	1.65309	1.74792	
1.67496	1.66046	1.70571	
1.68578	1.65797	1.6966	
1.70197	1.64997	1.69192	
1.71209	1.64791	1.69201	
1.72432	1.66318	1.69967	
1.6857	1.66254	1.7029	
1.69597	1.6602	1.70891	
