# xct_end restore_begin restore_segment restore_end page_evict
42	0	0	0	41	
47	0	0	0	50	
56	0	0	0	50	
34	0	0	0	33	
74	0	0	0	73	
65	0	0	0	58	
43	0	0	0	46	
54	0	0	0	54	
43	0	0	0	36	
53	0	0	0	54	
55	0	0	0	54	
41	0	0	0	42	
46	0	0	0	43	
42	0	0	0	42	
33	0	0	0	34	
54	0	0	0	63	
63	0	0	0	60	
40	0	0	0	43	
49	0	0	0	44	
56	0	0	0	52	
34	0	0	0	34	
38	0	0	0	37	
53	0	0	0	54	
46	0	0	0	40	
48	0	0	0	63	
77	0	0	0	60	
53	0	0	0	51	
45	0	0	0	49	
47	0	0	0	45	
0	1	0	0	3	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	3	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	1	0	0	
0	0	0	0	0	
1	0	2	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	2	0	7	
0	0	0	0	7	
0	0	0	0	0	
1	0	2	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
2	0	2	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
1	0	2	0	0	
0	0	0	0	0	
1	0	2	0	0	
0	0	0	0	0	
0	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	1	0	0	
0	0	0	0	0	
1	0	2	0	0	
0	0	0	0	0	
3	0	2	0	0	
0	0	0	0	0	
6	0	2	0	9	
0	0	1	0	0	
0	0	0	0	0	
2	0	1	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
2	0	1	0	73	
1	0	2	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	1	0	0	
3	0	1	0	0	
0	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	1	0	0	
0	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
5	0	1	0	0	
0	0	0	0	0	
0	0	1	0	0	
0	0	0	0	0	
1	0	1	0	0	
0	0	1	0	0	
1	0	1	0	0	
1	0	2	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
6	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
3	0	2	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	1	0	0	
11	0	3	0	0	
18	0	3	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
42	0	3	0	26	
5	0	1	0	148	
0	0	0	0	0	
0	0	0	0	0	
28	0	2	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
175	0	4	1	77	
66	0	0	0	57	
49	0	0	0	39	
47	0	0	0	50	
37	0	0	0	34	
50	0	0	0	47	
35	0	0	0	38	
52	0	0	0	48	
43	0	0	0	42	
54	0	0	0	52	
43	0	0	0	42	
52	0	0	0	54	
50	0	0	0	46	
50	0	0	0	48	
38	0	0	0	38	
47	0	0	0	50	
36	0	0	0	37	
45	0	0	0	42	
46	0	0	0	44	
40	0	0	0	43	
52	0	0	0	53	
47	0	0	0	45	
52	0	0	0	55	
38	0	0	0	35	
48	0	0	0	50	
48	0	0	0	45	
49	0	0	0	49	
37	0	0	0	39	
43	0	0	0	43	
40	0	0	0	39	
50	0	0	0	55	
48	0	0	0	48	
49	0	0	0	48	
46	0	0	0	47	
58	0	0	0	57	
43	0	0	0	42	
45	0	0	0	45	
47	0	0	0	51	
35	0	0	0	34	
59	0	0	0	59	
50	0	0	0	49	
44	0	0	0	42	
47	0	0	0	48	
52	0	0	0	52	
44	0	0	0	44	
44	0	0	0	44	
33	0	0	0	41	
49	0	0	0	43	
42	0	0	0	45	
59	0	0	0	55	
37	0	0	0	37	
42	0	0	0	42	
