45 GB	40 GB	35 GB	30 GB	
?	84.8	177.6	92.8	
?	?	179.2	92.8	
?	?	179.2	94.4	
?	?	182.4	94.4	
?	?	179.2	92.8	
?	?	176	92.8	
?	?	171.2	92.8	
?	?	166.4	91.2	
?	?	163.2	91.2	
?	?	161.6	91.2	
?	?	163.2	91.2	
?	?	161.6	91.2	
?	?	156.8	91.2	
?	?	153.6	91.2	
?	?	152	89.6	
?	?	148.8	89.6	
?	?	147.2	89.6	
?	?	147.2	89.6	
?	?	145.6	89.6	
?	?	142.4	89.6	
?	?	148.8	89.6	
?	?	150.4	89.6	
?	?	148.8	89.6	
?	?	147.2	89.6	
?	?	145.6	91.2	
?	?	142.4	91.2	
?	?	145.6	91.2	
?	?	145.6	91.2	
?	?	144	91.2	
?	?	144	91.2	
?	?	145.6	91.2	
?	?	147.2	91.2	
?	?	150.4	91.2	
?	?	153.6	91.2	
?	?	153.6	91.2	
?	?	156.8	92.8	
?	?	160	92.8	
?	?	164.8	92.8	
?	?	163.2	92.8	
?	?	166.4	92.8	
?	?	164.8	92.8	
?	?	164.8	92.8	
?	?	168	92.8	
?	?	172.8	91.2	
?	?	176	91.2	
?	?	182.4	91.2	
?	?	185.6	91.2	
?	?	192	92.8	
?	?	196.8	92.8	
?	?	198.4	94.4	
?	?	201.6	89.6	
?	?	206.4	84.8	
?	?	209.6	80	
?	?	208	75.2	
?	?	209.6	72	
?	?	209.6	65.6	
?	?	208	62.4	
?	?	203.2	57.6	
?	?	200	52.8	
?	?	198.4	48	
?	?	195.2	43.2	
?	?	196.8	38.4	
?	?	196.8	33.6	
?	?	196.8	33.6	
?	?	196.8	33.6	
?	?	188.8	33.6	
?	?	182.4	33.6	
?	?	174.4	33.6	
?	?	169.6	33.6	
?	?	164.8	32	
?	?	158.4	36.8	
?	?	152	41.6	
?	?	144	46.4	
?	?	140.8	51.2	
?	?	136	56	
?	?	131.2	60.8	
?	?	126.4	65.6	
?	?	123.2	70.4	
?	?	121.6	75.2	
?	?	118.4	78.4	
?	?	116.8	83.2	
?	?	110.4	88	
?	?	105.6	92.8	
?	?	97.6	94.4	
?	?	92.8	94.4	
?	?	92.8	94.4	
?	?	92.8	94.4	
?	?	92.8	94.4	
?	?	92.8	97.6	
?	?	91.2	97.6	
?	?	91.2	97.6	
?	?	91.2	97.6	
?	?	92.8	99.2	
?	?	92.8	97.6	
?	?	92.8	99.2	
?	?	92.8	99.2	
?	?	92.8	102.4	
?	?	92.8	102.4	
?	?	92.8	102.4	
?	?	92.8	104	
?	?	92.8	104	
?	?	92.8	107.2	
?	?	92.8	105.6	
?	?	92.8	110.4	
?	?	91.2	112	
?	?	91.2	112	
?	?	91.2	112	
?	?	91.2	112	
?	?	91.2	112	
?	?	92.8	112	
?	?	92.8	113.6	
?	?	92.8	113.6	
?	?	92.8	113.6	
?	?	92.8	115.2	
?	?	92.8	113.6	
?	?	92.8	116.8	
?	?	91.2	113.6	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	110.4	
?	?	?	112	
?	?	?	108.8	
?	?	?	108.8	
?	?	?	108.8	
?	?	?	112	
?	?	?	112	
?	?	?	108.8	
?	?	?	110.4	
?	?	?	108.8	
?	?	?	112	
?	?	?	112	
?	?	?	115.2	
?	?	?	115.2	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	112	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	112	
?	?	?	115.2	
?	?	?	112	
?	?	?	112	
?	?	?	113.6	
?	?	?	112	
?	?	?	113.6	
?	?	?	110.4	
?	?	?	108.8	
?	?	?	105.6	
?	?	?	107.2	
?	?	?	113.6	
?	?	?	120	
?	?	?	126.4	
?	?	?	126.4	
?	?	?	126.4	
?	?	?	128	
?	?	?	129.6	
?	?	?	129.6	
?	?	?	129.6	
?	?	?	128	
?	?	?	124.8	
?	?	?	128	
?	?	?	128	
?	?	?	124.8	
?	?	?	126.4	
?	?	?	126.4	
?	?	?	126.4	
?	?	?	128	
?	?	?	126.4	
?	?	?	126.4	
?	?	?	118.4	
?	?	?	113.6	
?	?	?	108.8	
?	?	?	110.4	
?	?	?	112	
?	?	?	115.2	
?	?	?	112	
?	?	?	112	
?	?	?	112	
?	?	?	116.8	
?	?	?	116.8	
?	?	?	116.8	
?	?	?	124.8	
?	?	?	131.2	
?	?	?	132.8	
?	?	?	132.8	
?	?	?	132.8	
?	?	?	134.4	
?	?	?	139.2	
?	?	?	139.2	
?	?	?	140.8	
?	?	?	139.2	
?	?	?	136	
?	?	?	136	
?	?	?	136	
?	?	?	131.2	
?	?	?	134.4	
?	?	?	134.4	
?	?	?	132.8	
?	?	?	131.2	
?	?	?	129.6	
?	?	?	126.4	
?	?	?	120	
?	?	?	116.8	
?	?	?	115.2	
?	?	?	112	
?	?	?	112	
?	?	?	108.8	
?	?	?	107.2	
?	?	?	105.6	
?	?	?	105.6	
?	?	?	108.8	
?	?	?	110.4	
?	?	?	108.8	
?	?	?	112	
?	?	?	115.2	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	115.2	
?	?	?	115.2	
?	?	?	116.8	
?	?	?	118.4	
?	?	?	116.8	
?	?	?	115.2	
?	?	?	113.6	
?	?	?	116.8	
?	?	?	118.4	
?	?	?	120	
?	?	?	121.6	
?	?	?	121.6	
?	?	?	121.6	
?	?	?	118.4	
?	?	?	118.4	
?	?	?	118.4	
?	?	?	113.6	
?	?	?	113.6	
?	?	?	115.2	
?	?	?	116.8	
?	?	?	121.6	
?	?	?	124.8	
?	?	?	129.6	
?	?	?	132.8	
?	?	?	137.6	
?	?	?	142.4	
?	?	?	147.2	
?	?	?	148.8	
?	?	?	152	
?	?	?	153.6	
?	?	?	148.8	
?	?	?	148.8	
?	?	?	147.2	
?	?	?	145.6	
?	?	?	147.2	
?	?	?	150.4	
?	?	?	150.4	
?	?	?	153.6	
?	?	?	153.6	
?	?	?	152	
?	?	?	145.6	
?	?	?	144	
?	?	?	137.6	
?	?	?	134.4	
?	?	?	131.2	
?	?	?	128	
?	?	?	129.6	
?	?	?	128	
?	?	?	129.6	
?	?	?	128	
?	?	?	128	
?	?	?	132.8	
?	?	?	139.2	
?	?	?	145.6	
?	?	?	144	
?	?	?	142.4	
?	?	?	147.2	
?	?	?	147.2	
?	?	?	150.4	
?	?	?	153.6	
?	?	?	156.8	
?	?	?	153.6	
?	?	?	153.6	
?	?	?	152	
?	?	?	150.4	
?	?	?	148.8	
?	?	?	142.4	
?	?	?	139.2	
?	?	?	132.8	
?	?	?	131.2	
?	?	?	132.8	
?	?	?	126.4	
?	?	?	120	
?	?	?	115.2	
?	?	?	113.6	
?	?	?	112	
?	?	?	107.2	
?	?	?	102.4	
?	?	?	96	
?	?	?	91.2	
?	?	?	88	
?	?	?	86.4	
?	?	?	88	
?	?	?	86.4	
?	?	?	86.4	
?	?	?	86.4	
?	?	?	86.4	
?	?	?	86.4	
?	?	?	86.4	
?	?	?	86.4	
?	?	?	84.8	
?	?	?	86.4	
?	?	?	86.4	
?	?	?	84.8	
?	?	?	86.4	
?	?	?	86.4	
?	?	?	86.4	
?	?	?	84.8	
?	?	?	84.8	
?	?	?	86.4	
?	?	?	84.8	
?	?	?	86.4	
?	?	?	84.8	
?	?	?	86.4	
?	?	?	84.8	
?	?	?	84.8	
?	?	?	84.8	
?	?	?	84.8	
?	?	?	84.8	
?	?	?	84.8	
?	?	?	86.4	
?	?	?	86.4	
?	?	?	84.8	
?	?	?	86.4	
?	?	?	86.4	
