Linux 3.13.0-68-generic (ds-server2) 	10/20/2016 	_x86_64_	(24 CPU)

12:03:15 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:03:16 AM  all    1.17    0.00    3.34    6.26    0.00    0.00    0.00    0.00    0.00   89.23
12:03:17 AM  all    0.63    0.00    2.84    8.82    0.00    0.04    0.00    0.00    0.00   87.67
12:03:18 AM  all    0.04    0.00    4.26    8.02    0.00    0.00    0.00    0.00    0.00   87.68
12:03:19 AM  all    0.25    0.00    1.00   10.02    0.00    0.00    0.00    0.00    0.00   88.73
12:03:20 AM  all    0.04    0.00    0.17    8.10    0.00    0.00    0.00    0.00    0.00   91.69
12:03:21 AM  all    0.00    0.00    0.21    8.14    0.00    0.00    0.00    0.00    0.00   91.65
12:03:22 AM  all    0.00    0.00    0.21    8.10    0.00    0.00    0.00    0.00    0.00   91.69
12:03:23 AM  all    2.80    0.00    0.21   13.47    0.00    0.00    0.00    0.00    0.00   83.51
12:03:24 AM  all   12.06    0.00    0.13   22.41    0.00    0.00    0.00    0.00    0.00   65.40
12:03:25 AM  all   12.53    0.00    0.17   24.26    0.00    0.00    0.00    0.00    0.00   63.05
12:03:26 AM  all   12.53    0.00    0.08   20.84    0.00    0.00    0.00    0.00    0.00   66.54
12:03:27 AM  all   12.57    0.00    0.13   24.34    0.00    0.00    0.00    0.00    0.00   62.96
12:03:28 AM  all   12.52    0.00    0.17   22.62    0.00    0.04    0.00    0.00    0.00   64.65
12:03:29 AM  all   12.66    0.00    0.13   10.78    0.00    0.00    0.00    0.00    0.00   76.44
12:03:30 AM  all    7.46    0.00   10.26   48.17    0.00    0.22    0.00    0.00    0.00   33.89
12:03:31 AM  all    3.89    0.00    7.53   24.69    0.00    0.17    0.00    0.00    0.00   63.71
12:03:32 AM  all    6.15    0.00    6.83   22.76    0.00    0.17    0.00    0.00    0.00   64.09
12:03:33 AM  all    9.06    0.00    7.66   22.93    0.00    0.09    0.00    0.00    0.00   60.27
12:03:34 AM  all    6.76    0.00    8.61   25.73    0.00    0.26    0.00    0.00    0.00   58.65
12:03:35 AM  all   15.30    0.00    7.84   24.89    0.00    0.17    0.00    0.00    0.00   51.79
12:03:36 AM  all   10.08    0.00    9.26   24.14    0.00    0.26    0.00    0.00    0.00   56.26
12:03:37 AM  all    9.91    0.00    8.75   25.39    0.00    0.21    0.00    0.00    0.00   55.75
12:03:38 AM  all    8.02    0.00    9.05   26.16    0.00    0.13    0.00    0.00    0.00   56.65
12:03:39 AM  all   24.26    0.00    6.53   21.42    0.00    0.30    0.00    0.00    0.00   47.50
12:03:40 AM  all   11.91    0.00    8.64   21.91    0.00    0.34    0.00    0.00    0.00   57.19
12:03:41 AM  all   24.65    0.00    6.70   18.07    0.00    0.17    0.00    0.00    0.00   50.40
12:03:42 AM  all   13.74    0.00    7.43   22.49    0.00    0.26    0.00    0.00    0.00   56.08
12:03:43 AM  all   10.54    0.00    8.08   22.83    0.00    0.17    0.00    0.00    0.00   58.38
12:03:44 AM  all   12.20    0.00    8.19   21.20    0.00    0.21    0.00    0.00    0.00   58.19
12:03:45 AM  all   12.73    0.00    9.52   19.76    0.00    0.34    0.00    0.00    0.00   57.65
12:03:46 AM  all    9.86    0.00    7.62   19.76    0.00    0.26    0.00    0.00    0.00   62.51
12:03:47 AM  all   12.30    0.00    7.21   17.51    0.00    0.17    0.00    0.00    0.00   62.81
12:03:48 AM  all    9.59    0.00    7.91   15.86    0.00    0.17    0.00    0.00    0.00   66.47
12:03:49 AM  all   10.66    0.00    6.66   14.49    0.00    0.17    0.00    0.00    0.00   68.01
12:03:50 AM  all   11.78    0.00    7.13   15.03    0.00    0.09    0.00    0.00    0.00   65.97
12:03:51 AM  all   13.04    0.00    6.82   13.72    0.00    0.17    0.00    0.00    0.00   66.26
12:03:52 AM  all   20.28    0.00    5.77    9.55    0.00    0.17    0.00    0.00    0.00   64.23
12:03:53 AM  all   11.34    0.00    6.01   10.44    0.00    0.13    0.00    0.00    0.00   72.08
12:03:54 AM  all   13.34    0.00    5.20   10.53    0.00    0.09    0.00    0.00    0.00   70.84
12:03:55 AM  all   12.05    0.00    5.77    9.08    0.00    0.08    0.00    0.00    0.00   73.02
12:03:56 AM  all   13.85    0.00    5.36    7.09    0.00    0.17    0.00    0.00    0.00   73.52
12:03:57 AM  all   24.76    0.00    5.18    6.23    0.00    0.13    0.00    0.00    0.00   63.71
12:03:58 AM  all   14.43    0.00    6.87    7.00    0.00    0.00    0.00    0.00    0.00   71.70
12:03:59 AM  all   13.72    0.00    5.73    6.63    0.00    0.17    0.00    0.00    0.00   73.75
12:04:00 AM  all   11.23    0.00    4.32    5.31    0.00    0.13    0.00    0.00    0.00   79.01
12:04:01 AM  all   12.48    0.00    4.59    5.31    0.00    0.13    0.00    0.00    0.00   77.49
12:04:02 AM  all   12.42    0.00    4.98    5.53    0.00    0.13    0.00    0.00    0.00   76.95
12:04:03 AM  all   12.82    0.00    5.46    5.08    0.00    0.08    0.00    0.00    0.00   76.57
12:04:04 AM  all   14.55    0.00    5.38    4.69    0.00    0.04    0.00    0.00    0.00   75.33
12:04:05 AM  all   16.10    0.00    6.42    4.90    0.00    0.08    0.00    0.00    0.00   72.49
12:04:06 AM  all   13.91    0.00    4.05    4.52    0.00    0.13    0.00    0.00    0.00   77.39
12:04:07 AM  all   14.97    0.00    3.45    3.70    0.00    0.04    0.00    0.00    0.00   77.84
12:04:08 AM  all   12.39    0.00    5.39    4.07    0.00    0.04    0.00    0.00    0.00   78.10
12:04:09 AM  all   12.60    0.00    4.95    3.93    0.00    0.13    0.00    0.00    0.00   78.40
12:04:10 AM  all   11.98    0.00    4.95    3.47    0.00    0.04    0.00    0.00    0.00   79.55
12:04:11 AM  all   14.96    0.00    4.26    4.64    0.00    0.08    0.00    0.00    0.00   76.06
12:04:12 AM  all   16.30    0.00    6.02    6.70    0.00    0.09    0.00    0.00    0.00   70.90
12:04:13 AM  all   16.12    0.00    5.71    6.27    0.00    0.17    0.00    0.00    0.00   71.73
12:04:14 AM  all   17.71    0.00    4.93    6.16    0.00    0.13    0.00    0.00    0.00   71.08
12:04:15 AM  all   15.13    0.00    4.51    6.11    0.00    0.04    0.00    0.00    0.00   74.21
12:04:16 AM  all   13.55    0.00    4.91    6.03    0.00    0.17    0.00    0.00    0.00   75.34
12:04:17 AM  all   13.74    0.00    5.20    6.01    0.00    0.09    0.00    0.00    0.00   74.97
12:04:18 AM  all   15.34    0.00    5.87    5.96    0.00    0.04    0.00    0.00    0.00   72.79
12:04:19 AM  all   15.58    0.00    4.44    4.91    0.00    0.09    0.00    0.00    0.00   74.99
12:04:20 AM  all   14.19    0.00    4.66    2.92    0.00    0.08    0.00    0.00    0.00   78.14
12:04:21 AM  all   13.61    0.00    4.79    3.17    0.00    0.00    0.00    0.00    0.00   78.42
12:04:22 AM  all   13.45    0.00    3.50    2.99    0.00    0.04    0.00    0.00    0.00   80.02
12:04:23 AM  all   12.98    0.00    3.26    2.79    0.00    0.00    0.00    0.00    0.00   80.97
12:04:24 AM  all   12.74    0.00    3.52    2.68    0.00    0.04    0.00    0.00    0.00   81.02
12:04:25 AM  all   12.52    0.00    3.67    2.69    0.00    0.09    0.00    0.00    0.00   81.03
12:04:26 AM  all   12.84    0.00    3.70    2.93    0.00    0.04    0.00    0.00    0.00   80.48
