Linux 3.13.0-68-generic (ds-server2) 	07/21/2016 	_x86_64_	(24 CPU)

10:40:45 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:40:46 AM  all    0.79    0.00    2.00    1.58    0.00    0.00    0.00    0.00    0.00   95.62
10:40:47 AM  all    1.55    0.00    1.67    2.17    0.00    0.00    0.00    0.00    0.00   94.61
10:40:48 AM  all    0.63    0.00    0.59    3.35    0.00    0.00    0.00    0.00    0.00   95.44
10:40:49 AM  all    0.76    0.00    0.88    3.48    0.00    0.00    0.00    0.00    0.00   94.88
10:40:50 AM  all    0.84    0.00    1.71    3.39    0.00    0.00    0.00    0.00    0.00   94.06
10:40:51 AM  all    0.80    0.00    0.50    3.93    0.00    0.00    0.00    0.00    0.00   94.77
10:40:52 AM  all    0.80    0.00    1.01    3.39    0.00    0.00    0.00    0.00    0.00   94.81
10:40:53 AM  all    0.38    0.00    1.59    3.43    0.00    0.00    0.00    0.00    0.00   94.60
10:40:54 AM  all    0.63    0.00    0.46    3.61    0.00    0.00    0.00    0.00    0.00   95.30
10:40:55 AM  all    0.67    0.00    1.88    3.35    0.00    0.00    0.00    0.00    0.00   94.10
10:40:56 AM  all    0.71    0.00    0.38    3.31    0.00    0.00    0.00    0.00    0.00   95.60
10:40:57 AM  all    0.84    0.00    1.80    3.43    0.00    0.00    0.00    0.00    0.00   93.93
10:40:58 AM  all    0.67    0.00    0.42    3.31    0.00    0.00    0.00    0.00    0.00   95.60
10:40:59 AM  all    0.88    0.00    1.05    5.53    0.00    0.00    0.00    0.00    0.00   92.55
10:41:00 AM  all    0.67    0.00    1.68   11.36    0.00    0.04    0.00    0.00    0.00   86.24
10:41:01 AM  all    0.50    0.00    0.29    9.44    0.00    0.00    0.00    0.00    0.00   89.77
10:41:02 AM  all    0.34    0.00    1.05    3.39    0.00    0.00    0.00    0.00    0.00   95.23
10:41:03 AM  all    0.75    0.00    1.71    3.42    0.00    0.00    0.00    0.00    0.00   94.12
10:41:04 AM  all    0.59    0.00    0.46    3.48    0.00    0.00    0.00    0.00    0.00   95.48
10:41:05 AM  all    0.67    0.00    1.09    3.39    0.00    0.00    0.00    0.00    0.00   94.85
10:41:06 AM  all    0.67    0.00    1.59    3.44    0.00    0.00    0.00    0.00    0.00   94.30
10:41:07 AM  all    0.63    0.00    0.59    3.43    0.00    0.00    0.00    0.00    0.00   95.35
10:41:08 AM  all    0.71    0.00    1.76    3.43    0.00    0.00    0.00    0.00    0.00   94.11
10:41:09 AM  all    0.59    0.00    0.50    3.47    0.00    0.00    0.00    0.00    0.00   95.44
10:41:10 AM  all    0.63    0.00    1.93    3.56    0.00    0.00    0.00    0.00    0.00   93.88
10:41:11 AM  all    0.54    0.00    0.42    3.39    0.00    0.00    0.00    0.00    0.00   95.64
10:41:12 AM  all    0.67    0.00    1.68    3.39    0.00    0.00    0.00    0.00    0.00   94.26
10:41:13 AM  all    0.21    0.00    0.54    3.35    0.00    0.00    0.00    0.00    0.00   95.90
10:41:14 AM  all    0.59    0.00    0.88    3.52    0.00    0.00    0.00    0.00    0.00   95.01
10:41:15 AM  all    0.71    0.00    0.96    3.56    0.00    0.00    0.00    0.00    0.00   94.77
10:41:16 AM  all    0.63    0.00    1.84    3.39    0.00    0.00    0.00    0.00    0.00   94.15
10:41:17 AM  all    0.71    0.00    0.50    3.39    0.00    0.04    0.00    0.00    0.00   95.36
10:41:18 AM  all    0.71    0.00    1.55    3.43    0.00    0.00    0.00    0.00    0.00   94.31
10:41:19 AM  all    0.71    0.00    0.38    3.48    0.00    0.00    0.00    0.00    0.00   95.44
10:41:20 AM  all    0.67    0.00    1.68    3.48    0.00    0.00    0.00    0.00    0.00   94.18
10:41:21 AM  all    0.67    0.00    0.50    3.35    0.00    0.00    0.00    0.00    0.00   95.48
10:41:22 AM  all    0.67    0.00    1.92    3.39    0.00    0.00    0.00    0.00    0.00   94.02
10:41:23 AM  all    0.63    0.00    0.54    3.34    0.00    0.00    0.00    0.00    0.00   95.49
10:41:24 AM  all    0.34    0.00    1.59    3.52    0.00    0.00    0.00    0.00    0.00   94.55
10:41:25 AM  all    0.63    0.00    0.46    3.39    0.00    0.00    0.00    0.00    0.00   95.52
10:41:26 AM  all    0.80    0.00    1.51    3.44    0.00    0.00    0.00    0.00    0.00   94.26
10:41:27 AM  all    0.67    0.00    0.54    3.39    0.00    0.00    0.00    0.00    0.00   95.40
10:41:28 AM  all    0.59    0.00    1.76    3.43    0.00    0.00    0.00    0.00    0.00   94.23
10:41:29 AM  all    0.54    0.00    0.54    3.47    0.00    0.00    0.00    0.00    0.00   95.44
10:41:30 AM  all    0.67    0.00    1.80    3.39    0.00    0.00    0.00    0.00    0.00   94.14
10:41:31 AM  all    0.59    0.00    0.38    3.39    0.00    0.00    0.00    0.00    0.00   95.64
10:41:32 AM  all    0.71    0.00    1.68    3.64    0.00    0.00    0.00    0.00    0.00   93.97
10:41:33 AM  all    0.67    0.00    0.25    3.35    0.00    0.00    0.00    0.00    0.00   95.73
10:41:34 AM  all    0.71    0.00    1.00    3.60    0.00    0.00    0.00    0.00    0.00   94.69
10:41:35 AM  all    0.29    0.00    0.88    3.35    0.00    0.00    0.00    0.00    0.00   95.47
10:41:36 AM  all    0.63    0.00    1.68    3.44    0.00    0.00    0.00    0.00    0.00   94.26
10:41:37 AM  all    0.55    0.00    0.38    3.44    0.00    0.00    0.00    0.00    0.00   95.64
10:41:38 AM  all    0.63    0.00    1.67    3.39    0.00    0.00    0.00    0.00    0.00   94.31
10:41:39 AM  all    0.67    0.00    0.38    3.52    0.00    0.00    0.00    0.00    0.00   95.44
10:41:40 AM  all    0.63    0.00    0.96    3.35    0.00    0.00    0.00    0.00    0.00   95.06
10:41:41 AM  all    0.59    0.00    1.47    3.44    0.00    0.00    0.00    0.00    0.00   94.51
10:41:42 AM  all    0.63    0.00    0.59    3.39    0.00    0.00    0.00    0.00    0.00   95.39
10:41:43 AM  all    0.67    0.00    1.80    3.43    0.00    0.00    0.00    0.00    0.00   94.11
