# xct_end restore_begin restore_segment restore_end page_evict
4	0	0	0	0	
1	0	0	0	0	
2	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
2	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
2	0	0	0	0	
0	0	0	0	0	
1	0	0	0	0	
2	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
4	0	0	0	0	
16	0	0	0	0	
8	0	0	0	0	
12	0	0	0	0	
13	0	0	0	0	
11	0	0	0	0	
15	0	0	0	0	
13	0	0	0	0	
10	0	0	0	0	
16	0	0	0	0	
13	0	0	0	0	
9	0	0	0	0	
15	0	0	0	0	
16	0	0	0	0	
9	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
509	0	0	0	48	
50	0	0	0	47	
57	0	0	0	58	
40	0	0	0	37	
56	0	0	0	54	
59	0	0	0	57	
47	0	0	0	45	
38	0	0	0	38	
54	0	0	0	53	
59	0	0	0	58	
44	0	0	0	39	
39	0	0	0	43	
52	0	0	0	44	
59	0	0	0	55	
40	0	0	0	44	
52	0	0	0	51	
52	0	0	0	57	
31	0	0	0	29	
49	0	0	0	44	
45	0	0	0	44	
45	0	0	0	48	
49	0	0	0	50	
41	0	0	0	42	
53	0	0	0	51	
56	0	0	0	53	
43	0	0	0	45	
50	0	0	0	51	
55	0	0	0	53	
40	0	0	0	42	
41	0	0	0	39	
0	1	0	0	1	
0	0	0	0	0	
1	0	1	0	6	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
0	0	0	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	2	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
0	0	0	0	0	
1	0	1	0	105	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
2	0	2	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
0	0	0	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
0	0	0	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	2	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
3	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
0	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
1	0	2	0	0	
0	0	0	0	0	
1	0	2	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
2	0	1	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	2	0	0	
1	0	0	0	0	
0	0	1	0	0	
4	0	1	0	0	
2	0	2	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	0	0	0	
0	0	1	0	0	
3	0	1	0	0	
0	0	0	0	0	
0	0	1	0	0	
1	0	1	0	0	
0	0	1	0	0	
10	0	1	0	0	
0	0	1	0	0	
10	0	1	0	0	
1	0	2	0	0	
0	0	0	0	0	
0	0	1	0	0	
7	0	1	0	0	
2	0	2	0	0	
5	0	0	0	0	
11	0	2	0	0	
3	0	2	0	0	
6	0	3	0	0	
17	0	3	0	0	
36	0	6	0	265	
235	0	3	1	9	
45	0	0	0	48	
51	0	0	0	45	
42	0	0	0	43	
40	0	0	0	39	
57	0	0	0	56	
51	0	0	0	43	
50	0	0	0	50	
42	0	0	0	41	
45	0	0	0	45	
55	0	0	0	53	
60	0	0	0	60	
37	0	0	0	44	
51	0	0	0	43	
51	0	0	0	49	
40	0	0	0	45	
57	0	0	0	52	
32	0	0	0	40	
72	0	0	0	65	
43	0	0	0	38	
35	0	0	0	39	
59	0	0	0	56	
38	0	0	0	33	
59	0	0	0	58	
38	0	0	0	37	
46	0	0	0	46	
48	0	0	0	51	
51	0	0	0	50	
43	0	0	0	48	
45	0	0	0	43	
63	0	0	0	63	
51	0	0	0	52	
40	0	0	0	42	
50	0	0	0	51	
50	0	0	0	48	
45	0	0	0	43	
43	0	0	0	39	
49	0	0	0	53	
44	0	0	0	45	
49	0	0	0	48	
48	0	0	0	48	
50	0	0	0	51	
28	0	0	0	32	
37	0	0	0	38	
43	0	0	0	41	
63	0	0	0	68	
38	0	0	0	36	
48	0	0	0	45	
37	0	0	0	40	
61	0	0	0	60	
44	0	0	0	46	
46	0	0	0	46	
17	0	0	0	16	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
