Linux 3.13.0-68-generic (ds-server2) 	10/17/2016 	_x86_64_	(24 CPU)

11:52:11 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:52:12 AM  all    1.12    0.00    2.67    0.58    0.00    0.00    0.00    0.00    0.00   95.62
11:52:13 AM  all    0.83    0.00    2.17    1.13    0.00    0.00    0.00    0.00    0.00   95.87
11:52:14 AM  all    2.13    0.00    2.09    0.67    0.00    0.00    0.00    0.00    0.00   95.11
11:52:15 AM  all    7.65    0.00   16.15   48.57    0.00    0.17    0.00    0.00    0.00   27.47
11:52:16 AM  all    5.62    0.00   10.48   27.34    0.00    0.00    0.00    0.00    0.00   56.56
11:52:17 AM  all    5.53    0.00    7.16   24.28    0.00    0.17    0.00    0.00    0.00   62.85
11:52:18 AM  all    6.18    0.00    7.74   26.32    0.00    0.17    0.00    0.00    0.00   59.59
11:52:19 AM  all    9.00    0.00    8.40   25.46    0.00    0.17    0.00    0.00    0.00   56.96
11:52:20 AM  all   16.24    0.00    6.64   21.95    0.00    0.21    0.00    0.00    0.00   54.97
11:52:21 AM  all   18.01    0.00    7.45   19.60    0.00    0.22    0.00    0.00    0.00   54.72
11:52:22 AM  all    8.07    0.00    8.72   23.06    0.00    0.30    0.00    0.00    0.00   59.84
11:52:23 AM  all    9.93    0.00    8.18   22.05    0.00    0.21    0.00    0.00    0.00   59.63
11:52:24 AM  all    8.61    0.00    7.79   21.54    0.00    0.26    0.00    0.00    0.00   61.81
11:52:25 AM  all   10.18    0.00    8.85   18.61    0.00    0.26    0.00    0.00    0.00   62.10
11:52:26 AM  all   10.64    0.00    7.73   16.74    0.00    0.30    0.00    0.00    0.00   64.59
11:52:27 AM  all   20.29    0.00    6.30   13.57    0.00    0.21    0.00    0.00    0.00   59.64
11:52:28 AM  all   11.30    0.00    6.68   13.78    0.00    0.21    0.00    0.00    0.00   68.04
11:52:29 AM  all   10.94    0.00    6.26   13.60    0.00    0.17    0.00    0.00    0.00   69.03
11:52:30 AM  all   10.49    0.00    5.65   10.75    0.00    0.13    0.00    0.00    0.00   72.98
11:52:31 AM  all   10.97    0.00    6.58   11.18    0.00    0.17    0.00    0.00    0.00   71.10
11:52:32 AM  all   15.53    0.00    7.34   10.60    0.00    0.13    0.00    0.00    0.00   66.40
11:52:33 AM  all   14.45    0.00    6.40   10.13    0.00    0.08    0.00    0.00    0.00   68.94
11:52:34 AM  all   11.23    0.00    6.02    8.99    0.00    0.13    0.00    0.00    0.00   73.63
11:52:35 AM  all   11.85    0.00    5.73    9.20    0.00    0.04    0.00    0.00    0.00   73.17
11:52:36 AM  all   12.20    0.00    5.91    7.51    0.00    0.13    0.00    0.00    0.00   74.25
11:52:37 AM  all   14.68    0.00    4.68    6.12    0.00    0.08    0.00    0.00    0.00   74.44
11:52:38 AM  all   11.86    0.00    6.17    6.68    0.00    0.17    0.00    0.00    0.00   75.12
11:52:39 AM  all   12.75    0.00    6.72    6.72    0.00    0.17    0.00    0.00    0.00   73.65
11:52:40 AM  all   12.95    0.00    5.83    5.75    0.00    0.09    0.00    0.00    0.00   75.39
11:52:41 AM  all   10.98    0.00    4.59    5.15    0.00    0.17    0.00    0.00    0.00   79.11
11:52:42 AM  all   12.04    0.00    4.98    5.11    0.00    0.13    0.00    0.00    0.00   77.74
11:52:43 AM  all   12.71    0.00    4.67    4.84    0.00    0.08    0.00    0.00    0.00   77.69
11:52:44 AM  all   12.64    0.00    4.82    4.35    0.00    0.13    0.00    0.00    0.00   78.06
11:52:45 AM  all   12.11    0.00    5.07    4.34    0.00    0.04    0.00    0.00    0.00   78.45
11:52:46 AM  all   16.68    0.00    5.42    3.97    0.00    0.09    0.00    0.00    0.00   73.85
11:52:47 AM  all   15.15    0.00    4.96    3.99    0.00    0.08    0.00    0.00    0.00   75.82
11:52:48 AM  all   12.72    0.00    4.14    4.10    0.00    0.13    0.00    0.00    0.00   78.92
11:52:49 AM  all   10.86    0.00    3.71    3.88    0.00    0.09    0.00    0.00    0.00   81.47
11:52:50 AM  all   12.08    0.00    3.65    3.60    0.00    0.04    0.00    0.00    0.00   80.63
11:52:51 AM  all   14.90    0.00    4.02    3.17    0.00    0.04    0.00    0.00    0.00   77.87
11:52:52 AM  all   12.49    0.00    3.31    3.36    0.00    0.04    0.00    0.00    0.00   80.79
11:52:53 AM  all   15.13    0.00    5.24    5.07    0.00    0.13    0.00    0.00    0.00   74.43
11:52:54 AM  all   13.85    0.00    6.31    5.97    0.00    0.13    0.00    0.00    0.00   73.75
11:52:55 AM  all   14.39    0.00    5.65    6.11    0.00    0.08    0.00    0.00    0.00   73.77
11:52:56 AM  all   12.38    0.00    4.47    5.53    0.00    0.09    0.00    0.00    0.00   77.53
11:52:57 AM  all   13.45    0.00    4.11    5.87    0.00    0.13    0.00    0.00    0.00   76.45
11:52:58 AM  all   12.87    0.00    4.70    5.52    0.00    0.21    0.00    0.00    0.00   76.70
11:52:59 AM  all   13.77    0.00    5.33    5.37    0.00    0.17    0.00    0.00    0.00   75.36
11:53:00 AM  all   13.54    0.00    4.37    5.57    0.00    0.13    0.00    0.00    0.00   76.39
11:53:01 AM  all   16.01    0.00    5.57    4.48    0.00    0.08    0.00    0.00    0.00   73.85
11:53:02 AM  all   14.21    0.00    4.54    2.82    0.00    0.04    0.00    0.00    0.00   78.39
11:53:03 AM  all    3.78    0.00    1.47   10.42    0.00    0.00    0.00    0.00    0.00   84.33
11:53:04 AM  all    3.86    0.00    1.68   17.06    0.00    0.00    0.00    0.00    0.00   77.41
11:53:05 AM  all   11.76    0.00    3.24   29.88    0.00    0.04    0.00    0.00    0.00   55.08
11:53:06 AM  all    9.96    0.00    3.25   17.61    0.00    0.09    0.00    0.00    0.00   69.10
11:53:07 AM  all   12.01    0.00    3.50    2.65    0.00    0.13    0.00    0.00    0.00   81.71
11:53:08 AM  all   12.33    0.00    4.44    2.69    0.00    0.13    0.00    0.00    0.00   80.41
11:53:09 AM  all   15.73    0.00    6.09    2.75    0.00    0.04    0.00    0.00    0.00   75.39
11:53:10 AM  all   14.18    0.00    4.15    2.52    0.00    0.13    0.00    0.00    0.00   79.02
11:53:11 AM  all   12.36    0.00    3.20    2.73    0.00    0.09    0.00    0.00    0.00   81.64
11:53:12 AM  all   13.05    0.00    3.26    2.54    0.00    0.04    0.00    0.00    0.00   81.10
11:53:13 AM  all   12.43    0.00    3.77    2.71    0.00    0.13    0.00    0.00    0.00   80.96
11:53:14 AM  all   13.38    0.00    4.12    2.93    0.00    0.04    0.00    0.00    0.00   79.52
11:53:15 AM  all   13.81    0.00    3.81    3.13    0.00    0.04    0.00    0.00    0.00   79.20
11:53:16 AM  all   14.78    0.00    5.25    4.19    0.00    0.09    0.00    0.00    0.00   75.69
11:53:17 AM  all   14.37    0.00    5.71    3.25    0.00    0.08    0.00    0.00    0.00   76.58
11:53:18 AM  all   17.52    0.00    7.39    4.87    0.00    0.08    0.00    0.00    0.00   70.13
11:53:19 AM  all   14.27    0.00    3.88    5.02    0.00    0.00    0.00    0.00    0.00   76.83
11:53:20 AM  all   12.65    0.00    3.72    5.00    0.00    0.04    0.00    0.00    0.00   78.58
11:53:21 AM  all   13.36    0.00    4.40    5.24    0.00    0.08    0.00    0.00    0.00   76.92
11:53:22 AM  all   12.79    0.00    4.69    3.71    0.00    0.09    0.00    0.00    0.00   78.72
11:53:23 AM  all   13.38    0.00    4.66    3.22    0.00    0.08    0.00    0.00    0.00   78.66
11:53:24 AM  all   13.38    0.00    4.91    2.62    0.00    0.00    0.00    0.00    0.00   79.09
11:53:25 AM  all   14.19    0.00    5.18    3.03    0.00    0.13    0.00    0.00    0.00   77.47
11:53:26 AM  all   14.73    0.00    4.94    3.29    0.00    0.08    0.00    0.00    0.00   76.96
11:53:27 AM  all   12.88    0.00    4.08    3.19    0.00    0.00    0.00    0.00    0.00   79.85
11:53:28 AM  all   11.87    0.00    3.41    2.82    0.00    0.09    0.00    0.00    0.00   81.82
11:53:29 AM  all   11.21    0.00    3.12    2.87    0.00    0.04    0.00    0.00    0.00   82.76
11:53:30 AM  all   14.10    0.00    3.65    3.11    0.00    0.04    0.00    0.00    0.00   79.10
11:53:31 AM  all   14.75    0.00    4.61    3.23    0.00    0.08    0.00    0.00    0.00   77.34
11:53:32 AM  all   15.04    0.00    4.69    2.87    0.00    0.08    0.00    0.00    0.00   77.31
11:53:33 AM  all   13.60    0.00    4.63    2.89    0.00    0.00    0.00    0.00    0.00   78.88
11:53:34 AM  all   14.44    0.00    5.07    3.63    0.00    0.08    0.00    0.00    0.00   76.78
11:53:35 AM  all   13.42    0.00    3.82    2.80    0.00    0.04    0.00    0.00    0.00   79.92
11:53:36 AM  all   11.47    0.00    2.96    2.29    0.00    0.04    0.00    0.00    0.00   83.23
11:53:37 AM  all   13.04    0.00    3.14    2.34    0.00    0.04    0.00    0.00    0.00   81.44
11:53:38 AM  all   12.63    0.00    3.55    3.04    0.00    0.04    0.00    0.00    0.00   80.74
11:53:39 AM  all   13.98    0.00    3.65    3.95    0.00    0.17    0.00    0.00    0.00   78.24
11:53:40 AM  all   15.56    0.00    5.89    4.28    0.00    0.08    0.00    0.00    0.00   74.17
