0 restore_end page_write
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
639 0 12798
2607 309 22315
4643 801 16122
7346 824 15908
10780 763 17036
14301 628 15717
18608 649 16086
22904 563 14442
28566 659 16726
35041 657 16351
42005 645 14731
49615 718 14761
56813 650 11587
64584 608 10966
73090 657 11133
82090 361 10443
90922 185 8954
100247 647 8940
109122 583 7625
118431 649 7265
128776 657 7323
138518 630 6557
146940 520 5142
156155 608 5161
166556 636 5444
177278 619 4920
187467 629 4381
197273 591 3894
208092 661 3825
218769 651 3514
229049 583 2945
239513 590 2824
250654 626 3032
262086 622 2710
272719 574 2384
281924 494 1840
292745 596 2084
302568 571 1738
313332 567 1751
324343 554 1618
335642 556 1575
346976 557 1370
358017 549 1392
368252 524 1184
379986 607 1268
391793 581 1164
402926 569 1046
414150 587 1033
421579 395 648
421579 0 0
431495 484 754
443009 575 856
453434 566 667
464811 662 753
475926 593 776
487215 604 663
498836 615 659
509527 580 563
520704 594 562
531247 579 509
542226 606 544
554803 640 564
566183 628 538
577939 608 479
590082 600 502
602154 602 485
612869 521 391
623772 562 373
635147 641 414
646794 598 407
658164 595 413
669524 594 361
680978 604 364
692887 617 343
703755 560 341
715169 602 304
726616 605 311
738408 648 335
750140 592 322
761647 589 289
773842 625 307
785331 598 263
795620 551 231
807159 598 278
818729 617 288
830480 582 315
841824 591 274
853281 565 267
864483 537 246
875154 537 231
885583 509 230
896402 558 233
907887 636 237
919382 593 230
930316 578 225
941498 565 220
952703 583 225
963790 584 255
975037 603 206
986034 609 201
997199 586 235
1008632 599 201
1019735 567 224
1030975 571 197
1042913 626 198
1054342 619 185
1065980 627 219
1076758 581 191
1088368 588 169
1100318 609 192
1111910 572 179
1123140 536 174
1133742 542 180
1145496 579 196
1156844 553 157
1167928 576 187
1178812 569 161
1190388 617 178
1201581 565 154
1213223 586 176
1224104 555 151
1236427 655 184
1247836 598 151
1259005 582 165
1270161 582 161
1281289 583 135
1291718 539 165
1302848 561 146
1313676 578 130
1325097 616 159
1335764 587 132
1347079 639 149
