5 GB	40 GB	35 GB	30 GB	25 GB	20 GB	15 GB	10 GB	
116.8	108.8	137.6	147.2	108.8	113.6	113.6	89.6	
116.8	107.2	137.6	148.8	107.2	112	113.6	89.6	
116.8	107.2	137.6	147.2	107.2	112	112	88	
116.8	108.8	137.6	147.2	108.8	110.4	115.2	89.6	
116.8	108.8	137.6	147.2	108.8	108.8	115.2	89.6	
116.8	108.8	137.6	147.2	110.4	108.8	115.2	88	
115.2	107.2	137.6	150.4	110.4	108.8	115.2	89.6	
115.2	108.8	137.6	147.2	108.8	110.4	113.6	89.6	
115.2	107.2	139.2	145.6	110.4	110.4	113.6	88	
113.6	108.8	137.6	144	108.8	112	115.2	89.6	
115.2	108.8	137.6	144	110.4	110.4	115.2	89.6	
113.6	107.2	136	147.2	108.8	110.4	115.2	88	
115.2	107.2	134.4	145.6	108.8	108.8	115.2	88	
113.6	107.2	132.8	147.2	110.4	107.2	115.2	88	
113.6	105.6	131.2	147.2	110.4	107.2	112	86.4	
115.2	105.6	132.8	148.8	108.8	108.8	112	86.4	
115.2	107.2	134.4	148.8	108.8	110.4	113.6	86.4	
115.2	107.2	132.8	147.2	110.4	110.4	113.6	86.4	
115.2	108.8	134.4	145.6	108.8	112	112	84.8	
113.6	110.4	134.4	144	110.4	112	113.6	86.4	
115.2	108.8	134.4	147.2	112	113.6	110.4	86.4	
116.8	110.4	134.4	145.6	113.6	115.2	110.4	86.4	
115.2	110.4	136	145.6	113.6	116.8	110.4	88	
116.8	110.4	134.4	145.6	113.6	116.8	107.2	86.4	
115.2	112	136	145.6	115.2	118.4	110.4	86.4	
115.2	110.4	134.4	147.2	113.6	116.8	110.4	88	
115.2	110.4	134.4	145.6	113.6	115.2	110.4	88	
115.2	110.4	134.4	145.6	113.6	113.6	112	88	
115.2	110.4	132.8	147.2	112	113.6	112	89.6	
116.8	110.4	132.8	148.8	113.6	113.6	112	89.6	
115.2	112	132.8	148.8	113.6	113.6	113.6	88	
116.8	113.6	132.8	147.2	113.6	112	112	88	
115.2	112	134.4	148.8	113.6	112	112	88	
116.8	112	134.4	147.2	112	113.6	110.4	86.4	
116.8	113.6	134.4	145.6	112	113.6	112	88	
116.8	113.6	132.8	145.6	113.6	113.6	113.6	88	
115.2	113.6	131.2	147.2	115.2	110.4	113.6	86.4	
116.8	113.6	132.8	148.8	113.6	110.4	113.6	86.4	
115.2	112	132.8	150.4	115.2	110.4	115.2	88	
115.2	110.4	132.8	150.4	115.2	110.4	113.6	88	
113.6	110.4	134.4	147.2	115.2	107.2	113.6	86.4	
112	110.4	134.4	148.8	113.6	105.6	112	86.4	
112	110.4	134.4	148.8	115.2	105.6	113.6	86.4	
112	110.4	136	147.2	115.2	105.6	113.6	88	
112	108.8	136	147.2	113.6	104	110.4	86.4	
110.4	108.8	139.2	145.6	115.2	104	112	86.4	
112	110.4	139.2	145.6	115.2	105.6	112	84.8	
110.4	108.8	140.8	147.2	116.8	105.6	112	84.8	
110.4	108.8	142.4	145.6	116.8	107.2	112	84.8	
108.8	108.8	144	142.4	118.4	105.6	110.4	84.8	
108.8	108.8	144	142.4	118.4	105.6	110.4	84.8	
108.8	108.8	144	142.4	118.4	107.2	112	86.4	
108.8	108.8	142.4	139.2	118.4	107.2	113.6	86.4	
107.2	110.4	144	140.8	118.4	105.6	113.6	88	
107.2	108.8	145.6	140.8	118.4	105.6	113.6	86.4	
107.2	108.8	145.6	139.2	116.8	104	112	86.4	
108.8	108.8	144	139.2	116.8	104	113.6	88	
108.8	107.2	144	134.4	116.8	104	113.6	86.4	
110.4	107.2	145.6	136	116.8	102.4	112	86.4	
112	108.8	145.6	136	115.2	104	112	86.4	
113.6	108.8	144	137.6	115.2	105.6	112	86.4	
113.6	107.2	144	136	115.2	105.6	112	86.4	
115.2	107.2	144	136	115.2	104	112	86.4	
115.2	105.6	142.4	136	113.6	104	113.6	86.4	
116.8	105.6	142.4	134.4	113.6	104	115.2	88	
116.8	107.2	140.8	136	113.6	105.6	113.6	86.4	
116.8	105.6	139.2	134.4	113.6	104	112	88	
116.8	105.6	139.2	134.4	112	104	110.4	88	
115.2	108.8	139.2	136	112	102.4	112	88	
115.2	107.2	136	136	110.4	104	113.6	88	
116.8	105.6	137.6	137.6	108.8	104	112	89.6	
116.8	104	137.6	136	108.8	102.4	110.4	89.6	
116.8	104	137.6	139.2	107.2	102.4	108.8	89.6	
116.8	104	136	136	108.8	104	108.8	89.6	
115.2	105.6	132.8	137.6	108.8	105.6	108.8	91.2	
115.2	107.2	134.4	139.2	110.4	105.6	108.8	89.6	
115.2	108.8	136	137.6	108.8	107.2	107.2	89.6	
113.6	108.8	134.4	142.4	108.8	108.8	108.8	91.2	
113.6	108.8	132.8	140.8	107.2	108.8	108.8	91.2	
113.6	107.2	132.8	142.4	107.2	107.2	108.8	91.2	
112	108.8	132.8	140.8	107.2	107.2	108.8	92.8	
112	108.8	132.8	142.4	107.2	107.2	108.8	92.8	
110.4	110.4	131.2	142.4	105.6	108.8	108.8	91.2	
110.4	110.4	132.8	144	105.6	108.8	107.2	91.2	
110.4	112	132.8	145.6	105.6	108.8	105.6	91.2	
110.4	112	132.8	144	105.6	108.8	105.6	91.2	
110.4	112	134.4	144	105.6	108.8	107.2	91.2	
112	113.6	132.8	144	105.6	110.4	107.2	91.2	
113.6	110.4	132.8	144	105.6	112	107.2	91.2	
115.2	110.4	136	145.6	104	113.6	105.6	89.6	
115.2	110.4	134.4	145.6	104	113.6	107.2	91.2	
115.2	112	136	145.6	105.6	113.6	107.2	91.2	
115.2	113.6	137.6	145.6	107.2	115.2	107.2	89.6	
115.2	113.6	137.6	147.2	105.6	115.2	107.2	89.6	
116.8	113.6	140.8	145.6	105.6	113.6	107.2	89.6	
116.8	112	139.2	145.6	105.6	113.6	107.2	91.2	
116.8	112	140.8	145.6	105.6	113.6	107.2	91.2	
116.8	113.6	140.8	145.6	107.2	113.6	105.6	89.6	
115.2	113.6	140.8	145.6	108.8	115.2	105.6	89.6	
113.6	115.2	140.8	145.6	108.8	115.2	105.6	89.6	
115.2	113.6	140.8	147.2	107.2	113.6	108.8	88	
116.8	112	142.4	145.6	108.8	113.6	108.8	88	
118.4	113.6	144	147.2	108.8	113.6	107.2	89.6	
118.4	115.2	145.6	148.8	110.4	113.6	108.8	89.6	
118.4	113.6	144	147.2	112	113.6	108.8	89.6	
118.4	112	144	148.8	112	113.6	107.2	91.2	
116.8	112	145.6	150.4	110.4	115.2	107.2	91.2	
116.8	112	145.6	150.4	110.4	113.6	107.2	91.2	
115.2	112	145.6	150.4	112	113.6	107.2	89.6	
115.2	113.6	147.2	152	112	110.4	108.8	91.2	
115.2	113.6	148.8	150.4	113.6	110.4	108.8	89.6	
115.2	113.6	147.2	150.4	113.6	112	108.8	89.6	
115.2	112	147.2	148.8	113.6	110.4	108.8	89.6	
115.2	112	147.2	150.4	113.6	110.4	108.8	89.6	
116.8	110.4	147.2	152	115.2	112	107.2	89.6	
115.2	110.4	150.4	152	115.2	112	107.2	89.6	
115.2	110.4	148.8	153.6	116.8	110.4	105.6	89.6	
116.8	108.8	147.2	153.6	115.2	110.4	107.2	91.2	
118.4	110.4	150.4	152	115.2	110.4	107.2	91.2	
120	108.8	153.6	152	116.8	110.4	107.2	91.2	
120	110.4	155.2	152	120	110.4	104	91.2	
120	112	155.2	152	118.4	112	105.6	91.2	
118.4	110.4	153.6	152	118.4	110.4	105.6	91.2	
118.4	110.4	153.6	148.8	118.4	112	104	89.6	
118.4	110.4	155.2	152	116.8	112	105.6	89.6	
118.4	110.4	156.8	152	115.2	110.4	108.8	89.6	
120	112	156.8	152	116.8	108.8	107.2	88	
120	112	158.4	150.4	116.8	108.8	108.8	88	
120	112	158.4	152	115.2	107.2	108.8	89.6	
118.4	113.6	158.4	150.4	116.8	107.2	107.2	89.6	
116.8	115.2	158.4	152	115.2	108.8	105.6	89.6	
115.2	113.6	160	153.6	115.2	107.2	107.2	88	
116.8	115.2	160	155.2	115.2	108.8	107.2	91.2	
118.4	113.6	161.6	155.2	115.2	108.8	108.8	89.6	
116.8	115.2	161.6	155.2	115.2	108.8	108.8	91.2	
116.8	115.2	161.6	155.2	113.6	108.8	108.8	89.6	
116.8	118.4	163.2	155.2	113.6	108.8	108.8	89.6	
116.8	118.4	168	155.2	115.2	108.8	108.8	89.6	
115.2	118.4	168	156.8	113.6	108.8	108.8	89.6	
113.6	118.4	164.8	156.8	113.6	108.8	108.8	89.6	
113.6	118.4	164.8	156.8	112	108.8	108.8	89.6	
113.6	118.4	163.2	158.4	112	107.2	107.2	89.6	
113.6	118.4	164.8	158.4	113.6	107.2	108.8	89.6	
115.2	116.8	163.2	160	112	107.2	108.8	91.2	
115.2	118.4	163.2	160	112	107.2	107.2	89.6	
116.8	120	163.2	160	113.6	108.8	107.2	89.6	
115.2	120	163.2	160	112	108.8	107.2	91.2	
116.8	120	161.6	161.6	112	110.4	107.2	91.2	
116.8	120	160	160	113.6	110.4	105.6	91.2	
116.8	118.4	158.4	161.6	113.6	110.4	105.6	89.6	
116.8	116.8	160	161.6	113.6	108.8	107.2	89.6	
118.4	116.8	160	161.6	112	108.8	105.6	91.2	
116.8	116.8	160	163.2	110.4	108.8	105.6	89.6	
116.8	118.4	160	163.2	110.4	108.8	104	91.2	
116.8	116.8	161.6	163.2	110.4	107.2	104	89.6	
116.8	118.4	160	164.8	110.4	108.8	105.6	89.6	
116.8	116.8	161.6	166.4	110.4	108.8	105.6	89.6	
116.8	116.8	160	166.4	110.4	107.2	105.6	89.6	
118.4	115.2	160	164.8	110.4	105.6	105.6	89.6	
120	115.2	161.6	164.8	108.8	105.6	105.6	89.6	
118.4	115.2	163.2	166.4	110.4	105.6	105.6	91.2	
118.4	116.8	164.8	166.4	110.4	105.6	105.6	89.6	
118.4	115.2	164.8	166.4	108.8	105.6	105.6	89.6	
118.4	116.8	164.8	166.4	110.4	105.6	107.2	89.6	
116.8	115.2	166.4	164.8	112	107.2	107.2	91.2	
113.6	115.2	168	166.4	113.6	105.6	105.6	89.6	
115.2	115.2	168	166.4	113.6	105.6	105.6	89.6	
113.6	113.6	168	166.4	115.2	104	104	89.6	
113.6	115.2	169.6	166.4	115.2	105.6	104	89.6	
115.2	113.6	169.6	166.4	115.2	105.6	105.6	89.6	
116.8	115.2	168	168	116.8	105.6	104	89.6	
115.2	116.8	168	168	116.8	107.2	104	88	
118.4	116.8	169.6	168	116.8	105.6	105.6	88	
118.4	115.2	168	166.4	116.8	104	107.2	88	
116.8	116.8	168	168	118.4	105.6	108.8	86.4	
118.4	116.8	168	166.4	118.4	104	107.2	88	
118.4	115.2	164.8	164.8	118.4	105.6	108.8	88	
118.4	116.8	166.4	166.4	116.8	107.2	107.2	86.4	
116.8	116.8	164.8	168	118.4	107.2	108.8	86.4	
115.2	118.4	164.8	168	120	108.8	108.8	86.4	
118.4	120	163.2	168	116.8	108.8	108.8	86.4	
116.8	120	161.6	168	118.4	108.8	108.8	86.4	
116.8	121.6	163.2	168	120	108.8	107.2	86.4	
115.2	120	161.6	169.6	120	107.2	105.6	86.4	
116.8	120	161.6	168	120	107.2	105.6	86.4	
120	121.6	160	168	118.4	108.8	105.6	86.4	
120	121.6	161.6	168	120	108.8	107.2	86.4	
118.4	120	163.2	168	118.4	110.4	107.2	86.4	
118.4	121.6	161.6	168	120	112	107.2	84.8	
116.8	123.2	163.2	169.6	120	112	107.2	86.4	
115.2	123.2	164.8	168	118.4	113.6	107.2	84.8	
116.8	123.2	164.8	168	120	113.6	107.2	86.4	
113.6	123.2	163.2	164.8	121.6	113.6	105.6	86.4	
113.6	126.4	166.4	168	123.2	113.6	104	84.8	
115.2	124.8	164.8	166.4	120	112	104	86.4	
115.2	123.2	166.4	168	121.6	112	104	86.4	
115.2	121.6	168	168	123.2	112	105.6	86.4	
113.6	121.6	168	168	124.8	110.4	105.6	86.4	
115.2	123.2	166.4	168	123.2	112	105.6	86.4	
115.2	121.6	168	168	123.2	110.4	104	86.4	
113.6	120	168	166.4	124.8	112	105.6	84.8	
113.6	120	169.6	168	124.8	112	105.6	86.4	
115.2	120	168	168	124.8	112	107.2	86.4	
115.2	121.6	171.2	166.4	124.8	112	107.2	84.8	
113.6	123.2	171.2	169.6	124.8	110.4	107.2	84.8	
113.6	121.6	171.2	168	123.2	110.4	108.8	84.8	
113.6	120	169.6	168	123.2	110.4	105.6	83.2	
113.6	123.2	171.2	168	124.8	110.4	107.2	84.8	
116.8	121.6	172.8	169.6	123.2	107.2	108.8	84.8	
116.8	121.6	172.8	168	121.6	107.2	107.2	84.8	
116.8	123.2	171.2	168	123.2	105.6	107.2	86.4	
116.8	123.2	172.8	169.6	123.2	104	108.8	84.8	
118.4	123.2	171.2	171.2	121.6	105.6	108.8	84.8	
116.8	121.6	169.6	169.6	121.6	105.6	110.4	84.8	
115.2	123.2	168	169.6	123.2	105.6	108.8	84.8	
115.2	123.2	166.4	168	123.2	107.2	108.8	84.8	
115.2	124.8	164.8	168	121.6	105.6	107.2	83.2	
116.8	124.8	163.2	168	120	107.2	107.2	84.8	
116.8	124.8	161.6	166.4	121.6	105.6	105.6	84.8	
118.4	126.4	158.4	164.8	121.6	105.6	108.8	83.2	
116.8	126.4	155.2	164.8	120	104	107.2	83.2	
118.4	124.8	155.2	161.6	120	104	107.2	83.2	
116.8	126.4	152	161.6	120	104	107.2	83.2	
116.8	126.4	?	161.6	120	104	110.4	83.2	
116.8	126.4	?	155.2	120	104	112	83.2	
118.4	129.6	?	152	120	102.4	110.4	84.8	
118.4	131.2	?	152	120	100.8	113.6	86.4	
120	131.2	?	147.2	120	100.8	112	83.2	
118.4	131.2	?	142.4	120	100.8	110.4	84.8	
120	131.2	?	139.2	121.6	100.8	112	84.8	
120	129.6	?	?	120	102.4	112	84.8	
118.4	128	?	?	120	102.4	112	84.8	
116.8	129.6	?	?	121.6	100.8	112	84.8	
118.4	128	?	?	121.6	100.8	112	86.4	
120	128	?	?	121.6	100.8	112	86.4	
118.4	131.2	?	?	123.2	99.2	113.6	84.8	
120	129.6	?	?	124.8	99.2	112	86.4	
118.4	129.6	?	?	126.4	97.6	112	86.4	
118.4	129.6	?	?	126.4	97.6	113.6	84.8	
118.4	131.2	?	?	126.4	99.2	113.6	86.4	
120	131.2	?	?	128	99.2	115.2	86.4	
121.6	132.8	?	?	126.4	100.8	115.2	86.4	
123.2	132.8	?	?	128	99.2	113.6	86.4	
123.2	131.2	?	?	128	102.4	112	88	
126.4	132.8	?	?	128	102.4	110.4	86.4	
126.4	129.6	?	?	132.8	102.4	112	86.4	
126.4	131.2	?	?	134.4	105.6	110.4	86.4	
126.4	131.2	?	?	134.4	104	112	86.4	
126.4	132.8	?	?	134.4	104	113.6	86.4	
126.4	132.8	?	?	134.4	104	112	86.4	
128	134.4	?	?	134.4	104	113.6	84.8	
129.6	136	?	?	134.4	104	113.6	86.4	
131.2	136	?	?	136	105.6	115.2	86.4	
131.2	137.6	?	?	136	105.6	115.2	86.4	
132.8	139.2	?	?	136	107.2	115.2	86.4	
136	140.8	?	?	132.8	107.2	115.2	86.4	
134.4	142.4	?	?	131.2	108.8	116.8	86.4	
137.6	144	?	?	132.8	108.8	116.8	86.4	
139.2	144	?	?	132.8	110.4	115.2	88	
139.2	144	?	?	132.8	108.8	113.6	86.4	
139.2	145.6	?	?	134.4	110.4	113.6	88	
137.6	147.2	?	?	136	110.4	115.2	86.4	
137.6	145.6	?	?	134.4	112	115.2	86.4	
136	148.8	?	?	134.4	110.4	113.6	86.4	
134.4	147.2	?	?	134.4	110.4	115.2	86.4	
132.8	147.2	?	?	131.2	112	113.6	86.4	
132.8	148.8	?	?	129.6	112	115.2	86.4	
131.2	148.8	?	?	131.2	112	113.6	86.4	
132.8	150.4	?	?	131.2	113.6	113.6	86.4	
134.4	152	?	?	131.2	113.6	113.6	84.8	
134.4	153.6	?	?	134.4	112	113.6	86.4	
134.4	155.2	?	?	134.4	113.6	113.6	86.4	
132.8	155.2	?	?	134.4	113.6	112	86.4	
134.4	156.8	?	?	134.4	115.2	112	84.8	
134.4	156.8	?	?	136	113.6	113.6	84.8	
132.8	155.2	?	?	139.2	115.2	113.6	86.4	
132.8	156.8	?	?	140.8	113.6	113.6	86.4	
131.2	158.4	?	?	140.8	115.2	113.6	84.8	
129.6	160	?	?	142.4	113.6	115.2	84.8	
128	161.6	?	?	144	113.6	116.8	84.8	
129.6	161.6	?	?	145.6	113.6	115.2	84.8	
129.6	163.2	?	?	148.8	112	113.6	88	
129.6	163.2	?	?	150.4	112	115.2	88	
131.2	164.8	?	?	152	112	116.8	86.4	
132.8	168	?	?	153.6	112	116.8	88	
134.4	169.6	?	?	156.8	110.4	116.8	88	
134.4	168	?	?	158.4	108.8	116.8	88	
136	171.2	?	?	158.4	110.4	118.4	89.6	
136	171.2	?	?	161.6	108.8	118.4	89.6	
134.4	172.8	?	?	161.6	110.4	120	91.2	
136	169.6	?	?	163.2	110.4	118.4	89.6	
137.6	169.6	?	?	164.8	110.4	118.4	91.2	
139.2	169.6	?	?	166.4	108.8	120	89.6	
136	171.2	?	?	168	107.2	118.4	91.2	
134.4	169.6	?	?	168	108.8	118.4	91.2	
136	168	?	?	169.6	108.8	118.4	89.6	
137.6	164.8	?	?	169.6	110.4	116.8	89.6	
139.2	163.2	?	?	169.6	108.8	118.4	91.2	
139.2	161.6	?	?	169.6	108.8	116.8	91.2	
142.4	156.8	?	?	169.6	110.4	116.8	92.8	
142.4	153.6	?	?	169.6	110.4	116.8	91.2	
144	148.8	?	?	169.6	110.4	118.4	89.6	
144	145.6	?	?	169.6	112	118.4	89.6	
145.6	?	?	?	171.2	112	116.8	91.2	
145.6	?	?	?	171.2	113.6	116.8	89.6	
145.6	?	?	?	171.2	115.2	118.4	89.6	
145.6	?	?	?	172.8	115.2	116.8	89.6	
147.2	?	?	?	172.8	115.2	116.8	89.6	
147.2	?	?	?	171.2	116.8	116.8	88	
148.8	?	?	?	168	116.8	116.8	88	
148.8	?	?	?	166.4	120	118.4	89.6	
147.2	?	?	?	168	118.4	118.4	86.4	
148.8	?	?	?	168	118.4	118.4	88	
150.4	?	?	?	166.4	120	120	88	
152	?	?	?	164.8	118.4	120	88	
150.4	?	?	?	161.6	116.8	120	89.6	
150.4	?	?	?	160	116.8	121.6	89.6	
150.4	?	?	?	158.4	118.4	121.6	89.6	
152	?	?	?	156.8	118.4	123.2	88	
153.6	?	?	?	?	118.4	121.6	88	
153.6	?	?	?	?	120	123.2	89.6	
153.6	?	?	?	?	120	121.6	88	
153.6	?	?	?	?	118.4	123.2	88	
152	?	?	?	?	118.4	123.2	86.4	
152	?	?	?	?	118.4	121.6	88	
153.6	?	?	?	?	116.8	121.6	88	
155.2	?	?	?	?	118.4	128	88	
153.6	?	?	?	?	118.4	126.4	86.4	
153.6	?	?	?	?	118.4	124.8	88	
153.6	?	?	?	?	118.4	124.8	88	
153.6	?	?	?	?	116.8	123.2	88	
155.2	?	?	?	?	116.8	123.2	88	
155.2	?	?	?	?	118.4	123.2	88	
158.4	?	?	?	?	118.4	123.2	89.6	
160	?	?	?	?	120	123.2	89.6	
161.6	?	?	?	?	120	123.2	88	
163.2	?	?	?	?	120	123.2	88	
163.2	?	?	?	?	120	121.6	88	
164.8	?	?	?	?	121.6	121.6	88	
163.2	?	?	?	?	121.6	123.2	88	
163.2	?	?	?	?	118.4	123.2	88	
166.4	?	?	?	?	118.4	124.8	88	
168	?	?	?	?	120	123.2	88	
169.6	?	?	?	?	118.4	123.2	89.6	
169.6	?	?	?	?	118.4	124.8	88	
169.6	?	?	?	?	120	124.8	88	
171.2	?	?	?	?	118.4	118.4	88	
174.4	?	?	?	?	118.4	120	89.6	
174.4	?	?	?	?	120	121.6	89.6	
174.4	?	?	?	?	120	121.6	88	
176	?	?	?	?	120	121.6	88	
177.6	?	?	?	?	121.6	121.6	89.6	
180.8	?	?	?	?	121.6	121.6	89.6	
180.8	?	?	?	?	120	121.6	88	
180.8	?	?	?	?	118.4	120	88	
182.4	?	?	?	?	120	120	89.6	
184	?	?	?	?	120	121.6	89.6	
184	?	?	?	?	118.4	124.8	88	
184	?	?	?	?	118.4	123.2	89.6	
185.6	?	?	?	?	116.8	123.2	89.6	
188.8	?	?	?	?	118.4	123.2	91.2	
185.6	?	?	?	?	120	123.2	92.8	
188.8	?	?	?	?	120	124.8	91.2	
190.4	?	?	?	?	121.6	126.4	92.8	
192	?	?	?	?	121.6	126.4	92.8	
192	?	?	?	?	121.6	128	94.4	
192	?	?	?	?	123.2	129.6	94.4	
193.6	?	?	?	?	123.2	131.2	92.8	
193.6	?	?	?	?	121.6	131.2	92.8	
195.2	?	?	?	?	121.6	132.8	92.8	
195.2	?	?	?	?	121.6	134.4	92.8	
195.2	?	?	?	?	120	134.4	92.8	
193.6	?	?	?	?	120	134.4	92.8	
195.2	?	?	?	?	120	134.4	91.2	
192	?	?	?	?	121.6	134.4	91.2	
193.6	?	?	?	?	120	132.8	91.2	
192	?	?	?	?	120	132.8	91.2	
192	?	?	?	?	123.2	131.2	92.8	
192	?	?	?	?	121.6	132.8	92.8	
188.8	?	?	?	?	121.6	132.8	92.8	
185.6	?	?	?	?	121.6	132.8	91.2	
184	?	?	?	?	121.6	134.4	91.2	
182.4	?	?	?	?	121.6	132.8	91.2	
179.2	?	?	?	?	120	132.8	89.6	
?	?	?	?	?	120	132.8	91.2	
?	?	?	?	?	118.4	131.2	89.6	
?	?	?	?	?	120	131.2	88	
?	?	?	?	?	118.4	131.2	89.6	
?	?	?	?	?	118.4	131.2	89.6	
?	?	?	?	?	118.4	131.2	89.6	
?	?	?	?	?	118.4	129.6	89.6	
?	?	?	?	?	120	131.2	89.6	
?	?	?	?	?	120	134.4	89.6	
?	?	?	?	?	121.6	137.6	91.2	
?	?	?	?	?	120	140.8	91.2	
?	?	?	?	?	121.6	144	91.2	
?	?	?	?	?	120	142.4	91.2	
?	?	?	?	?	118.4	142.4	89.6	
?	?	?	?	?	120	144	89.6	
?	?	?	?	?	121.6	142.4	89.6	
?	?	?	?	?	121.6	144	89.6	
?	?	?	?	?	121.6	144	89.6	
?	?	?	?	?	121.6	145.6	89.6	
?	?	?	?	?	121.6	145.6	89.6	
?	?	?	?	?	121.6	147.2	89.6	
?	?	?	?	?	123.2	147.2	89.6	
?	?	?	?	?	121.6	148.8	91.2	
?	?	?	?	?	123.2	147.2	91.2	
?	?	?	?	?	123.2	148.8	91.2	
?	?	?	?	?	123.2	147.2	94.4	
?	?	?	?	?	123.2	150.4	94.4	
?	?	?	?	?	123.2	150.4	94.4	
?	?	?	?	?	124.8	147.2	94.4	
?	?	?	?	?	124.8	147.2	92.8	
?	?	?	?	?	126.4	147.2	92.8	
?	?	?	?	?	126.4	145.6	92.8	
?	?	?	?	?	128	147.2	92.8	
?	?	?	?	?	128	148.8	92.8	
?	?	?	?	?	129.6	147.2	92.8	
?	?	?	?	?	129.6	150.4	92.8	
?	?	?	?	?	128	150.4	92.8	
?	?	?	?	?	128	148.8	92.8	
?	?	?	?	?	129.6	148.8	94.4	
?	?	?	?	?	129.6	152	92.8	
?	?	?	?	?	129.6	152	92.8	
?	?	?	?	?	129.6	155.2	92.8	
?	?	?	?	?	128	155.2	92.8	
?	?	?	?	?	129.6	158.4	92.8	
?	?	?	?	?	128	158.4	92.8	
?	?	?	?	?	128	161.6	91.2	
?	?	?	?	?	126.4	163.2	91.2	
?	?	?	?	?	128	164.8	91.2	
?	?	?	?	?	126.4	168	91.2	
?	?	?	?	?	126.4	164.8	92.8	
?	?	?	?	?	126.4	166.4	92.8	
?	?	?	?	?	126.4	168	92.8	
?	?	?	?	?	126.4	169.6	92.8	
?	?	?	?	?	126.4	171.2	94.4	
?	?	?	?	?	124.8	174.4	96	
?	?	?	?	?	124.8	176	94.4	
?	?	?	?	?	126.4	177.6	94.4	
?	?	?	?	?	126.4	179.2	94.4	
?	?	?	?	?	126.4	180.8	94.4	
?	?	?	?	?	129.6	179.2	96	
?	?	?	?	?	131.2	180.8	96	
?	?	?	?	?	131.2	180.8	94.4	
?	?	?	?	?	134.4	179.2	94.4	
?	?	?	?	?	132.8	179.2	94.4	
?	?	?	?	?	134.4	179.2	94.4	
?	?	?	?	?	136	179.2	96	
?	?	?	?	?	137.6	179.2	96	
?	?	?	?	?	137.6	179.2	96	
?	?	?	?	?	139.2	177.6	96	
?	?	?	?	?	140.8	179.2	96	
?	?	?	?	?	142.4	179.2	96	
?	?	?	?	?	142.4	180.8	96	
?	?	?	?	?	144	180.8	96	
?	?	?	?	?	144	180.8	96	
?	?	?	?	?	145.6	179.2	92.8	
?	?	?	?	?	147.2	179.2	94.4	
?	?	?	?	?	147.2	179.2	96	
?	?	?	?	?	148.8	177.6	94.4	
?	?	?	?	?	150.4	177.6	94.4	
?	?	?	?	?	150.4	177.6	94.4	
?	?	?	?	?	150.4	176	94.4	
?	?	?	?	?	150.4	176	96	
?	?	?	?	?	148.8	174.4	96	
?	?	?	?	?	148.8	171.2	96	
?	?	?	?	?	152	168	96	
?	?	?	?	?	152	166.4	94.4	
?	?	?	?	?	153.6	163.2	96	
?	?	?	?	?	153.6	160	96	
?	?	?	?	?	153.6	160	96	
?	?	?	?	?	153.6	161.6	96	
?	?	?	?	?	153.6	158.4	96	
?	?	?	?	?	155.2	153.6	96	
?	?	?	?	?	153.6	?	94.4	
?	?	?	?	?	155.2	?	94.4	
?	?	?	?	?	156.8	?	96	
?	?	?	?	?	156.8	?	96	
?	?	?	?	?	158.4	?	94.4	
?	?	?	?	?	158.4	?	96	
?	?	?	?	?	158.4	?	96	
?	?	?	?	?	160	?	96	
?	?	?	?	?	160	?	94.4	
?	?	?	?	?	163.2	?	94.4	
?	?	?	?	?	166.4	?	94.4	
?	?	?	?	?	168	?	94.4	
?	?	?	?	?	166.4	?	96	
?	?	?	?	?	166.4	?	96	
?	?	?	?	?	166.4	?	94.4	
?	?	?	?	?	169.6	?	94.4	
?	?	?	?	?	169.6	?	94.4	
?	?	?	?	?	169.6	?	94.4	
?	?	?	?	?	169.6	?	94.4	
?	?	?	?	?	169.6	?	92.8	
?	?	?	?	?	172.8	?	96	
?	?	?	?	?	174.4	?	96	
?	?	?	?	?	174.4	?	96	
?	?	?	?	?	176	?	96	
?	?	?	?	?	176	?	96	
?	?	?	?	?	176	?	96	
?	?	?	?	?	177.6	?	96	
?	?	?	?	?	176	?	96	
?	?	?	?	?	176	?	97.6	
?	?	?	?	?	176	?	97.6	
?	?	?	?	?	176	?	97.6	
?	?	?	?	?	174.4	?	97.6	
?	?	?	?	?	171.2	?	96	
?	?	?	?	?	171.2	?	96	
?	?	?	?	?	171.2	?	96	
?	?	?	?	?	164.8	?	96	
?	?	?	?	?	161.6	?	97.6	
?	?	?	?	?	161.6	?	97.6	
?	?	?	?	?	156.8	?	97.6	
?	?	?	?	?	152	?	99.2	
?	?	?	?	?	145.6	?	97.6	
?	?	?	?	?	?	?	97.6	
?	?	?	?	?	?	?	97.6	
?	?	?	?	?	?	?	97.6	
?	?	?	?	?	?	?	97.6	
?	?	?	?	?	?	?	97.6	
?	?	?	?	?	?	?	97.6	
?	?	?	?	?	?	?	97.6	
?	?	?	?	?	?	?	97.6	
?	?	?	?	?	?	?	97.6	
?	?	?	?	?	?	?	99.2	
?	?	?	?	?	?	?	97.6	
?	?	?	?	?	?	?	99.2	
?	?	?	?	?	?	?	100.8	
?	?	?	?	?	?	?	100.8	
?	?	?	?	?	?	?	100.8	
?	?	?	?	?	?	?	99.2	
?	?	?	?	?	?	?	99.2	
?	?	?	?	?	?	?	99.2	
?	?	?	?	?	?	?	99.2	
?	?	?	?	?	?	?	99.2	
?	?	?	?	?	?	?	99.2	
?	?	?	?	?	?	?	100.8	
