0 restore_end page_write
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 4
1250 0 21467
2258 625 11522
2668 195 4652
3631 419 7938
6271 734 17042
8448 418 11257
12591 636 19128
15893 512 13390
18755 392 10429
24114 690 17658
27552 393 10028
30560 319 7846
36013 509 12889
41025 424 11209
46634 450 10672
54423 42 13301
61064 45 10262
67788 464 9001
74576 485 8661
82093 509 8626
88418 434 6762
96012 515 7617
104874 572 7772
110085 323 4171
115137 322 4063
123619 513 6345
129837 381 4400
138091 526 5342
147524 578 5497
154804 451 4178
162480 456 4010
172406 591 4792
178444 387 2904
188441 593 4397
196063 457 2957
205265 543 3482
213821 499 2864
224343 604 3195
234298 571 3001
243109 501 2303
252545 564 2366
263507 620 2491
273323 558 2150
281184 441 1558
290572 521 1582
298394 446 1407
308666 578 1633
320189 608 1803
331155 573 1634
341073 539 1351
351309 538 1302
362458 561 1349
374095 593 1351
385515 590 1149
393216 406 710
401245 432 781
411146 569 881
421198 566 877
431398 559 751
443076 623 872
454950 645 839
465518 578 761
476530 632 715
484047 442 455
494908 607 574
503635 486 481
514638 583 612
524732 549 550
535492 579 500
546628 621 523
558009 633 531
569390 595 508
581310 660 486
592899 609 461
603872 566 438
614352 526 400
624705 557 406
632275 399 262
640923 457 326
649204 482 289
658038 473 291
665560 406 261
677458 645 396
686931 498 312
695512 462 237
704958 495 274
714576 568 287
724273 539 296
733851 503 269
745703 613 305
755420 528 283
765713 543 295
776011 590 244
786355 582 250
795100 505 222
804262 530 224
816284 641 255
823188 367 143
834130 579 262
845962 639 284
857850 639 241
868811 584 249
879126 545 236
889292 519 223
897988 437 178
905879 405 137
918282 618 221
930260 654 245
937456 388 149
947911 580 207
952910 291 110
961214 471 165
972980 630 233
984323 599 205
995055 563 198
1006211 609 198
1017158 592 209
1024736 441 158
1033333 487 149
1044552 618 213
1056460 628 210
1068562 645 213
1079645 601 173
1088377 480 136
1099146 606 163
1107485 468 156
1118257 570 153
1127582 474 192
1137660 503 161
1148243 548 148
1156088 416 135
