0 restore_end page_write
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
176 0 4064
1938 108 25641
3867 998 16230
6440 662 16305
9215 615 13824
11995 495 13154
16011 664 16372
20706 671 16926
26235 665 16960
32792 671 17367
39692 652 16014
47943 708 15715
55262 592 12754
63056 607 11174
71151 381 10838
79722 0 9993
88664 495 9849
97586 583 8779
106635 588 7998
115708 578 7469
125400 590 7398
134957 607 6141
144528 565 6009
154461 571 5633
163536 549 4531
173304 567 4747
183128 557 4415
193072 560 3998
202539 533 3579
212029 516 3329
221930 536 3139
232185 547 2855
241933 529 2644
251442 514 2321
261379 534 2387
271623 547 2305
281490 533 1951
291171 541 1923
300184 569 1649
311540 622 1888
322753 560 1784
334189 569 1631
345120 546 1471
356444 574 1371
366985 566 1322
378330 594 1229
389978 593 1112
402152 642 1162
413913 629 1026
424823 646 859
436046 621 907
447306 617 831
458342 593 784
470206 642 835
477627 1217 456
489729 645 755
500643 598 659
510579 553 557
521616 604 505
533045 668 618
544049 586 500
554443 551 484
564918 547 474
575438 529 451
585843 512 422
595756 481 389
605462 509 361
616381 552 385
626614 558 364
636973 529 378
647069 550 335
657957 574 395
668344 558 372
678775 542 380
688495 501 271
699171 562 334
708948 508 259
718623 486 257
728882 518 293
739344 534 330
749154 529 280
758602 530 274
768890 535 271
779511 558 316
789857 538 250
799616 512 220
809838 541 254
820026 569 234
830466 552 246
840968 510 238
851155 543 243
861907 528 218
871994 499 239
881258 651 188
891669 507 228
902022 532 208
912129 531 226
922254 542 225
932477 552 195
942817 565 207
952641 512 193
962472 507 183
972496 521 215
983595 607 182
993400 545 212
1003578 525 203
1013362 502 169
1023991 549 184
1033842 515 185
1043897 534 198
1053926 563 191
1064338 560 168
1074231 540 150
1084199 513 164
1095016 531 190
1105670 570 192
1115533 525 139
1125692 531 173
1137290 562 167
1148367 547 181
1158522 491 176
1168712 500 171
1178870 524 145
1189349 545 163
1199383 516 161
1209045 523 143
1219750 635 148
1229932 600 144
1239814 498 124
1249866 531 140
1259976 540 149
1270820 561 174
