Linux 3.13.0-68-generic (ds-server2) 	10/19/2016 	_x86_64_	(24 CPU)

01:02:47 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:02:48 AM  all    0.96    0.00    3.33    0.08    0.00    0.00    0.00    0.00    0.00   95.62
01:02:49 AM  all    0.96    0.00    2.33    1.21    0.00    0.04    0.00    0.00    0.00   95.46
01:02:50 AM  all    2.84    0.00    4.10    5.19    0.00    0.00    0.00    0.00    0.00   87.87
01:02:51 AM  all    5.50    0.00   15.13   41.25    0.00    0.13    0.00    0.00    0.00   37.99
01:02:52 AM  all    3.04    0.00    8.32   23.03    0.00    0.17    0.00    0.00    0.00   65.44
01:02:53 AM  all    4.16    0.00    7.73   19.84    0.00    0.09    0.00    0.00    0.00   68.18
01:02:54 AM  all   12.45    0.00    6.33   18.73    0.00    0.21    0.00    0.00    0.00   62.28
01:02:55 AM  all    6.46    0.00    8.01   22.83    0.00    0.17    0.00    0.00    0.00   62.53
01:02:56 AM  all   14.78    0.00    7.88   21.03    0.00    0.09    0.00    0.00    0.00   56.23
01:02:57 AM  all   10.11    0.00    9.77   23.59    0.00    0.21    0.00    0.00    0.00   56.31
01:02:58 AM  all   10.20    0.00    9.17   23.65    0.00    0.13    0.00    0.00    0.00   56.86
01:02:59 AM  all    7.48    0.00    9.62   24.79    0.00    0.21    0.00    0.00    0.00   57.91
01:03:00 AM  all    7.23    0.00    9.08   23.54    0.00    0.26    0.00    0.00    0.00   59.89
01:03:01 AM  all    8.57    0.00    8.91   24.85    0.00    0.17    0.00    0.00    0.00   57.50
01:03:02 AM  all    8.87    0.00    8.32   22.86    0.00    0.21    0.00    0.00    0.00   59.74
01:03:03 AM  all    9.98    0.00    7.58   22.54    0.00    0.26    0.00    0.00    0.00   59.64
01:03:04 AM  all    9.95    0.00    9.06   21.57    0.00    0.26    0.00    0.00    0.00   59.16
01:03:05 AM  all   11.06    0.00    6.83   19.01    0.00    0.26    0.00    0.00    0.00   62.83
01:03:06 AM  all    9.82    0.00    6.72   18.48    0.00    0.26    0.00    0.00    0.00   64.71
01:03:07 AM  all   13.98    0.00    8.82   16.12    0.00    0.17    0.00    0.00    0.00   60.92
01:03:08 AM  all   11.78    0.00    7.91   13.76    0.00    0.13    0.00    0.00    0.00   66.41
01:03:09 AM  all   12.35    0.00    6.84   14.49    0.00    0.13    0.00    0.00    0.00   66.20
01:03:10 AM  all   11.08    0.00    6.35   14.47    0.00    0.17    0.00    0.00    0.00   67.93
01:03:11 AM  all   10.58    0.00    6.31   12.41    0.00    0.09    0.00    0.00    0.00   70.61
01:03:12 AM  all   10.93    0.00    5.55   11.75    0.00    0.17    0.00    0.00    0.00   71.59
01:03:13 AM  all   12.33    0.00    6.64   11.05    0.00    0.17    0.00    0.00    0.00   69.81
01:03:14 AM  all   13.69    0.00    8.07    9.68    0.00    0.08    0.00    0.00    0.00   68.47
01:03:15 AM  all   13.42    0.00    6.35    8.81    0.00    0.17    0.00    0.00    0.00   71.25
01:03:16 AM  all   10.35    0.00    5.41    7.39    0.00    0.09    0.00    0.00    0.00   76.76
01:03:17 AM  all   10.37    0.00    4.93    7.30    0.00    0.04    0.00    0.00    0.00   77.36
01:03:18 AM  all   11.34    0.00    4.89    6.61    0.00    0.09    0.00    0.00    0.00   77.07
01:03:19 AM  all   11.40    0.00    5.18    6.34    0.00    0.13    0.00    0.00    0.00   76.95
01:03:20 AM  all   12.60    0.00    5.53    6.00    0.00    0.04    0.00    0.00    0.00   75.83
01:03:21 AM  all   15.02    0.00    6.66    5.35    0.00    0.34    0.00    0.00    0.00   72.63
01:03:22 AM  all   14.19    0.00    5.95    5.35    0.00    0.25    0.00    0.00    0.00   74.26
01:03:23 AM  all   13.69    0.00    5.71    4.40    0.00    0.08    0.00    0.00    0.00   76.12
01:03:24 AM  all   16.37    0.00    5.57    4.22    0.00    0.04    0.00    0.00    0.00   73.80
01:03:25 AM  all   12.39    0.00    4.81    4.68    0.04    0.09    0.00    0.00    0.00   77.99
01:03:26 AM  all   12.58    0.00    3.77    3.86    0.00    0.13    0.00    0.00    0.00   79.66
01:03:27 AM  all   12.41    0.00    3.40    3.95    0.00    0.08    0.00    0.00    0.00   80.15
01:03:28 AM  all   13.28    0.00    4.95    3.84    0.00    0.13    0.00    0.00    0.00   77.80
01:03:29 AM  all   14.32    0.00    6.24    3.48    0.00    0.04    0.00    0.00    0.00   75.91
01:03:30 AM  all   14.88    0.00    6.42    3.70    0.00    0.13    0.00    0.00    0.00   74.87
01:03:31 AM  all   12.40    0.00    4.25    6.03    0.00    0.13    0.00    0.00    0.00   77.20
01:03:32 AM  all   12.09    0.00    4.24    5.87    0.00    0.09    0.00    0.00    0.00   77.71
01:03:33 AM  all   13.50    0.00    4.29    5.73    0.00    0.08    0.00    0.00    0.00   76.40
01:03:34 AM  all   13.96    0.00    6.28    5.69    0.00    0.13    0.00    0.00    0.00   73.95
01:03:35 AM  all   13.08    0.00    4.50    5.65    0.00    0.08    0.00    0.00    0.00   76.68
01:03:36 AM  all   14.51    0.00    5.53    5.99    0.00    0.21    0.00    0.00    0.00   73.77
01:03:37 AM  all   15.05    0.00    5.55    5.63    0.00    0.04    0.00    0.00    0.00   73.73
01:03:38 AM  all   16.09    0.00    5.72    5.33    0.00    0.13    0.00    0.00    0.00   72.73
01:03:39 AM  all   12.69    0.00    3.11    2.98    0.00    0.04    0.00    0.00    0.00   81.18
01:03:40 AM  all   12.35    0.00    3.61    2.76    0.00    0.04    0.00    0.00    0.00   81.24
01:03:41 AM  all   11.38    0.00    3.61    2.89    0.00    0.04    0.00    0.00    0.00   82.07
01:03:42 AM  all   10.92    0.00    3.20    2.99    0.00    0.04    0.00    0.00    0.00   82.85
01:03:43 AM  all   12.53    0.00    4.25    2.85    0.00    0.00    0.00    0.00    0.00   80.38
01:03:44 AM  all   13.74    0.00    5.23    2.89    0.00    0.04    0.00    0.00    0.00   78.09
01:03:45 AM  all   14.26    0.00    5.08    2.82    0.00    0.09    0.00    0.00    0.00   77.76
01:03:46 AM  all   13.93    0.00    4.72    2.59    0.00    0.08    0.00    0.00    0.00   78.67
01:03:47 AM  all   12.02    0.00    4.67    2.76    0.00    0.08    0.00    0.00    0.00   80.47
01:03:48 AM  all   11.81    0.00    3.92    3.00    0.00    0.04    0.00    0.00    0.00   81.22
01:03:49 AM  all   11.40    0.00    3.33    2.65    0.00    0.04    0.00    0.00    0.00   82.58
01:03:50 AM  all   12.53    0.00    3.64    2.58    0.00    0.08    0.00    0.00    0.00   81.16
01:03:51 AM  all   14.23    0.00    3.65    2.81    0.00    0.04    0.00    0.00    0.00   79.27
01:03:52 AM  all   15.33    0.00    6.62    3.31    0.00    0.08    0.00    0.00    0.00   74.65
