Linux 3.13.0-68-generic (ds-server2) 	10/18/2016 	_x86_64_	(24 CPU)

12:46:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:46:51 AM  all    1.17    0.00    4.33    0.00    0.00    0.04    0.00    0.00    0.00   94.46
12:46:52 AM  all    0.50    0.00    2.96    1.04    0.00    0.00    0.00    0.00    0.00   95.49
12:46:53 AM  all    0.17    0.00    4.42    0.00    0.00    0.00    0.00    0.00    0.00   95.41
12:46:54 AM  all    0.13    0.00    4.59    3.09    0.00    0.00    0.00    0.00    0.00   92.20
12:46:55 AM  all    1.72    0.00    3.39    4.11    0.00    0.04    0.00    0.00    0.00   90.74
12:46:56 AM  all    4.07    0.00   15.93   41.93    0.00    0.21    0.00    0.00    0.00   37.87
12:46:57 AM  all   15.58    0.00    8.66   26.19    0.00    0.17    0.00    0.00    0.00   49.41
12:46:58 AM  all    6.96    0.00    6.06   20.37    0.00    0.21    0.00    0.00    0.00   66.39
12:46:59 AM  all    6.29    0.00    7.05   18.15    0.00    0.08    0.00    0.00    0.00   68.42
12:47:00 AM  all   10.43    0.00    6.81   21.15    0.00    0.17    0.00    0.00    0.00   61.45
12:47:01 AM  all   12.89    0.00    5.86   19.12    0.00    0.13    0.00    0.00    0.00   62.01
12:47:02 AM  all    8.00    0.00    5.88   22.66    0.00    0.17    0.00    0.00    0.00   63.28
12:47:03 AM  all   13.98    0.00   10.21   19.42    0.00    0.08    0.00    0.00    0.00   56.30
12:47:04 AM  all    2.81    0.00    3.37   27.62    0.00    0.09    0.00    0.00    0.00   66.11
12:47:05 AM  all   17.22    0.00    3.26   18.07    0.00    0.17    0.00    0.00    0.00   61.28
12:47:06 AM  all   19.65    0.00   14.03   14.66    0.00    0.13    0.00    0.00    0.00   51.54
12:47:07 AM  all   15.16    0.00   10.90   20.57    0.00    0.17    0.00    0.00    0.00   53.19
12:47:08 AM  all    7.15    0.00   15.91   20.50    0.00    0.17    0.00    0.00    0.00   56.27
12:47:09 AM  all   18.34    0.00    7.31   17.71    0.00    0.17    0.00    0.00    0.00   56.47
12:47:10 AM  all   39.02    0.00    5.13    8.89    0.00    0.17    0.00    0.00    0.00   46.79
12:47:11 AM  all   17.67    0.00    7.03   14.77    0.00    0.25    0.00    0.00    0.00   60.29
12:47:12 AM  all   23.55    0.00   21.57   11.67    0.00    0.21    0.00    0.00    0.00   43.01
12:47:13 AM  all   15.92    0.00    7.02   18.05    0.00    0.30    0.00    0.00    0.00   58.71
12:47:14 AM  all   14.62    0.00    7.33   13.31    0.00    0.13    0.00    0.00    0.00   64.60
12:47:15 AM  all   21.05    0.00    6.30   11.16    0.00    0.21    0.00    0.00    0.00   61.28
12:47:16 AM  all   16.86    0.00    6.69   17.59    0.00    0.09    0.00    0.00    0.00   58.77
12:47:17 AM  all   12.00    0.00    6.09   10.68    0.00    0.21    0.00    0.00    0.00   71.02
12:47:18 AM  all   26.87    0.00    6.33    9.72    0.00    0.08    0.00    0.00    0.00   57.00
12:47:19 AM  all    9.40    0.00    8.80   12.59    0.00    0.17    0.00    0.00    0.00   69.03
12:47:20 AM  all   17.33    0.00    6.50   16.20    0.00    0.21    0.00    0.00    0.00   59.76
12:47:21 AM  all   21.36    0.00    6.54   12.19    0.00    0.13    0.00    0.00    0.00   59.79
12:47:22 AM  all    9.75    0.00    7.68    7.81    0.00    0.17    0.00    0.00    0.00   74.60
12:47:23 AM  all   12.29    0.00    6.86    8.09    0.00    0.17    0.00    0.00    0.00   72.58
12:47:24 AM  all   14.19    0.00    9.43   10.50    0.00    0.17    0.00    0.00    0.00   65.71
12:47:25 AM  all   10.75    0.00   12.12    7.91    0.00    0.13    0.00    0.00    0.00   69.09
12:47:26 AM  all   20.62    0.00    6.69    8.89    0.00    0.04    0.00    0.00    0.00   63.76
12:47:27 AM  all   11.50    0.00    5.81    6.79    0.00    0.08    0.00    0.00    0.00   75.81
12:47:28 AM  all   11.54    0.00    9.17    5.58    0.00    0.13    0.00    0.00    0.00   73.58
12:47:29 AM  all   10.67    0.00   10.63    4.51    0.00    0.21    0.00    0.00    0.00   73.98
12:47:30 AM  all   19.07    0.00    6.57    6.36    0.00    0.13    0.00    0.00    0.00   67.88
12:47:31 AM  all   20.89    0.00    6.67    6.29    0.00    0.17    0.00    0.00    0.00   65.98
12:47:32 AM  all   14.57    0.00    8.70    6.04    0.00    0.26    0.00    0.00    0.00   70.42
12:47:33 AM  all   11.67    0.00    7.21    5.45    0.00    0.09    0.00    0.00    0.00   75.59
12:47:34 AM  all   13.71    0.00    7.25    4.01    0.00    0.17    0.00    0.00    0.00   74.86
12:47:35 AM  all   14.24    0.00    5.48    5.01    0.00    0.13    0.00    0.00    0.00   75.14
12:47:36 AM  all   16.20    0.00    7.61    3.74    0.00    0.08    0.00    0.00    0.00   72.36
12:47:37 AM  all   12.14    0.00    6.73    4.56    0.00    0.21    0.00    0.00    0.00   76.35
12:47:38 AM  all   14.60    0.00    9.55    6.24    0.00    0.08    0.00    0.00    0.00   69.52
12:47:39 AM  all   15.11    0.00    6.66    4.84    0.00    0.08    0.00    0.00    0.00   73.30
12:47:40 AM  all   15.70    0.00    6.80    4.11    0.00    0.17    0.00    0.00    0.00   73.22
12:47:41 AM  all   12.74    0.00    4.93    3.78    0.00    0.04    0.00    0.00    0.00   78.51
12:47:42 AM  all   11.79    0.00    6.72    4.38    0.00    0.04    0.00    0.00    0.00   77.06
12:47:43 AM  all   11.74    0.00    7.70    3.11    0.00    0.13    0.00    0.00    0.00   77.31
12:47:44 AM  all   12.68    0.00    8.89    3.50    0.00    0.04    0.00    0.00    0.00   74.89
12:47:45 AM  all   11.41    0.00    7.87    4.13    0.00    0.08    0.00    0.00    0.00   76.51
12:47:46 AM  all   19.83    0.00    7.76    4.94    0.00    0.00    0.00    0.00    0.00   67.47
12:47:47 AM  all   21.64    0.00    8.39    6.33    0.00    0.04    0.00    0.00    0.00   63.60
12:47:48 AM  all   20.11    0.00    8.25    3.24    0.00    0.08    0.00    0.00    0.00   68.32
12:47:49 AM  all   11.73    0.00    7.63    5.31    0.00    0.04    0.00    0.00    0.00   75.28
12:47:50 AM  all   12.06    0.00    7.20    5.06    0.00    0.04    0.00    0.00    0.00   75.64
12:47:51 AM  all    9.94    0.00    6.60    4.10    0.00    0.04    0.00    0.00    0.00   79.31
12:47:52 AM  all   14.60    0.00    8.02    6.16    0.00    0.13    0.00    0.00    0.00   71.10
12:47:53 AM  all   20.45    0.00    6.92    5.47    0.00    0.04    0.00    0.00    0.00   67.12
12:47:54 AM  all   16.72    0.00    7.72    4.99    0.00    0.09    0.00    0.00    0.00   70.49
12:47:55 AM  all   13.84    0.00    7.68    2.97    0.00    0.04    0.00    0.00    0.00   75.47
12:47:56 AM  all   13.25    0.00    6.07    3.12    0.00    0.09    0.00    0.00    0.00   77.48
12:47:57 AM  all   13.33    0.00    6.45    2.85    0.00    0.04    0.00    0.00    0.00   77.32
12:47:58 AM  all   13.61    0.00    6.36    1.91    0.00    0.08    0.00    0.00    0.00   78.04
12:47:59 AM  all   20.08    0.00    5.10    2.63    0.00    0.00    0.00    0.00    0.00   72.19
12:48:00 AM  all   14.24    0.00    6.44    3.01    0.00    0.08    0.00    0.00    0.00   76.23
12:48:01 AM  all   14.86    0.00    7.28    2.61    0.00    0.13    0.00    0.00    0.00   75.12
12:48:02 AM  all   13.83    0.00    6.90    2.45    0.00    0.04    0.00    0.00    0.00   76.78
12:48:03 AM  all   16.26    0.00    7.92    2.72    0.00    0.08    0.00    0.00    0.00   73.01
12:48:04 AM  all   15.06    0.00    6.13    2.71    0.00    0.04    0.00    0.00    0.00   76.06
12:48:05 AM  all   11.09    0.00    4.56    2.62    0.00    0.04    0.00    0.00    0.00   81.69
12:48:06 AM  all   12.35    0.00    4.91    2.86    0.00    0.09    0.00    0.00    0.00   79.79
12:48:07 AM  all   10.08    0.00    6.34    2.10    0.00    0.08    0.00    0.00    0.00   81.39
12:48:08 AM  all   13.17    0.00    6.22    2.68    0.00    0.17    0.00    0.00    0.00   77.76
12:48:09 AM  all   12.93    0.00    7.76    2.67    0.00    0.13    0.00    0.00    0.00   76.51
12:48:10 AM  all   14.34    0.00    7.34    3.82    0.00    0.00    0.00    0.00    0.00   74.50
12:48:11 AM  all   11.87    0.00    7.42    3.43    0.00    0.08    0.00    0.00    0.00   77.19
12:48:12 AM  all   20.46    0.00    7.55    4.51    0.00    0.04    0.00    0.00    0.00   67.43
12:48:13 AM  all   15.38    0.00    6.93    3.80    0.00    0.17    0.00    0.00    0.00   73.72
12:48:14 AM  all   13.59    0.00    6.18    5.28    0.00    0.00    0.00    0.00    0.00   74.96
12:48:15 AM  all   10.61    0.00    8.00    4.17    0.00    0.04    0.00    0.00    0.00   77.19
12:48:16 AM  all   14.75    0.00    6.80    5.40    0.00    0.04    0.00    0.00    0.00   73.01
12:48:17 AM  all    9.46    0.00    5.16    2.51    0.00    0.09    0.00    0.00    0.00   82.78
12:48:18 AM  all   13.60    0.00    9.35    2.80    0.00    0.04    0.00    0.00    0.00   74.20
12:48:19 AM  all   15.08    0.00    7.62    3.52    0.00    0.08    0.00    0.00    0.00   73.70
12:48:20 AM  all   15.14    0.00    5.59    2.31    0.00    0.04    0.00    0.00    0.00   76.91
12:48:21 AM  all   14.38    0.00    6.08    3.23    0.00    0.13    0.00    0.00    0.00   76.18
12:48:22 AM  all   10.24    0.00    5.01    2.55    0.00    0.00    0.00    0.00    0.00   82.20
12:48:23 AM  all   11.94    0.00    5.76    2.33    0.00    0.13    0.00    0.00    0.00   79.85
12:48:24 AM  all   10.14    0.00    5.55    2.44    0.00    0.08    0.00    0.00    0.00   81.78
12:48:25 AM  all   13.63    0.00    6.73    3.18    0.00    0.04    0.00    0.00    0.00   76.42
12:48:26 AM  all   15.43    0.00    7.48    3.48    0.00    0.08    0.00    0.00    0.00   73.52
12:48:27 AM  all   16.24    0.00    6.32    2.59    0.00    0.04    0.00    0.00    0.00   74.82
12:48:28 AM  all   15.13    0.00    5.31    3.79    0.00    0.08    0.00    0.00    0.00   75.67
12:48:29 AM  all   16.91    0.00    5.40    2.57    0.00    0.08    0.00    0.00    0.00   75.04
12:48:30 AM  all   11.55    0.00    4.28    2.31    0.00    0.04    0.00    0.00    0.00   81.81
12:48:31 AM  all   11.68    0.00    5.67    2.52    0.00    0.00    0.00    0.00    0.00   80.13
12:48:32 AM  all   10.26    0.00    7.72    2.20    0.00    0.04    0.00    0.00    0.00   79.78
12:48:33 AM  all   13.51    0.00    6.80    2.93    0.00    0.08    0.00    0.00    0.00   76.67
12:48:34 AM  all   15.62    0.00    6.97    2.66    0.00    0.08    0.00    0.00    0.00   74.66
12:48:35 AM  all   14.53    0.00    7.22    2.55    0.00    0.08    0.00    0.00    0.00   75.62
12:48:36 AM  all   14.93    0.00    6.45    3.88    0.00    0.08    0.00    0.00    0.00   74.65
