# xct_end page_write page_read
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
1269	0	0	
1161	1754	0	
720	2236	0	
802	2319	0	
1178	2399	0	
1230	2237	0	
3514	965	0	
4199	1139	0	
1835	2185	0	
1978	2243	0	
2237	2092	0	
2021	2333	0	
2772	2245	0	
2515	2064	0	
2894	2032	0	
3487	2190	0	
3017	2310	0	
3427	2107	0	
4139	2140	0	
4267	2302	0	
3904	1953	0	
4976	2340	0	
5895	2316	0	
5102	2597	0	
5057	1997	0	
6037	2860	0	
5913	3581	0	
7962	2533	0	
5126	2667	0	
6890	2288	0	
27132	989	0	
33230	1401	0	
14754	3102	0	
17474	3493	0	
16112	3018	0	
13361	2718	0	
18965	2747	0	
22216	2667	0	
28284	2554	0	
34861	3615	0	
45603	2705	0	
23035	4434	0	
39636	2424	0	
53926	2254	0	
54460	2584	0	
61858	2613	0	
47610	3648	0	
36260	2446	0	
37757	2947	0	
57266	2634	0	
58518	2833	0	
55739	2794	0	
50311	3291	0	
45456	4858	0	
54275	5112	0	
34422	4710	0	
40412	3764	0	
63925	3096	0	
50079	2629	0	
59247	2984	0	
25538	5188	0	
59181	5188	0	
36836	3785	0	
51242	3150	0	
58398	3034	0	
55285	2859	0	
53901	3209	0	
44263	5283	0	
15874	3903	0	
44342	3030	0	
58974	3138	0	
48586	2964	0	
48352	3151	0	
48660	3039	0	
56698	6054	0	
33580	2707	0	
56110	3273	0	
16716	2538	0	
57212	2972	0	
55430	1348	0	
57050	27	0	
53132	3	0	
46751	3771	0	
56366	3308	0	
60194	3265	0	
55496	2962	0	
62044	3397	0	
44670	6433	0	
39927	5853	0	
39704	3764	0	
46895	3084	0	
55538	3259	0	
50997	2817	0	
57434	4226	0	
52320	6744	0	
55706	6889	0	
58101	6505	0	
37739	5482	0	
39890	3616	0	
62032	3375	0	
56173	3137	0	
61883	3333	0	
56019	3886	0	
55801	6126	0	
39375	4079	0	
51261	3876	0	
51095	2778	0	
57509	3142	0	
53911	2925	0	
59942	5397	0	
46247	5287	0	
48840	5307	0	
57336	3219	0	
59269	3454	0	
55299	3309	0	
42179	2992	0	
57552	6004	0	
44597	5628	0	
45865	5327	0	
60691	3426	0	
57140	3317	0	
53604	2697	0	
59101	3375	0	
56458	6385	0	
53794	6834	0	
36760	4035	0	
50045	3279	0	
53900	3040	0	
56642	3445	0	
56146	3816	0	
56087	5971	0	
40809	2313	0	
47272	143	0	
58212	138	0	
53771	140	0	
47486	140	0	
53557	144	0	
55174	142	0	
31350	138	0	
52230	142	0	
54509	137	0	
53735	120	0	
54179	169	0	
52019	192	0	
19892	64	0	
23787	3	0	
50134	7	0	
51641	2	0	
50733	2126	0	
57204	4370	0	
62046	6489	0	
40848	5673	0	
48342	3541	0	
49482	3035	0	
54123	3510	0	
50949	3319	0	
54911	4914	0	
49783	6001	0	
49413	6047	0	
44365	2918	0	
52809	3295	0	
49507	2961	0	
42318	3476	0	
59187	5958	0	
38248	5880	0	
29910	4876	0	
55956	3255	0	
48200	2704	0	
49687	3258	0	
49027	3787	0	
51746	7168	0	
33261	5688	0	
48280	3426	0	
32218	3166	0	
54295	3309	0	
53065	3249	0	
54319	5985	0	
45052	6005	0	
43285	4833	0	
60207	3347	0	
49195	2663	0	
55906	3201	0	
54597	3294	0	
62020	6847	0	
38593	3741	0	
31979	3326	0	
39311	3087	0	
54146	3363	0	
59781	2904	0	
63517	5066	0	
55186	5181	0	
40051	4753	0	
48900	3100	0	
60394	3386	0	
36258	2889	0	
48726	3226	0	
0	6253	0	
0	7698	0	
0	5314	0	
0	2981	0	
0	2868	0	
0	2970	0	
0	4732	0	
0	172	0	
0	165	0	
0	160	0	
0	159	0	
0	160	0	
0	161	0	
0	174	0	
0	166	0	
0	160	0	
0	157	0	
0	155	0	
0	157	0	
0	163	0	
0	161	0	
0	169	0	
0	192	0	
0	189	0	
0	109	0	
0	2	0	
0	3117	0	
0	6072	0	
0	7406	0	
0	3943	0	
0	2993	0	
0	2898	0	
0	2783	0	
0	4316	0	
0	3628	0	
