# xct_end page_write page_read
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
358	0	0	
1820	589	0	
765	2327	0	
839	2258	0	
1046	2217	0	
1187	2173	0	
2081	1773	0	
5827	162	0	
1943	2204	0	
2059	2336	0	
1897	2281	0	
1800	2602	0	
2394	2441	0	
2625	2358	0	
2915	2406	0	
3075	2367	0	
3329	2089	0	
3778	2211	0	
3306	3035	0	
4142	2337	0	
4330	2268	0	
4992	2329	0	
5344	2431	0	
6072	2313	0	
5043	3497	0	
6934	2637	0	
7743	2610	0	
9132	2415	0	
6546	4362	0	
10601	2316	0	
34144	0	0	
15495	2122	0	
14029	2632	0	
15893	2456	0	
20937	2565	0	
23254	2578	0	
24858	2946	0	
22993	2011	0	
27871	2088	0	
31824	2862	0	
28957	3060	0	
28582	2937	0	
24896	3317	0	
35854	2936	0	
38229	2422	0	
42023	2966	0	
41096	2704	0	
33393	2981	0	
40032	2810	0	
38462	3441	0	
39649	2872	0	
36895	2605	0	
27798	3036	0	
34554	2452	0	
25928	4040	0	
40754	3404	0	
34951	3216	0	
35186	3376	0	
39405	3044	0	
10983	3856	0	
43455	3417	0	
39084	3218	0	
41486	3696	0	
43167	3272	0	
36005	2759	0	
34699	3639	0	
39313	3187	0	
38276	3495	0	
39065	2954	0	
34581	2995	0	
29694	4027	0	
43989	3535	0	
38289	3584	0	
35794	3581	0	
41888	3469	0	
22917	3504	0	
40118	3989	0	
37808	4011	0	
42207	3563	0	
49227	3206	0	
31202	3887	0	
33826	322	0	
37491	4	0	
28507	1429	0	
39905	4135	0	
30267	4029	0	
43098	3683	0	
47191	3116	0	
37238	2382	0	
38435	3568	0	
26027	2394	0	
41202	3441	0	
41375	2964	0	
25589	3371	0	
43391	3366	0	
49512	4757	0	
35682	3574	0	
36836	3738	0	
50083	3615	0	
37419	3281	0	
34581	3210	0	
47162	3936	0	
41903	3669	0	
37464	3445	0	
46082	3538	0	
41756	3343	0	
33659	3095	0	
44140	3945	0	
33343	3613	0	
31621	2790	0	
47227	3026	0	
38474	2713	0	
45189	3499	0	
43447	2487	0	
26470	2895	0	
33357	3529	0	
31050	3009	0	
28667	4092	0	
40173	3972	0	
43545	3184	0	
37709	4021	0	
47118	2713	0	
32715	3789	0	
36451	3262	0	
28302	3811	0	
38308	3743	0	
52423	2935	0	
49701	3313	0	
42788	2719	0	
28714	3117	0	
42250	2997	0	
43616	3369	0	
51853	3448	0	
28393	2968	0	
49843	3206	0	
32768	3146	0	
42218	2195	0	
45782	3191	0	
45647	3305	0	
39648	2603	0	
50774	3598	0	
17025	2816	0	
32642	3606	0	
45976	3468	0	
46319	3128	0	
42902	2629	0	
36985	314	0	
42129	138	0	
39881	109	0	
50264	127	0	
39570	126	0	
50887	130	0	
49901	123	0	
48997	126	0	
29008	135	0	
40592	144	0	
46435	163	0	
42597	53	0	
42869	6	0	
36938	727	0	
39162	3138	0	
53154	3356	0	
55955	3796	0	
47223	3034	0	
38877	3040	0	
38185	3086	0	
26036	1495	0	
33986	3205	0	
39074	4085	0	
46986	2523	0	
29305	2738	0	
44492	3311	0	
37469	2688	0	
33803	2676	0	
43595	3461	0	
48441	2450	0	
46298	3216	0	
40246	2785	0	
50836	2957	0	
41919	2502	0	
51767	3583	0	
45007	2734	0	
38434	2282	0	
38741	2550	0	
37064	2501	0	
37643	2628	0	
39439	2476	0	
31116	2353	0	
40637	2511	0	
41663	3178	0	
37410	2969	0	
44123	3524	0	
51801	2849	0	
25402	2247	0	
46172	3384	0	
34987	2281	0	
40534	2810	0	
37253	2732	0	
39143	2165	0	
46338	3047	0	
33311	2581	0	
46075	3268	0	
47534	2907	0	
40103	3044	0	
31692	1975	0	
49036	3408	0	
47522	3180	0	
27704	1539	0	
44298	3012	0	
42865	2818	0	
43312	3040	0	
36064	2279	0	
40759	3835	0	
42515	3228	0	
54546	3247	0	
32820	2633	0	
40406	3017	0	
18602	1172	0	
33459	3030	0	
43779	2606	0	
38268	2811	0	
35587	3078	0	
45783	3087	0	
33445	2673	0	
40256	3354	0	
44934	2667	0	
43568	3091	0	
38106	2773	0	
45156	2707	0	
46753	2883	0	
29395	2356	0	
50409	3013	0	
23940	1900	0	
47544	3400	0	
36335	1953	0	
42389	3072	0	
27078	1738	0	
42351	2913	0	
