Linux 3.13.0-68-generic (ds-server2) 	10/20/2016 	_x86_64_	(24 CPU)

02:57:08 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:57:09 AM  all    1.25    0.00    3.04    4.29    0.00    0.00    0.00    0.00    0.00   91.42
02:57:10 AM  all    0.83    0.00    2.29    3.42    0.00    0.12    0.00    0.00    0.00   93.33
02:57:11 AM  all    0.00    0.00    4.05    4.13    0.00    0.17    0.00    0.00    0.00   91.66
02:57:12 AM  all    1.17    0.00    3.09    3.63    0.00    0.00    0.00    0.00    0.00   92.12
02:57:13 AM  all    0.04    0.00    0.50    7.22    0.00    0.00    0.00    0.00    0.00   92.24
02:57:14 AM  all    0.00    0.00    0.08    8.18    0.00    0.00    0.00    0.00    0.00   91.73
02:57:15 AM  all    0.00    0.00    0.04    8.23    0.00    0.00    0.00    0.00    0.00   91.73
02:57:16 AM  all    0.00    0.00    0.04    8.26    0.00    0.00    0.00    0.00    0.00   91.69
02:57:17 AM  all    0.00    0.00    0.00    8.23    0.00    0.00    0.00    0.00    0.00   91.77
02:57:18 AM  all    1.47    0.00    0.34    6.45    0.00    0.00    0.00    0.00    0.00   91.75
02:57:19 AM  all    6.72    0.00    0.13   13.15    0.00    0.04    0.00    0.00    0.00   79.97
02:57:20 AM  all    1.92    0.00    0.04   14.66    0.00    0.00    0.00    0.00    0.00   83.38
02:57:21 AM  all    4.18    0.00    0.08   16.45    0.00    0.00    0.00    0.00    0.00   79.29
02:57:22 AM  all    4.17    0.00    0.17   12.40    0.00    0.00    0.00    0.00    0.00   83.26
02:57:23 AM  all    4.18    0.00    0.08   11.32    0.00    0.00    0.00    0.00    0.00   84.42
02:57:24 AM  all    4.18    0.00    0.13    8.18    0.00    0.00    0.00    0.00    0.00   87.52
02:57:25 AM  all    4.26    0.00    0.08    8.18    0.00    0.00    0.00    0.00    0.00   87.48
02:57:26 AM  all    4.05    0.00    0.17    8.15    0.00    0.00    0.00    0.00    0.00   87.63
02:57:27 AM  all    4.05    0.00    0.21    8.27    0.00    0.00    0.00    0.00    0.00   87.47
02:57:28 AM  all    4.23    0.00    0.29    7.62    0.00    0.00    0.00    0.00    0.00   87.87
02:57:29 AM  all    4.22    0.00    0.13    7.72    0.00    0.00    0.00    0.00    0.00   87.93
02:57:30 AM  all    4.10    0.00    0.17    5.06    0.00    0.00    0.00    0.00    0.00   90.68
02:57:31 AM  all    4.18    0.00    0.08    3.13    0.00    0.00    0.00    0.00    0.00   92.61
02:57:32 AM  all    4.09    0.00    0.25    4.09    0.00    0.00    0.00    0.00    0.00   91.57
02:57:33 AM  all    4.18    0.00    0.08    4.13    0.00    0.00    0.00    0.00    0.00   91.61
02:57:34 AM  all    4.17    0.00    0.17    3.96    0.00    0.00    0.00    0.00    0.00   91.69
