60 GB	50 GB	5 GB	45 GB	40 GB	35 GB	30 GB	25 GB	
92.8	89.6	139.2	91.2	89.6	88	89.6	91.2	
92.8	88	137.6	91.2	89.6	88	89.6	91.2	
92.8	88	139.2	89.6	89.6	88	89.6	91.2	
92.8	88	139.2	89.6	89.6	88	89.6	91.2	
92.8	89.6	139.2	89.6	89.6	89.6	89.6	89.6	
94.4	89.6	139.2	91.2	91.2	88	89.6	89.6	
94.4	88	139.2	91.2	91.2	88	89.6	91.2	
94.4	88	140.8	91.2	91.2	88	89.6	91.2	
94.4	89.6	139.2	89.6	91.2	88	89.6	91.2	
92.8	89.6	140.8	89.6	91.2	88	89.6	91.2	
92.8	89.6	139.2	91.2	92.8	89.6	89.6	91.2	
92.8	88	140.8	91.2	92.8	88	91.2	89.6	
92.8	89.6	139.2	89.6	91.2	88	89.6	91.2	
92.8	89.6	139.2	89.6	91.2	88	89.6	91.2	
92.8	89.6	140.8	89.6	91.2	88	89.6	91.2	
92.8	89.6	139.2	89.6	91.2	89.6	91.2	91.2	
92.8	89.6	142.4	89.6	91.2	88	91.2	89.6	
94.4	89.6	140.8	91.2	91.2	88	91.2	89.6	
92.8	89.6	142.4	89.6	92.8	88	89.6	91.2	
92.8	89.6	139.2	89.6	92.8	89.6	89.6	91.2	
92.8	86.4	140.8	89.6	91.2	91.2	91.2	91.2	
92.8	88	140.8	89.6	91.2	91.2	91.2	91.2	
92.8	88	139.2	91.2	91.2	89.6	89.6	89.6	
92.8	88	140.8	91.2	91.2	89.6	89.6	89.6	
92.8	88	140.8	89.6	92.8	89.6	89.6	91.2	
92.8	86.4	140.8	89.6	92.8	91.2	89.6	91.2	
92.8	88	140.8	89.6	91.2	91.2	91.2	91.2	
92.8	88	139.2	89.6	91.2	91.2	89.6	91.2	
92.8	88	140.8	89.6	91.2	89.6	89.6	89.6	
94.4	86.4	139.2	89.6	91.2	89.6	89.6	89.6	
92.8	86.4	140.8	89.6	91.2	89.6	89.6	89.6	
92.8	88	139.2	89.6	91.2	91.2	89.6	91.2	
92.8	88	142.4	91.2	92.8	91.2	89.6	91.2	
92.8	88	140.8	89.6	92.8	91.2	89.6	91.2	
92.8	86.4	140.8	89.6	91.2	89.6	89.6	89.6	
92.8	86.4	139.2	89.6	91.2	89.6	89.6	89.6	
92.8	88	139.2	89.6	91.2	91.2	89.6	91.2	
91.2	88	139.2	89.6	91.2	91.2	89.6	91.2	
92.8	88	139.2	91.2	91.2	91.2	89.6	91.2	
92.8	86.4	140.8	91.2	91.2	89.6	89.6	91.2	
92.8	89.6	139.2	89.6	92.8	89.6	89.6	89.6	
92.8	89.6	139.2	89.6	91.2	89.6	89.6	89.6	
92.8	89.6	139.2	89.6	91.2	91.2	91.2	91.2	
92.8	89.6	139.2	89.6	91.2	91.2	89.6	91.2	
92.8	88	140.8	91.2	91.2	89.6	89.6	91.2	
92.8	89.6	139.2	89.6	91.2	89.6	89.6	91.2	
92.8	89.6	140.8	89.6	92.8	89.6	89.6	89.6	
92.8	89.6	140.8	89.6	92.8	89.6	91.2	89.6	
91.2	89.6	140.8	91.2	91.2	89.6	89.6	91.2	
91.2	89.6	142.4	91.2	91.2	89.6	89.6	91.2	
92.8	89.6	140.8	91.2	91.2	89.6	89.6	91.2	
92.8	89.6	142.4	89.6	91.2	89.6	89.6	89.6	
92.8	89.6	140.8	89.6	91.2	88	91.2	89.6	
91.2	89.6	142.4	91.2	91.2	88	89.6	89.6	
91.2	89.6	139.2	91.2	91.2	89.6	89.6	91.2	
91.2	89.6	142.4	91.2	91.2	89.6	89.6	91.2	
91.2	89.6	142.4	89.6	91.2	88	89.6	91.2	
92.8	89.6	142.4	89.6	91.2	88	89.6	89.6	
92.8	89.6	142.4	89.6	91.2	88	89.6	89.6	
92.8	89.6	142.4	89.6	91.2	89.6	89.6	89.6	
91.2	89.6	144	91.2	89.6	89.6	89.6	91.2	
91.2	89.6	144	89.6	91.2	88	89.6	91.2	
89.6	89.6	145.6	89.6	91.2	88	89.6	91.2	
89.6	88	145.6	89.6	91.2	88	91.2	89.6	
89.6	89.6	144	89.6	89.6	89.6	89.6	89.6	
89.6	89.6	145.6	91.2	89.6	89.6	89.6	89.6	
89.6	89.6	144	91.2	89.6	88	89.6	91.2	
88	89.6	145.6	89.6	88	88	89.6	91.2	
89.6	88	144	89.6	91.2	89.6	91.2	89.6	
89.6	89.6	144	89.6	89.6	89.6	89.6	89.6	
89.6	89.6	144	89.6	89.6	88	89.6	89.6	
89.6	89.6	144	91.2	89.6	88	89.6	91.2	
88	88	144	91.2	88	89.6	89.6	91.2	
89.6	88	142.4	89.6	88	89.6	91.2	91.2	
89.6	89.6	145.6	89.6	89.6	88	89.6	89.6	
89.6	89.6	144	89.6	89.6	88	89.6	89.6	
89.6	88	144	91.2	88	89.6	89.6	89.6	
89.6	88	142.4	89.6	88	89.6	89.6	91.2	
89.6	88	142.4	89.6	88	89.6	91.2	91.2	
89.6	89.6	144	89.6	88	88	89.6	89.6	
91.2	89.6	142.4	89.6	89.6	88	89.6	89.6	
89.6	88	144	91.2	88	89.6	89.6	89.6	
91.2	88	142.4	91.2	88	89.6	89.6	89.6	
91.2	89.6	142.4	89.6	88	89.6	89.6	91.2	
91.2	88	140.8	89.6	89.6	88	89.6	91.2	
91.2	88	132.8	89.6	88	88	89.6	91.2	
91.2	88	126.4	89.6	88	89.6	89.6	89.6	
92.8	88	118.4	89.6	89.6	89.6	89.6	89.6	
91.2	89.6	112	89.6	88	89.6	89.6	91.2	
91.2	88	105.6	89.6	89.6	88	89.6	91.2	
91.2	88	107.2	89.6	89.6	89.6	89.6	91.2	
91.2	88	105.6	89.6	88	89.6	89.6	91.2	
92.8	89.6	107.2	89.6	89.6	89.6	89.6	89.6	
92.8	89.6	107.2	89.6	89.6	88	89.6	89.6	
92.8	88	107.2	89.6	89.6	89.6	89.6	91.2	
92.8	88	107.2	89.6	89.6	89.6	89.6	91.2	
92.8	89.6	107.2	89.6	91.2	89.6	89.6	91.2	
91.2	89.6	110.4	91.2	91.2	89.6	89.6	91.2	
91.2	89.6	108.8	89.6	89.6	89.6	89.6	89.6	
91.2	88	108.8	89.6	89.6	91.2	89.6	91.2	
91.2	88	108.8	89.6	89.6	89.6	89.6	91.2	
91.2	88	108.8	89.6	91.2	89.6	89.6	91.2	
91.2	88	108.8	89.6	91.2	89.6	88	91.2	
91.2	88	108.8	91.2	91.2	89.6	88	91.2	
91.2	89.6	112	89.6	89.6	91.2	89.6	89.6	
91.2	89.6	118.4	89.6	91.2	89.6	88	89.6	
91.2	88	124.8	89.6	91.2	89.6	88	91.2	
91.2	88	131.2	91.2	91.2	89.6	88	91.2	
92.8	88	139.2	91.2	91.2	89.6	88	91.2	
91.2	89.6	145.6	91.2	91.2	91.2	88	89.6	
91.2	88	144	91.2	91.2	89.6	88	89.6	
91.2	88	145.6	89.6	91.2	89.6	88	89.6	
91.2	88	144	89.6	91.2	89.6	88	91.2	
91.2	88	145.6	91.2	91.2	91.2	88	91.2	
91.2	89.6	145.6	91.2	91.2	91.2	88	89.6	
91.2	88	145.6	91.2	89.6	89.6	88	89.6	
91.2	88	145.6	91.2	89.6	89.6	88	89.6	
92.8	88	144	89.6	89.6	89.6	88	88	
91.2	88	145.6	91.2	91.2	89.6	88	89.6	
91.2	88	144	91.2	91.2	89.6	88	89.6	
91.2	88	145.6	91.2	91.2	91.2	88	89.6	
92.8	89.6	144	89.6	89.6	89.6	88	89.6	
92.8	88	145.6	89.6	89.6	89.6	89.6	88	
92.8	88	144	89.6	89.6	89.6	89.6	88	
92.8	88	144	91.2	91.2	89.6	88	89.6	
91.2	88	145.6	91.2	91.2	91.2	89.6	89.6	
91.2	88	145.6	91.2	91.2	89.6	89.6	89.6	
91.2	88	147.2	89.6	91.2	89.6	89.6	89.6	
91.2	88	145.6	89.6	91.2	89.6	89.6	89.6	
92.8	88	145.6	89.6	89.6	89.6	89.6	89.6	
92.8	88	145.6	89.6	89.6	91.2	89.6	89.6	
92.8	88	145.6	91.2	91.2	91.2	89.6	89.6	
92.8	88	147.2	91.2	91.2	89.6	89.6	89.6	
92.8	88	145.6	89.6	91.2	89.6	88	89.6	
91.2	86.4	145.6	89.6	91.2	89.6	89.6	91.2	
91.2	88	145.6	89.6	92.8	91.2	89.6	89.6	
91.2	88	145.6	88	92.8	89.6	89.6	89.6	
91.2	88	145.6	89.6	91.2	89.6	89.6	91.2	
92.8	86.4	145.6	89.6	91.2	89.6	88	91.2	
92.8	88	147.2	89.6	91.2	89.6	89.6	91.2	
92.8	88	145.6	88	91.2	89.6	89.6	91.2	
92.8	86.4	147.2	89.6	92.8	89.6	89.6	89.6	
92.8	88	145.6	89.6	92.8	89.6	89.6	91.2	
91.2	88	147.2	89.6	92.8	89.6	88	91.2	
91.2	88	145.6	88	91.2	89.6	89.6	91.2	
92.8	86.4	145.6	88	91.2	89.6	89.6	91.2	
92.8	88	147.2	88	91.2	89.6	89.6	91.2	
92.8	88	145.6	89.6	91.2	89.6	89.6	89.6	
91.2	88	147.2	88	91.2	89.6	88	89.6	
91.2	86.4	145.6	88	92.8	89.6	89.6	91.2	
91.2	88	147.2	88	92.8	89.6	89.6	91.2	
91.2	88	145.6	88	92.8	88	89.6	91.2	
91.2	88	145.6	86.4	91.2	89.6	89.6	91.2	
91.2	88	147.2	88	91.2	89.6	89.6	89.6	
92.8	88	145.6	88	91.2	89.6	89.6	89.6	
92.8	88	147.2	88	91.2	89.6	89.6	91.2	
91.2	88	145.6	89.6	91.2	91.2	89.6	91.2	
91.2	86.4	147.2	88	92.8	89.6	89.6	91.2	
91.2	88	145.6	88	92.8	89.6	89.6	91.2	
91.2	88	145.6	88	92.8	89.6	89.6	89.6	
91.2	88	145.6	89.6	91.2	89.6	89.6	89.6	
91.2	88	145.6	88	91.2	91.2	89.6	89.6	
91.2	88	147.2	88	91.2	91.2	89.6	89.6	
91.2	88	145.6	88	91.2	89.6	89.6	89.6	
91.2	88	147.2	89.6	92.8	89.6	89.6	88	
91.2	88	145.6	89.6	92.8	89.6	89.6	88	
91.2	88	145.6	89.6	92.8	91.2	89.6	88	
91.2	88	147.2	88	91.2	91.2	89.6	89.6	
92.8	88	145.6	89.6	91.2	91.2	89.6	89.6	
92.8	88	147.2	89.6	91.2	89.6	89.6	89.6	
92.8	88	145.6	89.6	91.2	89.6	89.6	89.6	
91.2	88	147.2	89.6	91.2	91.2	89.6	88	
91.2	88	145.6	91.2	92.8	91.2	89.6	88	
91.2	86.4	145.6	91.2	91.2	91.2	89.6	89.6	
91.2	88	147.2	89.6	91.2	91.2	89.6	89.6	
91.2	88	145.6	89.6	91.2	89.6	89.6	89.6	
92.8	88	147.2	89.6	91.2	89.6	89.6	88	
91.2	88	145.6	91.2	91.2	91.2	89.6	88	
92.8	88	147.2	91.2	91.2	91.2	89.6	88	
91.2	88	147.2	89.6	91.2	91.2	89.6	89.6	
91.2	86.4	147.2	89.6	92.8	89.6	89.6	89.6	
91.2	88	147.2	91.2	91.2	89.6	89.6	89.6	
91.2	88	145.6	91.2	91.2	89.6	89.6	89.6	
92.8	88	147.2	89.6	91.2	91.2	89.6	89.6	
92.8	86.4	145.6	89.6	91.2	89.6	89.6	91.2	
92.8	88	147.2	89.6	91.2	89.6	89.6	91.2	
92.8	88	147.2	89.6	91.2	89.6	89.6	89.6	
92.8	88	145.6	91.2	92.8	89.6	88	89.6	
91.2	86.4	147.2	91.2	92.8	89.6	89.6	89.6	
91.2	88	145.6	89.6	91.2	91.2	89.6	89.6	
91.2	88	147.2	89.6	91.2	89.6	89.6	89.6	
92.8	88	147.2	89.6	91.2	89.6	88	89.6	
92.8	86.4	147.2	89.6	91.2	89.6	88	89.6	
92.8	88	147.2	89.6	92.8	89.6	89.6	89.6	
92.8	88	145.6	91.2	92.8	89.6	89.6	89.6	
91.2	88	147.2	89.6	92.8	91.2	88	89.6	
91.2	86.4	145.6	89.6	92.8	89.6	88	91.2	
92.8	88	147.2	89.6	91.2	89.6	88	89.6	
91.2	88	147.2	89.6	91.2	89.6	88	89.6	
92.8	88	145.6	91.2	91.2	89.6	88	89.6	
92.8	88	147.2	89.6	89.6	89.6	88	89.6	
92.8	88	145.6	89.6	91.2	89.6	88	91.2	
92.8	88	147.2	89.6	91.2	89.6	86.4	89.6	
91.2	86.4	147.2	91.2	91.2	89.6	88	89.6	
91.2	88	147.2	91.2	91.2	91.2	88	89.6	
91.2	88	147.2	91.2	91.2	91.2	88	89.6	
91.2	86.4	145.6	89.6	89.6	89.6	86.4	89.6	
91.2	86.4	145.6	89.6	89.6	89.6	88	89.6	
92.8	88	145.6	89.6	89.6	89.6	88	89.6	
92.8	86.4	145.6	91.2	91.2	89.6	86.4	89.6	
91.2	86.4	145.6	91.2	91.2	91.2	86.4	89.6	
91.2	86.4	145.6	91.2	91.2	89.6	88	91.2	
91.2	88	145.6	89.6	91.2	89.6	86.4	91.2	
91.2	86.4	145.6	89.6	91.2	89.6	86.4	89.6	
91.2	86.4	145.6	89.6	89.6	89.6	86.4	89.6	
92.8	86.4	145.6	89.6	89.6	88	88	89.6	
92.8	86.4	145.6	89.6	89.6	89.6	86.4	89.6	
92.8	86.4	145.6	89.6	91.2	89.6	86.4	91.2	
91.2	84.8	145.6	89.6	91.2	89.6	88	91.2	
91.2	84.8	145.6	89.6	89.6	89.6	88	89.6	
91.2	86.4	145.6	91.2	92.8	89.6	88	89.6	
91.2	84.8	145.6	89.6	91.2	89.6	86.4	89.6	
91.2	84.8	145.6	89.6	91.2	89.6	88	91.2	
92.8	86.4	144	89.6	91.2	89.6	88	91.2	
92.8	84.8	145.6	89.6	91.2	89.6	88	91.2	
92.8	84.8	145.6	89.6	91.2	89.6	88	89.6	
91.2	86.4	145.6	91.2	92.8	89.6	89.6	91.2	
91.2	84.8	147.2	89.6	92.8	89.6	88	91.2	
91.2	84.8	145.6	89.6	91.2	89.6	88	91.2	
91.2	84.8	147.2	89.6	91.2	89.6	89.6	91.2	
92.8	84.8	147.2	89.6	91.2	89.6	89.6	89.6	
92.8	84.8	145.6	89.6	91.2	91.2	88	89.6	
92.8	84.8	147.2	89.6	91.2	89.6	89.6	89.6	
92.8	84.8	145.6	89.6	91.2	89.6	89.6	91.2	
92.8	84.8	147.2	89.6	91.2	89.6	89.6	89.6	
91.2	83.2	147.2	91.2	91.2	91.2	88	89.6	
91.2	84.8	147.2	91.2	91.2	91.2	89.6	89.6	
91.2	84.8	147.2	91.2	91.2	89.6	89.6	88	
92.8	86.4	145.6	89.6	91.2	89.6	89.6	88	
92.8	84.8	147.2	89.6	92.8	89.6	89.6	89.6	
92.8	84.8	145.6	89.6	91.2	91.2	89.6	89.6	
91.2	86.4	147.2	91.2	91.2	91.2	89.6	89.6	
91.2	84.8	147.2	91.2	91.2	89.6	89.6	88	
91.2	84.8	147.2	91.2	91.2	89.6	89.6	88	
91.2	86.4	147.2	89.6	91.2	89.6	89.6	88	
91.2	84.8	145.6	89.6	91.2	89.6	89.6	89.6	
92.8	84.8	147.2	89.6	91.2	91.2	88	88	
92.8	86.4	145.6	91.2	91.2	89.6	89.6	88	
92.8	86.4	147.2	91.2	91.2	89.6	89.6	88	
92.8	86.4	145.6	91.2	91.2	89.6	89.6	86.4	
91.2	86.4	145.6	91.2	91.2	89.6	89.6	88	
91.2	86.4	147.2	89.6	91.2	89.6	89.6	88	
91.2	84.8	145.6	91.2	91.2	91.2	89.6	88	
91.2	86.4	147.2	91.2	91.2	89.6	89.6	88	
91.2	86.4	145.6	91.2	92.8	89.6	89.6	88	
92.8	86.4	145.6	91.2	91.2	89.6	91.2	88	
92.8	86.4	145.6	89.6	91.2	89.6	89.6	86.4	
92.8	86.4	145.6	89.6	91.2	91.2	89.6	88	
92.8	84.8	147.2	91.2	91.2	91.2	89.6	88	
91.2	86.4	145.6	91.2	91.2	89.6	89.6	88	
91.2	84.8	147.2	91.2	91.2	89.6	89.6	88	
92.8	84.8	145.6	91.2	91.2	89.6	91.2	88	
92.8	86.4	145.6	89.6	91.2	91.2	89.6	88	
91.2	84.8	147.2	89.6	91.2	91.2	89.6	88	
91.2	84.8	145.6	91.2	91.2	89.6	89.6	88	
91.2	86.4	147.2	91.2	91.2	89.6	89.6	86.4	
91.2	86.4	145.6	91.2	91.2	89.6	91.2	88	
91.2	86.4	147.2	91.2	91.2	91.2	89.6	86.4	
91.2	84.8	147.2	89.6	91.2	91.2	89.6	86.4	
89.6	86.4	147.2	89.6	91.2	91.2	89.6	88	
91.2	86.4	147.2	89.6	91.2	89.6	89.6	88	
91.2	86.4	145.6	91.2	91.2	89.6	91.2	88	
91.2	88	147.2	91.2	91.2	89.6	89.6	86.4	
91.2	86.4	145.6	89.6	91.2	91.2	89.6	86.4	
91.2	86.4	147.2	89.6	89.6	89.6	89.6	88	
91.2	88	147.2	89.6	91.2	89.6	89.6	88	
91.2	88	147.2	91.2	91.2	89.6	89.6	89.6	
89.6	86.4	147.2	91.2	91.2	89.6	89.6	89.6	
89.6	88	145.6	91.2	91.2	88	88	88	
91.2	88	147.2	89.6	91.2	89.6	88	88	
91.2	88	147.2	89.6	91.2	89.6	88	88	
91.2	88	147.2	89.6	91.2	88	88	86.4	
89.6	88	147.2	91.2	91.2	88	88	88	
91.2	89.6	145.6	91.2	91.2	88	88	88	
91.2	89.6	147.2	91.2	91.2	89.6	88	88	
91.2	88	145.6	89.6	91.2	88	88	88	
91.2	88	145.6	89.6	91.2	88	88	88	
91.2	88	145.6	89.6	91.2	88	88	89.6	
91.2	89.6	145.6	91.2	92.8	88	88	89.6	
91.2	88	145.6	91.2	91.2	86.4	88	88	
91.2	88	145.6	91.2	91.2	88	88	88	
91.2	88	145.6	89.6	91.2	88	88	88	
91.2	88	145.6	89.6	91.2	88	89.6	88	
91.2	88	145.6	91.2	91.2	86.4	88	88	
91.2	88	145.6	91.2	92.8	88	88	86.4	
91.2	88	145.6	91.2	92.8	86.4	88	86.4	
89.6	88	145.6	91.2	92.8	86.4	89.6	86.4	
91.2	88	145.6	91.2	91.2	86.4	89.6	86.4	
91.2	88	147.2	89.6	91.2	86.4	91.2	86.4	
91.2	88	145.6	91.2	91.2	86.4	89.6	88	
91.2	89.6	145.6	91.2	91.2	86.4	89.6	86.4	
91.2	89.6	147.2	91.2	92.8	88	89.6	88	
92.8	88	145.6	91.2	92.8	88	91.2	88	
91.2	88	147.2	91.2	92.8	88	91.2	88	
91.2	88	145.6	91.2	91.2	86.4	89.6	86.4	
91.2	89.6	147.2	91.2	91.2	88	89.6	88	
91.2	88	148.8	91.2	91.2	88	89.6	88	
91.2	88	147.2	91.2	91.2	88	91.2	88	
91.2	88	147.2	91.2	91.2	88	91.2	86.4	
91.2	89.6	147.2	91.2	92.8	88	89.6	88	
91.2	88	147.2	91.2	91.2	88	89.6	88	
91.2	88	148.8	91.2	91.2	88	89.6	88	
89.6	88	147.2	91.2	91.2	88	89.6	88	
89.6	89.6	148.8	91.2	91.2	89.6	91.2	88	
89.6	88	148.8	91.2	91.2	88	89.6	89.6	
89.6	88	147.2	91.2	91.2	89.6	89.6	89.6	
89.6	88	148.8	89.6	91.2	89.6	89.6	89.6	
89.6	89.6	147.2	89.6	91.2	89.6	89.6	89.6	
