5 GB	30 GB	25 GB	20 GB	15 GB	10 GB	
1.94998	1.69031	1.83061	1.78514	2.03108	1.88985	
1.94591	1.70088	1.80812	1.78991	2.01702	1.89799	
1.9475	1.71624	1.82353	1.78423	2.01873	1.90678	
1.94856	1.74521	1.8215	1.75708	2.00742	1.87677	
1.95648	1.76364	1.82373	1.72355	1.98959	1.87719	
1.95664	1.77349	1.84509	1.71491	1.99184	1.85988	
1.93631	1.78393	1.86122	1.7312	2.01213	1.85348	
1.93578	1.77578	1.87165	1.70975	1.97254	1.86222	
1.93451	1.76257	1.87887	1.69314	1.97681	1.8532	
1.91642	1.76221	1.86413	1.69314	1.97795	1.88492	
1.91917	1.75764	1.87145	1.66686	1.96628	1.89102	
1.90304	1.78208	1.85543	1.64049	1.93235	1.87801	
1.90132	1.79784	1.85321	1.64852	1.92995	1.86822	
1.88828	1.82678	1.85454	1.65979	1.93688	1.86849	
1.87477	1.83767	1.86401	1.7034	1.92093	1.86302	
1.86921	1.82129	1.85316	1.72485	1.9262	1.87365	
1.86061	1.78552	1.88267	1.72369	1.90637	1.88007	
1.85298	1.78255	1.88845	1.71231	1.89633	1.87661	
1.84781	1.77782	1.91335	1.72937	1.86043	1.87848	
1.85136	1.79442	1.91442	1.7081	1.87458	1.86049	
1.84137	1.79124	1.91559	1.69726	1.88302	1.84888	
1.83369	1.80443	1.91404	1.69887	1.9109	1.84198	
1.83032	1.79078	1.90022	1.72228	1.94025	1.84013	
1.82827	1.76678	1.89875	1.72547	1.93449	1.84358	
1.82325	1.77276	1.89664	1.74152	1.93901	1.84121	
1.81657	1.79072	1.89247	1.75479	1.94143	1.8253	
1.81091	1.7799	1.89717	1.73753	1.92575	1.82796	
1.80491	1.77922	1.91686	1.73309	1.93919	1.83041	
1.79583	1.77555	1.94305	1.729	1.93763	1.82235	
1.79829	1.77705	1.9368	1.73629	1.91881	1.80352	
1.8187	1.78801	1.92863	1.76096	1.91056	1.7973	
1.8285	1.76758	1.92151	1.76622	1.9414	1.80623	
1.81332	1.74854	1.91501	1.75165	1.93859	1.81252	
1.82251	1.71667	1.91109	1.74951	1.92297	1.84137	
1.81164	1.70472	1.91227	1.70529	1.92352	1.84482	
1.83185	1.70167	1.9064	1.68404	1.90704	1.82849	
1.84419	1.69916	1.8939	1.68176	1.90933	1.83526	
1.85684	1.69606	1.87598	1.68398	1.921	1.85728	
1.85814	1.69465	1.84507	1.66388	1.92066	1.84562	
1.85304	1.67557	1.8426	1.66743	1.90851	1.84669	
1.85179	1.66822	1.86113	1.67025	1.87818	1.85152	
1.85744	1.63753	1.85855	1.65831	1.88168	1.85936	
1.8462	1.63564	1.86098	1.6376	1.84992	1.87989	
1.84688	1.66436	1.89892	1.63429	1.8352	1.87677	
1.85086	1.64179	1.90077	1.62986	1.81759	1.8698	
1.85965	1.6529	1.88379	1.62671	1.80633	1.86932	
1.86239	1.65545	1.87324	1.63285	1.79438	1.87162	
1.84399	1.67177	1.86048	1.64199	1.77242	1.85487	
1.84297	1.66895	1.84088	1.65208	1.74906	1.86286	
1.8748	1.66979	1.84826	1.66777	1.76465	1.85572	
1.8481	1.66178	1.84195	1.66129	1.75915	1.87469	
1.83748	1.65554	1.86609	1.66431	1.72416	1.87466	
1.85431	1.65619	1.86171	1.67023	1.71479	1.89252	
1.84502	1.65881	1.87721	1.66295	1.71503	1.85176	
1.84345	1.65749	1.87147	1.6676	1.71151	1.8369	
1.8234	1.70076	1.87234	1.68228	1.72101	1.84482	
1.83616	1.72144	1.86784	1.70133	1.72901	1.83092	
1.82821	1.73734	1.86133	1.71992	1.73263	1.82438	
1.82936	1.73266	1.87	1.75801	1.73363	1.85512	
1.8301	1.73178	1.87358	1.76582	1.73184	1.84962	
1.82963	1.73153	1.85326	1.80154	1.7294	1.85132	
1.83016	1.73239	1.8618	1.81077	1.69269	1.86254	
1.84031	1.7371	1.86642	1.82553	1.70142	1.86152	
1.8609	1.7223	1.83416	1.82534	1.71441	1.86713	
1.85789	1.71856	1.83004	1.82605	1.74877	1.88879	
1.84681	1.68477	1.85783	1.82438	1.83801	1.89007	
1.84279	1.69255	1.84363	1.83368	1.84396	1.88576	
1.83822	1.69204	1.84474	1.83645	1.85086	1.88022	
1.83865	1.73346	1.84517	1.84176	1.85282	1.87105	
1.80418	1.73775	1.83781	1.8356	1.83251	1.86765	
1.82852	1.73569	1.86591	1.85306	1.82587	1.84922	
1.82483	1.75483	1.85266	1.85283	1.83902	1.82424	
1.81952	1.77224	1.87151	1.85877	1.86037	1.82509	
1.83097	1.77366	1.85466	1.86041	1.86796	1.84981	
1.83628	1.77501	1.86416	1.88568	1.88358	1.89431	
1.86169	1.74994	1.86322	1.89573	1.8865	1.9046	
1.84733	1.75057	1.85111	1.90008	1.88966	1.90163	
1.8454	1.73723	1.87597	1.88972	1.90226	1.88817	
1.86327	1.73898	1.87441	1.86326	1.90293	1.85239	
1.88702	1.78745	1.89497	1.86035	1.90936	1.87466	
1.8872	1.80659	1.9045	1.83072	1.92754	1.89531	
1.88606	1.81792	1.92363	1.85387	1.94951	1.88356	
1.88876	1.81678	1.91814	1.85616	1.9542	1.8643	
1.86804	1.80527	1.94144	1.85732	1.94514	1.85645	
1.86648	1.81414	1.95609	1.852	1.92075	1.83541	
1.87397	1.8113	1.95544	1.85481	1.86204	1.83263	
1.87713	1.80555	1.97169	1.85704	1.8623	1.85009	
1.88043	1.7947	1.96216	1.85414	1.85926	1.87031	
1.88444	1.77921	1.96667	1.85107	1.8736	1.88889	
1.89043	1.7778	1.9713	1.84344	1.8962	1.89647	
1.87403	1.81237	1.96668	1.82177	1.90707	1.90388	
1.87466	1.81518	2.00182	1.85203	1.90883	1.90137	
1.8853	1.82579	2.00197	1.85031	1.89221	1.87544	
1.88442	1.83365	1.9933	1.86899	1.88872	1.84925	
1.88488	1.82825	1.9911	1.85157	1.86954	1.8037	
1.86372	1.83818	1.98777	1.84077	1.85679	1.81915	
1.85785	1.81698	1.98252	1.83849	1.8304	1.8236	
1.85522	1.81792	1.96299	1.83802	1.79326	1.81926	
1.83671	1.83986	1.96642	1.83038	1.79867	1.83347	
1.81244	1.80907	1.94893	1.84673	1.7731	1.81382	
1.81098	1.80353	1.95132	1.85997	1.75525	1.78584	
1.8126	1.79011	1.95267	1.83736	1.74699	1.80466	
1.81778	1.80823	1.94973	1.82716	1.76643	1.80191	
1.81816	1.80808	1.93299	1.83217	1.76364	1.81177	
1.82517	1.79827	1.9357	1.85824	1.76776	1.844	
1.81959	1.79796	1.90962	1.85677	1.74373	1.86129	
1.81255	1.82021	1.90312	1.84748	1.73476	1.86779	
1.82689	1.82607	1.90556	1.85387	1.72881	1.85641	
1.82682	1.82212	1.89922	1.85824	1.71226	1.85597	
1.82485	1.83183	1.90127	1.86054	1.68629	1.84582	
1.82491	1.79904	1.88928	1.86174	1.68086	1.83959	
1.82477	1.78252	1.84476	1.84539	1.66499	1.85899	
1.80183	1.75427	1.85634	1.86519	1.66489	1.86703	
1.78964	1.74707	1.87561	1.86945	1.65951	1.87397	
1.78013	1.75244	1.88452	1.8683	1.6552	1.87449	
1.78531	1.73336	1.90517	1.87179	1.68962	1.84746	
1.79822	1.73735	1.90361	1.86754	1.69722	1.86114	
1.82059	1.7359	1.90211	1.8754	1.70208	1.8735	
1.8273	1.71489	1.91955	1.87834	1.6974	1.86995	
1.83243	1.69812	1.92074	1.86772	1.6985	1.88558	
1.83552	1.68546	1.90849	1.8564	1.69602	1.92768	
1.84445	1.68606	1.88663	1.86292	1.6837	1.91179	
1.83717	1.6676	1.90925	1.88902	1.64568	1.95001	
1.83511	1.66658	1.89188	1.89866	1.6412	1.96461	
1.84937	1.66044	1.89739	1.87688	1.62654	1.93202	
1.85298	1.6656	1.89869	1.90333	1.63758	1.90784	
1.85968	1.64507	1.90976	1.91152	1.66292	1.89706	
1.8492	1.64099	1.9061	1.92569	1.66958	1.90116	
1.84949	1.62388	1.90845	1.91926	1.67154	1.88854	
1.85085	1.61852	1.90724	1.91698	1.702	1.89665	
1.84615	1.63545	1.91816	1.9152	1.70962	1.89715	
1.8499	1.63958	1.92575	1.9121	1.70871	1.89226	
1.85397	1.64027	1.91868	1.89659	1.72759	1.89842	
1.86174	1.64359	1.92774	1.88424	1.74171	1.89742	
1.86636	1.6452	1.91194	1.87964	1.76092	1.9108	
1.86274	1.63887	1.88933	1.87614	1.73837	1.90128	
1.87944	1.6342	1.88544	1.8703	1.73355	1.87621	
1.87032	1.63511	1.89725	1.88514	1.74701	1.85439	
1.87185	1.65463	1.872	1.89614	1.78151	1.83839	
1.89628	1.67731	1.87291	1.89298	1.81316	1.81798	
1.89781	1.6821	1.87591	1.89391	1.82943	1.7838	
1.88863	1.69508	1.87862	1.91016	1.84605	1.76589	
1.89581	1.69246	1.86031	1.88989	1.85285	1.71759	
1.90598	1.70047	1.86495	1.88331	1.85781	1.6904	
1.89106	1.72774	1.8462	1.88746	1.8624	1.68736	
1.89719	1.73238	1.84929	1.882	1.85926	1.69217	
1.91261	1.72815	1.85849	1.86988	1.86394	1.67602	
1.92332	1.73292	1.85822	1.85665	1.85929	1.6812	
1.93674	1.75138	1.85395	1.86268	1.87758	1.69598	
1.94488	1.74844	1.85518	1.87257	1.84801	1.68393	
69.2451	1.73299	1.84126	1.87184	1.83813	1.69471	
74.9812	1.73	1.83303	1.88443	1.85664	1.68045	
74.9909	1.73054	1.81348	1.87517	1.83355	1.6643	
74.9841	1.72421	1.7953	1.91573	1.84016	1.66709	
74.9925	1.74354	1.79694	1.91087	1.92071	1.65434	
74.9927	1.74506	1.81811	1.91068	1.91554	1.68875	
74.9668	1.7747	1.84569	1.92454	1.92461	1.69419	
74.966	1.77236	1.83786	1.92402	1.91273	1.69083	
74.9534	1.81107	1.85377	1.91232	1.87383	1.6977	
74.9162	1.8101	1.84033	1.91209	1.84254	1.70016	
74.9172	1.80461	1.83777	1.90919	1.83342	1.69481	
74.9431	1.78979	1.83887	1.88752	1.83671	1.72939	
74.9317	1.80157	1.85413	1.89692	1.85092	1.74237	
74.9278	1.79359	1.85903	1.91286	1.8748	1.76719	
74.9087	1.77187	1.85711	1.92734	1.88701	1.76557	
74.9051	1.76008	1.85748	1.92608	1.89912	1.77974	
74.8833	1.75507	1.85582	1.94474	1.87738	1.78156	
74.8749	1.74528	1.87091	1.9552	1.89234	1.75836	
74.8816	1.74202	1.88225	1.97254	1.89501	1.7558	
74.8711	1.75901	1.904	1.9679	1.91321	1.76642	
7.57087	1.78992	1.90453	1.96891	1.93088	1.78911	
1.8339	1.80672	1.92615	1.96947	1.93829	1.80457	
1.84082	1.80782	1.93326	2.00486	1.94188	1.80871	
1.85728	1.81179	1.93221	1.96988	1.93611	1.8028	
1.84815	1.79244	1.93648	1.97318	1.83773	1.81886	
1.84636	1.79559	1.91998	1.99013	1.82928	1.80125	
1.84947	1.76674	1.90081	1.9759	1.82957	1.80621	
1.84446	1.76657	1.8954	1.97041	1.82972	1.82843	
1.85577	1.70932	1.87299	1.9997	1.84816	1.85098	
1.87991	1.70394	1.9044	2.01369	1.8547	1.84703	
1.87538	1.70462	1.90272	2.01457	1.85136	1.84223	
1.84815	1.73883	1.90931	2.01327	1.85797	1.81013	
1.8525	1.74632	1.8867	1.9961	1.85541	1.80126	
1.87422	1.7491	1.88429	1.96558	1.84336	1.7812	
1.88944	1.74943	1.87819	1.94593	1.82975	1.79257	
1.88763	1.74892	1.87387	1.9302	1.80396	1.78257	
1.88611	1.76575	1.8932	1.91221	1.79886	1.77893	
1.87531	1.78239	1.87315	1.89323	1.78272	1.78561	
1.85239	1.78669	1.86155	1.92501	1.78655	1.79518	
1.84924	1.76388	1.8355	1.93678	1.76603	1.78662	
1.86164	1.73415	1.83631	1.95072	1.73533	1.74882	
1.89164	1.74178	1.83221	1.93162	1.71465	1.73322	
1.8795	1.74327	1.83128	1.89658	1.71277	1.76531	
1.87527	1.74919	1.85576	1.88786	1.69849	1.75519	
1.86934	1.74906	1.85527	1.91042	1.72287	1.76611	
1.86658	1.75685	1.85543	1.90746	1.73353	1.77763	
1.86284	1.75573	1.84626	1.90938	1.74093	1.77831	
1.85689	1.77943	1.86654	1.89712	1.74922	1.76104	
1.8552	1.78037	1.87667	1.88677	1.737	1.76347	
1.86477	1.75826	1.85958	1.87557	1.76356	1.76628	
1.86677	1.74946	1.85806	1.89358	1.76015	1.79266	
1.86526	1.71627	1.84756	1.90376	1.73609	1.78882	
1.87683	1.69469	1.86254	1.9276	1.74605	1.82067	
1.85229	1.69274	1.87516	1.92824	1.73888	1.82948	
1.84974	1.69966	1.88436	1.95515	1.75974	1.8328	
1.88049	1.70213	1.89139	2.00314	1.76142	1.82921	
1.88279	1.69035	1.85431	2.00557	1.76289	1.83295	
1.88277	1.67792	1.85253	2.00915	1.76087	1.84668	
1.88991	1.65979	1.85019	1.95643	1.73589	1.82156	
1.88485	1.66306	1.85448	1.9404	1.77656	1.82213	
1.87711	1.67237	1.85289	1.94787	1.78308	1.82134	
1.85219	1.68975	1.83784	1.94908	1.77348	1.8217	
1.84345	1.70438	1.82924	1.96044	1.77676	1.78842	
1.86103	1.69487	1.80164	1.97072	1.77463	1.79852	
1.86319	1.70611	1.79835	1.94558	1.7459	1.78647	
1.88401	1.70039	1.81137	1.92953	1.73587	1.7654	
1.88982	1.71183	1.8248	1.94338	1.71487	1.76034	
1.88999	1.72018	1.80936	1.9463	1.70507	1.7578	
1.87974	1.73861	1.81388	1.92909	1.6992	1.72258	
1.85611	1.74286	1.82193	1.95229	1.68672	1.73496	
1.8558	1.76736	1.82647	1.95505	1.69924	1.71646	
1.85425	1.76923	1.83159	1.94769	1.70267	1.72401	
1.83761	1.78461	1.82001	1.93228	1.68018	1.69596	
1.84084	1.78698	1.79239	1.93727	1.67689	1.69443	
1.84885	1.78464	1.77989	1.91446	1.65451	1.71682	
1.81161	1.79146	1.77212	1.8853	1.66842	1.71966	
1.80974	1.78937	1.76172	1.88197	1.66894	1.73791	
1.81889	1.82115	1.75812	1.89469	1.66965	1.7178	
1.81596	1.81393	1.74943	1.9176	1.67239	1.7378	
1.83802	1.82244	1.74346	1.92206	1.63096	1.73275	
1.82726	1.82492	1.73601	1.89662	1.62904	1.73539	
1.82546	1.78846	1.72463	1.89565	1.63222	1.73039	
1.82972	1.80361	1.71632	1.88851	1.63433	1.72679	
1.81283	1.81876	1.71373	1.87551	1.6573	1.72146	
1.80729	1.8083	1.73046	1.87947	1.69872	1.70111	
1.80328	1.81077	1.71113	1.87972	1.69702	1.69974	
1.79706	1.83363	1.69168	1.86375	1.7107	1.7233	
1.80504	1.80047	1.68373	1.85784	1.70817	1.74979	
1.83016	1.77636	1.66746	1.85969	1.70577	1.79236	
1.83152	1.80785	1.65855	1.85733	1.68104	1.79282	
1.82928	1.80017	1.64817	1.85858	1.67084	1.78576	
1.8224	1.81474	1.63536	1.86072	1.6701	1.79468	
1.84667	1.81677	1.62949	1.85532	1.68435	1.78571	
1.84112	1.83108	1.64845	1.85091	1.67441	1.77949	
1.83197	1.84641	1.65104	1.87288	1.6967	1.75772	
1.83414	1.84054	1.64246	1.86359	1.70743	1.82827	
1.8398	1.85997	1.64037	1.8631	1.72612	1.81281	
1.83721	1.83661	1.64185	1.85147	1.74903	1.83404	
1.84523	1.84391	1.63663	1.82968	1.75667	1.80698	
1.82942	1.84135	1.63022	1.8235	1.76806	1.85658	
1.82911	1.8324	1.6262	1.83971	1.77505	1.85314	
1.82633	1.82857	1.62255	1.84645	1.77688	1.87153	
1.84195	1.79763	1.62081	1.8596	1.77269	1.87283	
1.83298	1.78435	1.64682	1.88258	1.77947	1.89234	
1.83339	1.79434	1.62529	1.87639	1.76387	1.9066	
1.8219	1.7912	1.63577	1.87297	1.77551	1.91292	
1.81138	1.79042	1.63946	1.87519	1.7771	1.88322	
1.81593	1.79251	1.63225	1.87681	1.80421	1.85724	
1.7909	1.79825	1.6331	1.88732	1.81463	1.81417	
1.78906	1.76665	1.61413	1.867	1.82935	1.79717	
1.79194	1.75576	1.64644	1.84502	1.83093	1.79653	
1.81015	1.74241	1.65435	1.83187	1.83707	1.78467	
1.80469	1.72563	1.64849	1.82548	1.82476	1.7961	
1.80644	1.73279	1.63126	1.82785	1.84558	1.79039	
1.81365	1.7238	1.64638	1.80649	1.83867	1.77324	
1.81393	1.72765	1.66382	1.81301	1.82501	1.69237	
1.80963	1.74017	1.66158	1.81453	1.81743	1.68758	
1.82	1.73818	1.66112	1.84344	1.83856	1.66245	
1.80877	1.7568	1.67845	1.8793	1.84422	1.66352	
1.81384	1.7476	1.67953	1.8837	1.83876	1.61845	
1.8417	1.75924	1.68784	1.8709	1.85817	1.62723	
1.84134	1.75518	1.7025	1.86389	1.87587	1.62391	
1.84425	1.75028	1.70353	1.86125	1.89262	1.63126	
1.8441	1.74787	1.66969	1.83678	1.86999	1.61712	
1.85796	1.73564	1.66676	1.84606	1.85515	1.60535	
1.87199	1.72794	1.64906	1.85548	1.84047	1.59399	
1.8782	1.69627	1.64524	1.86591	1.82991	1.62084	
1.88512	1.69124	1.67271	1.86249	1.82358	1.62278	
1.89074	1.68923	1.67778	1.87153	1.81019	1.63438	
1.89358	1.69311	1.70317	1.88927	1.81853	1.65662	
1.89697	1.69615	1.67181	1.88971	1.83936	1.65571	
1.89356	1.69393	1.67021	1.89571	1.83275	1.65402	
1.89702	1.69538	1.67819	1.91315	1.83008	1.64727	
1.8986	1.66955	1.69153	1.95485	1.81978	1.66434	
1.91389	1.65726	1.67853	1.95973	1.81028	1.66654	
1.9149	1.65122	1.67051	1.95887	1.80999	1.70499	
1.93021	1.61699	1.67826	1.96045	1.79528	1.71122	
1.91894	1.6275	1.70068	1.93703	1.75998	1.72685	
1.91624	1.61107	1.70036	1.89825	1.75214	1.73291	
1.90854	1.63837	1.70209	1.89246	1.75411	1.73062	
1.88402	1.62109	1.7072	1.91244	1.74506	1.71936	
1.91757	1.6474	1.70246	1.94032	1.74348	1.70249	
1.89997	1.64867	1.72175	1.95467	1.74177	1.69719	
1.92678	1.66898	1.74232	1.95467	1.7529	1.68922	
1.9177	1.67606	1.7581	1.95151	1.75684	1.6849	
1.89706	1.68596	1.76204	1.94872	1.77618	1.68487	
1.90207	1.69562	1.78262	1.93755	1.77882	1.66065	
1.88696	1.70827	1.77624	1.94151	1.77264	1.65522	
1.90156	1.74806	1.7811	1.92034	1.77735	1.65286	
1.90512	1.7506	1.76312	1.94095	1.76749	1.63093	
1.9237	1.76014	1.76667	1.93988	1.75047	1.62859	
1.91673	1.77121	1.7613	1.98692	1.74378	1.63104	
1.8967	1.77036	1.76575	1.98076	1.73827	1.63015	
1.89693	1.78747	1.79179	1.94933	1.72981	1.61223	
1.87483	1.78669	1.78813	1.94742	1.72819	1.63363	
1.87813	1.7868	1.77943	1.93525	1.74663	1.61881	
1.8656	1.79763	1.78807	1.92698	1.74908	1.61551	
1.86631	1.78263	1.78054	1.92419	1.76611	1.6292	
1.8837	1.77388	1.78856	1.94701	1.76902	1.63052	
1.88297	1.74497	1.78315	1.94665	1.76903	1.6516	
1.88442	1.74368	1.77156	1.92649	1.75148	1.66059	
1.84854	1.73174	1.76252	1.91409	1.73133	1.67977	
1.88338	1.74259	1.76013	1.91174	1.71689	1.68996	
1.85458	1.72468	1.77029	1.92978	1.70235	1.73248	
1.85546	1.71495	1.76392	1.93052	1.68895	1.74234	
1.8619	1.71579	1.76858	1.94552	1.69667	1.75499	
1.86516	1.71838	1.75409	1.96908	1.70678	1.77344	
1.87795	1.73842	1.7661	1.97225	1.71926	1.84584	
1.8536	1.70261	1.75722	1.99048	1.72508	1.85185	
1.87741	1.69683	1.74973	1.9627	1.71459	1.87824	
1.84493	1.6867	1.74978	1.97126	1.71975	1.89172	
1.843	1.6746	1.75244	1.94253	1.71979	1.90621	
1.84641	1.67457	1.75741	1.93456	1.7272	1.91971	
1.84577	1.68177	1.73102	1.92763	1.75616	1.9486	
1.85207	1.69594	1.72544	1.95331	1.76828	1.93681	
1.85224	1.69381	1.72157	1.94431	1.73956	1.92162	
1.85369	1.68372	1.7073	1.96604	1.74484	1.92579	
1.85294	1.67646	1.68837	1.96051	1.72608	1.92616	
1.84015	1.67481	1.67981	1.96329	1.73713	1.9414	
1.84214	1.67619	1.69651	1.98406	1.73457	1.93854	
1.87072	1.67654	1.7102	1.98611	1.7396	1.94047	
1.89062	1.69031	1.71135	1.98473	1.75256	1.92883	
1.85706	1.68779	1.69821	1.97015	1.75593	1.91677	
1.8659	1.69311	1.67221	1.95647	1.76132	1.87923	
1.86202	1.69572	1.69731	1.95579	1.77127	1.88159	
1.85701	1.68492	1.69988	1.94182	1.76606	1.8875	
1.85132	1.69664	1.69312	1.93097	1.75881	1.8902	
1.83978	1.67189	1.66936	1.93201	1.73348	1.82595	
1.84896	1.66969	1.67435	1.93761	1.7365	1.82697	
1.81492	1.6651	1.68393	1.95091	1.73467	1.8088	
1.81745	1.6629	1.68608	1.97239	1.73136	1.79975	
1.81251	1.67971	1.69882	1.97857	1.73221	1.78741	
1.80285	1.70781	1.70552	1.98817	1.74467	1.81466	
1.80593	1.68752	1.70171	1.99281	1.72461	1.81013	
1.78683	1.67323	1.72734	1.96579	1.71131	1.81156	
1.76836	1.66904	1.728	1.9815	1.71952	1.83966	
1.77618	1.66957	1.72627	1.9674	1.71415	1.83992	
1.77971	1.68393	1.74665	1.98391	1.71249	1.82964	
1.7777	1.70898	1.73599	1.97603	1.69374	1.82784	
1.77341	1.7068	1.72717	1.9585	1.70071	1.81337	
1.73465	1.70783	1.71309	1.95732	1.69153	1.8331	
1.70711	1.67584	1.70923	1.96307	1.68337	1.83664	
1.69348	1.67085	1.70765	1.97247	1.68429	1.8469	
1.71225	1.66432	1.71137	1.97067	1.68319	1.85138	
1.7065	1.65936	1.71197	1.98308	1.689	1.85005	
1.69914	1.66307	1.70993	1.98368	1.66613	1.84598	
1.6909	1.64138	1.72171	1.99338	1.67006	1.82919	
1.67519	1.66415	1.71609	1.97799	1.66901	1.83124	
1.68317	1.6602	1.7294	1.95008	1.65864	1.82533	
1.6826	1.66477	1.73143	1.91976	1.6557	1.84414	
1.70565	1.67601	1.7273	1.89011	1.65167	1.85487	
1.70318	1.65908	1.71009	1.87619	1.65675	1.8563	
1.70341	1.64831	1.68707	1.89944	1.63554	1.82299	
1.70075	1.66173	1.69931	1.91819	1.62707	1.80854	
1.72417	1.66674	1.68442	1.9176	1.63144	1.80496	
1.72636	1.68685	1.69468	1.91014	1.62023	1.77844	
1.72476	1.69639	1.69973	1.93678	1.62189	1.77097	
1.71104	1.71652	1.68891	1.94787	1.6273	1.76892	
1.7041	1.70345	1.74948	1.9495	1.62617	1.76157	
1.70118	1.70852	1.7576	1.94537	1.6144	1.77211	
1.70789	1.71528	1.76867	1.94739	1.64278	1.75262	
1.71067	1.72144	1.79929	1.93213	1.65314	1.75413	
1.73191	1.72061	1.83552	1.94029	1.66075	1.7496	
1.69552	1.71992	1.84437	1.95729	1.67898	1.74447	
1.6991	1.74922	1.83032	1.96503	1.66128	1.73732	
1.69811	1.75105	1.84869	1.96534	1.67034	1.72763	
1.70011	1.76463	1.86475	1.94527	1.65871	1.73171	
1.71619	1.79083	1.89546	1.96074	1.66117	1.73833	
1.70128	1.79914	1.88489	1.98354	1.65608	1.74751	
1.70301	1.80567	1.87974	2.01012	1.65877	1.73323	
1.67871	1.7962	1.89182	2.0127	1.65734	1.73166	
1.67275	1.79812	1.90425	2.01417	1.65134	1.73237	
1.67695	1.78577	1.91616	1.98678	1.65261	1.73076	
1.68496	1.76613	1.90094	1.98301	1.6551	1.73199	
1.66461	1.7679	1.91688	1.97761	1.65487	1.73274	
1.67562	1.75368	1.93358	1.98168	1.65834	1.74729	
1.66363	1.74327	1.94659	1.97654	1.65466	1.78871	
1.66838	1.70817	1.94721	1.95801	1.64311	1.79285	
1.66719	1.70272	1.92536	1.94402	1.64186	1.79413	
1.66976	1.69847	1.92252	1.96143	1.6587	1.79044	
1.66708	1.68869	1.94385	1.96413	1.7288	1.78579	
1.67021	1.6853	1.93342	1.96981	1.71815	1.78024	
1.65081	1.68366	1.90991	1.95399	1.71458	1.77973	
1.66394	1.68095	1.90861	1.94997	1.69393	1.81511	
1.67866	1.65231	1.89643	1.92879	1.70178	1.82227	
1.69977	1.67449	1.88454	1.94994	1.70678	1.85288	
1.70863	1.69511	1.87075	1.9625	1.72119	1.85822	
1.69775	1.66432	1.8694	1.97036	1.73378	1.85587	
1.69398	1.65642	1.8919	1.98261	1.73365	1.86736	
1.72283	1.66931	1.89298	1.966	1.7531	1.86166	
1.7313	1.66477	1.90652	1.98305	1.75304	1.8636	
1.75759	1.66424	1.90364	1.9699	1.75747	1.87249	
1.76243	1.66071	1.92482	1.97021	1.76317	1.88997	
1.76352	1.66838	1.92206	1.96759	1.77526	1.89088	
1.76498	1.66172	1.90818	1.96753	1.7718	1.90259	
1.77207	1.66251	1.91497	1.95864	1.77468	1.89979	
1.77135	1.6643	1.90711	1.94426	1.77618	1.87447	
1.77736	1.66514	1.9054	1.93517	1.78552	1.86183	
1.77946	1.66262	1.86642	1.92329	1.79472	1.85273	
1.78412	1.66309	1.85722	1.89752	1.77931	1.85052	
1.80468	1.66921	1.83071	1.8898	1.68362	1.85187	
1.83003	1.67411	1.84998	1.88107	1.7041	1.8579	
1.85496	1.67486	1.85309	1.90525	1.71355	1.86549	
1.87078	1.69176	1.85631	1.88527	1.71172	1.83595	
1.8621	1.71862	1.85953	1.9135	1.70912	1.83066	
1.84943	1.69667	1.87509	1.90987	1.70541	1.8039	
1.83719	1.68291	1.87005	1.88615	1.70957	1.79528	
1.83761	1.66669	1.85217	1.87135	1.70005	1.80908	
1.84408	1.67185	1.82904	1.84675	1.70026	1.794	
1.82098	1.65621	1.83094	1.87797	1.67969	1.79529	
1.81792	1.66233	1.81559	1.86752	1.68491	1.79509	
1.81036	1.65816	1.82173	1.874	1.69984	1.79075	
1.80513	1.6589	1.79465	1.87532	1.69058	1.78102	
1.79534	1.65566	1.7982	1.86219	1.68244	1.82811	
1.79945	1.65719	1.83084	1.86066	1.68715	1.86295	
1.80972	1.68333	1.81212	1.85288	1.70087	1.92581	
1.82489	1.68262	1.81435	1.84559	1.69932	1.97303	
1.82298	1.68484	1.81452	1.86847	1.69146	2.27195	
1.82888	1.69459	1.82684	1.89298	1.67751	2.70753	
1.84483	1.71957	1.83593	1.90905	1.69631	3.0398	
1.8302	1.7188	1.86955	1.92382	1.6953	3.38296	
1.82388	1.73039	1.85183	1.93126	1.67136	3.76278	
1.80462	1.72722	1.85016	1.89741	1.65725	4.00882	
1.79015	1.71574	1.84822	1.90385	1.652	4.25979	
1.79895	1.68812	1.86613	1.87629	1.64654	4.56375	
1.80216	1.68008	1.84675	1.85047	1.63782	4.81559	
1.81883	1.65663	1.86552	1.86137	1.6187	4.90239	
1.8259	1.65436	1.86431	1.87529	1.61373	4.95701	
1.82628	1.65349	1.86441	1.87695	1.6148	5.06729	
1.75557	1.6451	1.86419	1.85526	1.61999	5.16068	
1.69165	1.63659	1.87572	1.8626	1.61358	5.23966	
1.61954	1.6343	1.87552	1.86938	1.5945	5.31881	
1.55831	1.63231	1.87574	1.86318	1.59596	5.32865	
1.49065	1.62465	1.88387	1.87278	1.59951	5.27659	
1.42854	1.62593	1.87486	1.87961	1.59661	5.24317	
1.34336	1.60014	1.89067	1.88791	1.58327	5.16264	
1.26963	1.59965	1.9171	1.88847	1.58141	5.09774	
1.20408	1.6005	1.92158	1.86962	1.59074	4.78707	
1.1386	1.58666	1.91908	1.85678	1.62228	4.35745	
1.05697	1.56001	1.92195	1.85006	1.60112	4.02819	
0.991637	1.55539	1.91362	1.84324	1.60567	3.70127	
