0 restore_end page_write
0 0 0
0 0 4395
0 0 4631
0 0 4634
0 0 4639
0 0 4456
0 0 4614
0 0 4634
0 0 4578
0 0 4456
0 0 4632
0 0 4589
0 0 4611
0 0 4467
0 0 4593
0 0 3525
0 0 3411
0 0 3282
0 0 3415
0 0 3405
0 0 3393
0 0 3423
0 0 3433
0 0 3292
0 0 3422
0 0 3429
0 0 3423
0 0 3416
0 0 3279
0 0 3385
0 0 3412
0 0 3439
0 0 3333
0 0 3365
0 0 3298
0 0 3416
0 0 3328
0 0 3392
0 0 3426
0 0 3293
0 0 3422
0 0 3376
0 0 3415
0 0 3416
0 0 3335
0 0 3236
0 0 3412
0 0 3408
0 0 3327
0 0 3375
0 0 3314
0 0 3426
0 0 3388
0 0 3381
0 0 3412
0 0 3407
0 0 3270
0 0 3368
0 0 3415
0 0 3419
0 0 3315
0 0 3298
0 0 3421
0 0 3418
0 0 3411
0 0 3432
0 0 3311
0 0 3419
0 0 3424
0 0 3419
0 0 3412
0 0 3419
0 0 3291
0 0 3411
0 0 3410
0 0 3408
0 0 3416
0 0 3298
0 0 3416
0 0 3427
0 0 3419
0 0 3424
0 0 3405
0 0 3292
0 0 3369
0 0 3408
0 0 3418
0 0 3488
0 0 3273
0 0 3411
0 0 3412
0 0 3405
0 0 3299
0 0 3360
0 0 3291
0 0 3426
0 0 3426
0 0 3427
0 0 3425
0 0 3301
0 0 3352
0 0 3412
0 0 3413
0 0 3426
0 0 3406
0 0 3368
0 0 3416
0 0 3408
713 0 13705
3463 0 27596
6996 0 22252
10924 0 17699
14877 0 16423
18846 0 14554
22820 0 12882
26852 0 11963
30948 0 10532
35076 0 9539
37337 0 4958
37337 0 0
37337 0 0
37337 0 0
37337 0 0
39186 0 3715
43382 0 8036
47646 0 7218
51889 0 6902
56192 0 6204
60378 0 5715
64622 0 5256
68908 0 4792
73221 0 4489
77587 0 4315
81953 0 4060
86285 0 3678
90638 0 3456
95147 0 3484
99625 0 3303
104032 0 3084
108490 0 2925
112906 0 2769
117318 0 2529
121697 0 2530
126063 0 2339
130573 0 2349
134999 0 2207
139387 0 2173
143907 0 2135
148397 0 1994
152011 0 1615
155649 0 1529
159808 0 1639
164308 0 1741
168831 0 1735
173277 0 1596
177712 0 1514
182219 0 1454
186798 0 1470
191211 0 1320
195613 0 1352
199798 0 1198
203561 0 1068
207290 0 997
210852 0 933
214971 108 1110
219339 164 1112
223799 158 1109
228231 161 1010
232671 151 1037
237067 160 1001
241519 157 1031
246057 160 933
250516 160 890
254929 161 916
259326 160 872
263804 157 879
268247 160 810
272702 159 755
277175 158 773
281661 161 800
286141 161 793
290600 154 760
295036 160 700
299517 160 685
303941 160 639
308328 159 610
312740 157 704
317197 159 582
321651 160 631
326092 156 619
330525 161 617
335012 164 590
339495 165 594
344005 160 582
348501 158 559
352638 162 502
356981 162 489
361452 179 513
365890 161 502
370338 165 482
374844 171 413
379345 164 449
383846 162 464
388341 162 464
392749 160 449
397214 161 410
401645 161 437
406130 159 418
410625 163 391
415114 164 415
419614 161 444
424042 165 402
428475 159 397
433000 160 377
437385 159 358
441868 161 381
446405 165 392
450866 164 358
455412 162 347
459812 168 359
464277 163 325
468740 160 304
473217 163 308
477726 161 418
482224 160 627
486733 161 607
491251 159 477
495688 176 1307
500152 157 951
504567 155 1538
509060 161 1100
513495 161 1022
517952 154 920
522431 160 872
526980 159 856
531406 159 822
535878 159 701
540324 157 777
544818 159 754
549320 157 732
553762 159 717
558181 157 702
562675 163 707
567161 156 723
571225 141 673
575622 158 690
580104 159 643
584570 163 696
589044 160 669
593454 157 666
597828 160 720
602231 161 682
606581 157 651
610956 159 604
615353 158 720
619764 159 676
624202 159 674
628717 178 725
633089 158 696
637441 168 618
641760 162 710
646162 166 638
650653 160 701
654770 165 593
659032 161 586
663452 163 634
667837 154 621
672256 159 782
676675 154 762
681054 161 727
685430 161 603
689847 161 624
694170 159 682
698490 156 1338
702848 154 1056
707105 153 1663
711410 156 1261
715718 154 1437
720061 156 1164
724060 150 1028
728305 155 1058
732644 156 962
736825 155 1030
741196 161 1020
745611 157 977
749956 158 1093
754290 160 951
758777 173 863
763212 162 945
767599 162 836
771993 158 1045
776340 162 925
780595 156 1410
785029 156 1312
789306 151 1887
793659 155 1465
797965 155 1364
802349 160 1407
806500 150 1490
810694 147 1553
815014 153 1473
819449 154 1260
823690 154 2060
828043 153 1409
832331 147 2285
836663 149 1605
841057 152 1742
845325 151 2005
849669 150 1748
853645 147 2740
857883 150 1884
862088 149 2245
866337 145 2313
870564 148 2583
874686 144 3019
878900 147 2784
883068 145 3171
887143 154 3477
891001 146 3528
894636 145 3671
898227 138 4583
901746 133 5841
904664 123 5811
907110 129 7037
909287 124 8033
911601 124 7952
913373 122 7062
915168 125 7339
916538 131 5893
917703 128 5129
918464 144 3575
919252 139 3911
920210 141 4310
920990 139 3503
921696 142 3295
922435 144 3655
923172 137 3754
924210 138 5011
924975 138 3749
925774 143 3727
926536 143 3717
927220 141 3280
927932 140 3720
929087 134 5386
929659 139 2949
930344 140 3573
931217 140 4075
932005 148 3844
932595 152 2998
933304 144 3419
934007 142 3512
934715 148 3701
935451 150 3374
936154 142 3484
937248 133 5102
937821 144 2885
938516 145 3409
939349 140 3880
940151 144 3492
940707 142 3083
941451 143 3507
942203 140 3728
942992 140 3915
943771 141 3940
944521 140 3554
945268 142 3693
946134 143 3953
946797 144 3233
947535 142 3527
948258 140 3669
949121 141 4088
949814 143 3317
950448 144 3386
951086 143 3254
951850 139 3700
952682 138 4071
953236 145 2852
953993 145 3562
954729 152 3539
955296 149 2880
956275 136 4557
956963 144 3462
957734 141 3457
958302 149 2876
959057 144 3847
959576 147 2828
960234 146 3303
960855 142 3236
961459 144 3009
962174 145 3240
962745 142 3112
963413 141 3235
963913 146 2673
964444 148 2860
965103 144 3329
965518 150 2291
966400 145 3991
966834 146 2301
967298 146 2365
967929 148 3361
968403 146 2593
969080 141 3360
969723 140 3111
970397 144 3219
970847 147 2396
971289 145 2551
971921 142 3320
972391 157 2397
973064 148 3514
973686 148 3029
974329 145 3131
974916 153 2942
975356 145 2268
975838 147 2531
976471 150 2989
976967 143 2771
977588 144 3263
977993 148 2175
978534 143 2852
979096 145 2909
979614 140 2903
980062 149 2304
980579 144 2608
980834 158 1341
980834 167 0
980834 163 0
980834 168 0
980834 166 0
980834 165 0
980834 167 0
980834 168 0
980834 166 0
980834 159 0
980834 167 0
980834 163 0
980834 162 0
980834 165 0
980834 179 0
980834 174 0
980834 171 0
980834 168 0
980834 172 0
980834 172 0
980834 167 0
980834 166 0
980834 165 0
980834 171 0
980834 164 0
980834 164 0
980834 167 0
980834 164 0
980834 168 0
980834 164 0
980834 165 0
980834 165 0
980834 163 0
980834 160 0
980834 160 0
980834 163 0
980834 165 0
980834 163 0
980834 162 0
980834 167 0
980834 161 0
980834 164 0
980834 164 0
980834 165 0
980834 178 0
980834 173 0
980834 164 0
980834 167 0
980834 167 0
980834 167 0
980834 163 0
980834 172 0
980834 167 0
980834 165 0
980834 166 0
980834 161 0
980834 161 0
980834 164 0
980834 162 0
980834 159 0
980834 163 0
980834 157 0
980834 165 0
980834 164 0
980834 162 0
980834 164 0
980834 166 0
980834 165 0
980834 163 0
980834 164 0
980834 165 0
980834 167 0
980834 164 0
980834 162 0
980834 175 0
980834 172 0
980834 166 0
980834 171 0
980834 167 0
980834 168 0
980834 168 0
980834 167 0
980834 162 0
980834 166 0
980834 161 0
980834 165 0
980834 162 0
980834 166 0
980834 170 0
980834 164 0
980834 167 0
980834 168 0
980834 160 0
980834 167 0
980834 164 0
980834 163 0
980834 160 0
980834 162 0
980834 162 0
980834 169 0
980834 166 0
980834 168 0
980834 160 0
980834 163 0
980834 175 0
980834 177 0
980834 109 3
980834 92 3
980835 85 3
980835 88 5
980836 90 6
980838 83 4
980839 89 6
980839 88 3
980841 87 4
980842 85 3
980843 85 3
980843 92 6
980843 86 7
980845 90 5
980846 91 4
980847 79 9
980848 107 5
980850 81 5
980851 88 11
980854 86 10
980856 86 17
980858 86 6
980860 85 19
980862 85 4
980863 86 12
980865 111 3
980865 155 0
980865 160 0
980865 153 0
980865 169 0
980865 162 0
980866 133 12
980869 96 5
980870 86 15
980874 84 35
980880 90 9
980882 101 8
980887 89 16
980889 88 12
980894 86 24
980906 83 43
980917 88 41
980920 101 2
980960 99 194
980981 82 112
981019 88 276
981110 108 344
981111 84 3
981113 82 3
981115 98 2
981116 84 13
981121 97 9
981125 82 13
981128 113 8
981131 87 13
981151 119 45
981169 91 80
981178 94 3
981182 86 4
981185 82 10
981196 87 19
981204 83 12
981212 100 13
981214 105 19
981276 112 165
981332 88 124
981335 100 6
981339 90 13
981343 111 8
981356 78 20
981359 84 7
981372 91 18
981424 110 106
981622 88 329
981856 107 341
981962 87 140
981970 88 6
981982 109 8
981984 89 6
982026 102 88
982058 90 55
982252 103 286
982395 83 129
982576 81 171
982588 78 14
982593 81 7
982613 88 8
982662 88 62
982745 107 132
982766 88 39
982773 104 6
982775 86 5
982973 83 144
982979 106 4
983004 83 8
983016 86 4
983055 94 54
983138 78 121
983393 106 293
983676 86 319
983948 95 164
984095 92 96
984163 104 77
984197 91 14
984202 100 3
984583 84 446
984621 87 40
984810 87 174
985000 88 97
985384 85 182
985601 83 107
985628 87 12
985668 79 25
985832 90 174
986134 82 273
986284 98 173
986441 77 116
986597 70 188
986693 106 102
987144 70 432
987726 81 483
988598 106 492
989527 83 530
990481 94 426
990765 79 142
991485 89 353
992492 85 564
993354 90 366
993821 84 205
994426 89 357
995159 87 155
996463 83 344
997651 81 328
997674 86 18
997706 89 56
997794 84 134
997923 87 543
998017 100 146
998067 80 26
999699 85 506
1001327 80 535
1003190 87 775
1005026 84 885
1006549 89 1247
1007395 93 779
1007587 81 171
1008054 83 218
1008836 74 339
1010661 74 1899
1012475 69 1698
1013893 66 1481
1014510 91 1203
1015934 77 1378
1017519 60 2325
1019977 74 2242
1022719 75 2036
1025883 92 2350
1029020 86 2170
1031843 77 2471
1034545 77 2931
1037294 84 3466
1040203 83 2707
1042405 71 4287
1044438 67 4153
1046049 56 4641
1047068 74 3992
1048129 144 4873
1048997 146 4377
1049529 150 2820
1050115 145 3203
1050580 149 2596
1051070 150 2799
1051559 145 2634
1052034 151 2501
1052568 151 2723
1053119 147 2889
1053550 147 2306
1054100 144 3179
1054693 146 3042
1055263 143 2915
1055726 165 2529
1056385 148 3214
1056959 152 3142
1057400 151 2290
1057853 151 2602
1058256 154 2212
1058708 147 2460
1059145 150 2258
1059583 149 2396
