45 GB	40 GB	35 GB	30 GB	
1.52707	4.73102	16.8163	90.4504	
1.44949	4.65819	16.1048	89.8024	
1.35792	4.68659	16.5383	87.7454	
1.44636	4.81298	16.9316	92.8366	
1.42482	2.58463	16.5266	90.5613	
1.48773	2.5855	16.2906	88.6061	
1.53646	2.5704	15.2684	89.2301	
1.7753	2.51937	15.26	87.7347	
1.8404	2.53277	15.5366	85.5396	
1.97195	2.53026	15.7175	85.6359	
2.05586	2.60889	16.1834	82.729	
2.14864	2.64083	16.9741	84.4946	
2.1811	2.65119	11.7002	84.6404	
2.2098	2.74312	11.6341	84.4118	
2.21853	2.62692	12.4166	91.4589	
2.25525	2.60926	12.6412	86.688	
2.27884	2.73657	13.2364	88.4412	
2.29835	2.75251	13.4539	82.2457	
2.31733	2.99184	12.5668	72.2971	
2.36702	3.13918	12.382	71.1885	
2.38153	3.21483	16.0898	74.3252	
2.40672	3.27048	20.1185	77.0643	
2.42951	3.20642	19.454	79.1581	
2.32978	3.19861	18.7899	73.6077	
2.37454	3.18073	18.1411	72.9408	
2.33493	3.17286	17.9842	70.3172	
2.2376	3.28314	17.6565	71.5449	
2.00559	3.29419	17.6857	68.7549	
1.95885	3.26569	17.2935	75.5742	
1.84305	3.25916	18.0094	76.0534	
1.7883	3.16443	17.647	80.8325	
1.70138	3.22646	16.8695	79.3226	
1.68952	3.25063	17.2313	78.1784	
1.71886	3.16675	16.8452	80.2774	
1.73537	3.20844	15.6089	77.8718	
1.78568	3.3247	15.3993	74.6585	
1.79877	3.27442	15.9661	72.6771	
1.79564	3.31439	16.0591	73.5128	
1.80201	3.15272	16.0527	70.6317	
1.79864	3.04461	16.9815	70.9431	
1.80709	2.93322	12.6602	66.9869	
1.81286	2.9694	8.70378	59.7644	
1.80718	2.94183	8.87054	63.9169	
1.84836	2.89889	9.14053	62.7392	
1.83235	2.87196	10.333	62.1105	
1.79873	2.82966	10.6005	62.1164	
1.81134	2.74332	10.7807	60.9739	
1.7899	2.73217	10.4645	63.2004	
1.7698	2.68058	11.113	63.6124	
1.76249	2.70114	10.0413	70.8126	
1.7494	2.74734	9.86717	67.7724	
1.75636	2.68149	9.95206	69.0254	
1.75486	2.63473	9.51183	69.9849	
1.72033	2.67341	9.99486	68.8143	
1.70182	2.60386	10.0604	66.6686	
1.63465	4.6993	10.4301	65.723	
1.61434	4.69103	9.47183	66.8915	
1.61507	4.63638	8.75781	72.3139	
1.60708	4.53096	8.49449	85.2773	
1.59329	4.45367	7.73761	86.6228	
1.60092	4.45116	7.61745	87.0428	
1.59462	4.33069	7.67249	89.8659	
1.86929	4.28603	7.73595	85.9541	
1.84374	4.20723	7.46645	84.2444	
1.83786	4.111	6.71346	88.4624	
1.849	4.04163	6.9696	93.7985	
1.85979	3.96279	7.48536	92.3007	
1.8732	3.90525	7.7554	89.1892	
1.89029	3.86058	7.67914	83.4965	
1.90013	3.75832	8.20702	75.8699	
1.90915	3.6636	9.04944	76.2235	
1.90644	4.02674	8.98142	76.5133	
1.92121	4.18341	9.00218	75.775	
1.92514	4.30911	8.87959	77.8309	
1.93723	4.71779	8.83994	76.5251	
1.94105	2.9453	9.97921	78.3747	
1.9573	3.02956	10.3327	77.9178	
1.9671	3.01602	10.6762	73.4573	
1.97665	2.98374	10.7229	63.0431	
1.9738	3.07562	10.7896	59.9894	
1.97691	3.13523	10.7942	59.101	
1.98733	3.17187	10.7091	57.7377	
1.72648	3.37092	11.2363	66.5212	
1.72704	3.51979	11.808	66.9496	
1.72728	3.68186	11.4348	66.5718	
1.75643	3.82135	10.9791	62.2703	
1.74346	3.98489	10.7504	62.8486	
1.73316	4.10771	10.7221	65.9737	
1.72704	4.18859	10.7737	76.9864	
1.71929	4.24586	10.1143	81.78	
1.7114	4.32639	9.11736	80.1885	
1.72098	3.91375	9.06986	77.5777	
1.72622	3.73224	10.2412	81.2549	
1.73264	3.52505	10.3783	77.9321	
1.73094	3.13411	10.6748	77.4452	
1.73676	2.70881	9.74487	83.6603	
1.73387	2.5804	10.2778	84.1944	
1.7444	2.58299	10.0281	82.2729	
1.73439	2.69782	10.1752	78.338	
1.73417	2.66395	10.0867	79.9418	
1.72858	2.64845	9.9778	82.7658	
1.71423	2.6549	9.95733	81.0445	
1.70285	2.48761	10.3068	75.268	
1.68316	2.38693	9.71771	77.4393	
1.66558	2.30703	9.60053	77.7904	
1.62003	2.26486	9.76666	76.5429	
1.62606	2.18466	9.56628	76.2961	
1.63463	2.11573	9.52456	75.446	
1.64619	2.06719	8.60136	70.7987	
1.64559	2.05571	9.75078	64.8779	
1.63637	2.07854	9.75971	69.232	
1.63027	2.09922	9.63951	68.941	
1.60771	2.1022	9.28094	68.946	
1.59771	2.13228	8.96956	69.2247	
1.59171	2.09963	8.70203	75.108	
1.58215	2.05763	8.3653	74.2437	
1.57317	2.04094	7.31189	75.9425	
1.55517	2.03042	8.36296	75.7694	
1.56244	1.97505	8.87348	78.1529	
1.55649	1.94488	9.07687	76.1032	
1.55697	1.93255	9.16913	79.0208	
1.55817	1.90942	9.07787	80.3832	
1.55245	1.93476	8.10155	80.5947	
1.55861	1.9437	8.01458	82.3817	
1.56934	1.9068	8.08737	77.3978	
1.57585	1.86407	8.1084	78.7655	
1.57565	1.84112	8.14665	79.161	
1.56557	1.83121	7.74601	77.4015	
1.54418	1.85049	8.09178	76.121	
1.54261	1.84569	7.04579	78.4389	
1.54242	1.80055	7.29866	81.707	
1.53137	1.76564	7.23365	85.6434	
1.53931	1.75778	6.35261	85.2146	
1.54023	1.74183	6.15249	83.6373	
1.53428	1.74766	6.3938	80.8144	
1.55049	1.77142	6.43988	75.6042	
1.54565	1.75687	6.64128	77.7081	
1.54601	1.7637	5.53564	77.8192	
1.54779	1.74581	5.02914	75.993	
1.54899	1.73683	4.69147	78.6274	
1.54158	1.71655	4.87313	76.489	
1.546	1.72337	5.83064	77.8689	
1.58046	1.69923	5.76766	77.9473	
1.60288	1.68651	6.02763	73.4806	
1.62587	1.68967	5.96775	76.5662	
1.65204	1.7185	5.60069	75.4022	
1.66482	1.72123	5.34325	82.9796	
1.68706	1.75546	5.37348	86.801	
1.71622	1.74253	5.06862	82.9906	
1.72085	1.76712	4.95847	80.5786	
1.72342	1.76799	4.71474	73.4047	
1.73409	1.76294	4.72629	71.9602	
1.73043	1.78474	4.81239	69.3256	
1.72993	1.85165	4.94951	69.0531	
1.76473	1.90302	4.91294	65.517	
1.77607	1.90829	4.52691	68.9722	
1.77274	1.941	4.35977	63.7357	
1.81041	1.93561	4.33705	64.7454	
1.80596	1.93316	4.15126	64.1954	
1.80209	1.93785	4.23438	64.6866	
1.80264	1.9561	4.09499	62.0883	
1.81055	1.97963	3.17747	60.1492	
1.79261	1.99324	3.17445	58.4575	
1.78319	2.00725	2.86985	60.6578	
1.7602	2.00515	3.01225	62.9928	
1.73079	1.9729	3.28773	62.3085	
1.71655	1.95506	3.40471	57.721	
1.69199	1.92359	3.39967	53.6634	
2.47745	1.94494	3.50677	52.0024	
2.47181	1.93703	3.49455	52.4924	
2.47215	1.92541	3.42965	54.8853	
2.47534	1.98307	3.38415	67.2472	
2.4913	1.96002	3.34019	70.9551	
2.49466	1.92272	3.38361	73.1718	
2.47765	1.86929	3.23041	77.0331	
2.44983	1.85841	3.32805	73.1297	
2.4739	1.84828	3.42878	77.2234	
2.43181	1.8414	3.53726	76.3593	
2.46669	1.83722	4.03747	80.0532	
2.47899	1.8488	4.12584	78.4474	
2.50691	1.83727	3.97545	78.6213	
2.51202	1.81848	4.16584	79.6877	
2.53297	1.80757	4.34236	78.0908	
2.52573	1.77881	4.58306	77.0353	
2.54896	1.79617	4.43435	72.1702	
2.59516	1.7979	4.16358	74.0113	
2.60411	1.80369	4.55937	69.2489	
2.64113	1.83396	4.53206	69.6569	
1.83783	1.82868	4.5548	70.9828	
1.86097	1.82648	4.68413	70.5354	
1.86375	1.83737	5.04133	68.6205	
1.86488	1.8008	4.95776	54.1074	
1.84464	1.79234	4.92588	50.1053	
1.83889	1.78115	5.12697	52.4554	
1.82722	1.79428	4.98171	51.1865	
1.82966	1.80167	5.13307	51.314	
1.80743	1.79257	5.70315	47.9077	
1.81578	1.83985	5.66522	47.7318	
1.78176	1.84055	5.11592	44.6614	
1.80371	1.81749	5.00857	45.0218	
1.79896	1.82326	5.23448	46.4864	
1.79574	1.8224	5.01751	56.5161	
1.78052	1.82592	4.83207	54.9279	
1.7955	1.8578	4.6093	54.2321	
1.78132	1.84713	4.65536	55.6855	
1.76265	1.8968	4.65491	56.4093	
1.76228	1.8945	4.16287	58.1715	
1.7384	1.91433	4.39428	62.4705	
1.73137	1.91566	4.46771	64.6902	
1.71114	1.93065	4.51219	64.2611	
1.71397	1.95008	4.19164	64.6924	
1.71793	1.94195	4.29476	67.7252	
1.73731	1.94713	4.45255	73.7416	
1.73868	1.92994	4.21362	70.4044	
1.74742	1.93916	4.34109	69.9164	
1.77386	1.9546	4.22352	70.7143	
1.80092	1.94036	3.63692	70.9589	
1.80757	1.89849	3.55929	73.4071	
1.81935	1.89572	3.71629	73.7441	
1.81541	1.91198	3.81534	71.762	
1.80212	1.95784	3.55445	70.645	
1.83734	1.95101	3.61474	60.4297	
1.8239	1.96868	3.54714	62.7916	
1.81121	1.97251	3.81059	62.6993	
2.05269	1.97421	4.24503	61.8224	
2.0379	1.93568	4.22858	60.2486	
2.06339	1.94657	4.29686	57.7431	
2.07741	1.91722	4.17335	53.336	
2.0857	1.91799	3.96242	52.9154	
2.10086	1.91684	3.77175	52.9937	
2.11163	1.89475	3.77151	52.396	
2.11331	1.89953	3.73726	51.0455	
2.10956	1.91507	3.73659	45.4602	
2.10829	1.92053	3.67208	46.4285	
2.09543	1.90114	3.48978	43.0402	
2.07628	1.87921	3.76039	42.0265	
2.06911	1.86414	3.82027	43.2374	
2.06254	1.86971	3.79449	41.6884	
2.07015	1.88036	3.65161	43.5871	
2.0658	1.88513	3.54205	45.4925	
2.07025	1.85202	3.55139	44.6183	
2.0368	1.85644	3.47576	43.286	
2.03954	1.85818	3.55461	42.1754	
2.04937	1.84517	3.33808	41.7059	
1.79816	1.87119	2.8927	40.5041	
1.80421	1.86691	2.92724	39.9991	
1.77403	1.8725	2.84097	41.8268	
1.75695	1.85144	2.84795	42.2262	
1.7787	1.87015	2.83584	39.8028	
1.79607	1.8611	2.79402	40.2613	
1.7842	1.85689	2.99566	41.4683	
1.88329	1.87328	3.13299	42.5103	
1.88876	1.87356	3.01092	44.5844	
1.89062	2.03971	2.99659	43.4193	
1.90205	2.05154	3.02354	44.2037	
1.913	2.33392	2.6453	49.8805	
1.91299	2.34947	2.55152	49.1104	
1.91432	2.35943	2.56593	48.964	
1.91644	2.37478	2.70763	49.2072	
1.90957	2.37115	2.74005	47.2531	
1.93046	2.37279	2.74341	49.0582	
1.9273	2.39735	2.74373	48.6654	
1.93091	2.37642	2.65179	47.9013	
1.93367	2.39118	2.96048	47.6343	
1.93777	2.37297	3.03927	48.4651	
1.93772	2.38017	3.30202	49.9912	
1.93926	2.36228	3.42989	49.2837	
1.96247	2.37117	3.36163	48.8521	
1.94272	2.34278	3.54703	47.0649	
2.047	2.33066	3.60934	49.4808	
2.05516	2.34455	3.40704	49.908	
1.9535	2.32115	3.31606	47.3602	
1.95799	2.30503	3.27751	44.6619	
1.95926	2.1282	3.26043	44.7527	
1.96281	2.11767	3.25288	45.9429	
1.95147	1.86286	3.28059	41.299	
1.94931	1.8584	3.23139	42.8016	
1.95369	1.84083	3.27553	42.3975	
1.93353	1.81987	3.16837	42.0448	
1.93461	1.80294	3.18419	42.453	
1.92077	1.78447	3.17924	43.2569	
1.91201	1.75707	3.12683	43.878	
1.90534	1.7597	3.21111	44.5818	
1.90192	1.7389	2.92638	45.975	
1.92401	1.71704	2.83808	46.4708	
1.92625	1.69427	2.60442	52.0909	
1.94236	1.70357	2.50628	51.0535	
1.92223	1.69398	2.49742	52.0545	
1.93336	1.69241	2.32393	54.4443	
1.80982	1.69727	2.32964	52.3351	
1.81161	1.68765	2.2812	51.2725	
1.81335	1.68929	2.25353	51.8973	
1.81664	1.68764	2.23371	51.133	
1.83921	1.72085	2.39496	51.7222	
1.82727	1.72906	2.39962	50.6524	
1.81896	1.68201	2.38432	49.1928	
1.81442	1.67643	2.46173	46.9461	
1.81947	1.6939	2.39331	50.6835	
1.81783	1.68324	2.32312	49.663	
1.80294	1.69405	2.21872	50.5557	
1.7853	1.7028	2.16139	47.6991	
1.78058	1.69687	8.32042	46.9195	
1.79188	1.69236	9.32427	45.1269	
1.79525	1.68174	9.60521	41.7929	
1.78209	1.68424	9.8573	41.1922	
1.76592	1.69907	10.395	34.0048	
1.75732	1.68099	10.5491	35.6936	
1.75112	1.67774	10.5528	34.6478	
1.73309	1.68049	10.5764	31.6482	
1.73142	1.6899	10.527	30.3157	
1.73236	1.68958	10.5363	29.7478	
1.84659	1.71257	10.5435	35.5403	
1.82193	1.7237	10.5617	34.9889	
1.82155	1.69955	10.4064	33.7902	
1.82004	1.69833	10.3978	37.2368	
1.82485	1.69981	10.365	37.9836	
1.82681	1.72523	10.2735	38.6307	
1.80673	1.9627	10.2677	39.5666	
1.80765	1.97472	10.3077	39.2164	
1.83035	1.96728	10.3539	37.3155	
1.89396	1.9474	10.3977	37.8388	
1.90144	1.95218	4.27194	38.0202	
1.88908	1.996	3.27181	39.2333	
1.88145	2.02164	2.90784	42.6536	
1.86248	2.02446	2.63259	42.7902	
1.85765	2.02066	2.06473	42.2752	
1.84781	2.05213	1.9244	40.457	
1.88841	2.06166	1.92977	40.1312	
1.88574	2.05927	1.96621	40.743	
1.91644	2.06609	1.96688	40.3424	
1.94197	2.07155	1.96715	40.8238	
1.81906	2.06419	1.92603	35.4969	
1.85531	2.05861	1.92066	35.4843	
1.82626	2.06738	1.90529	35.023	
1.82436	2.05529	1.91142	31.0864	
1.82073	2.04784	1.93784	29.7853	
1.8023	2.02554	1.93245	29.4661	
1.79883	1.76407	2.01966	24.9289	
1.80294	1.75415	2.03238	24.2243	
1.77784	1.75095	2.02212	25.0289	
1.72324	1.76101	2.02882	24.77	
1.71348	1.75587	2.1577	24.7761	
1.73079	1.70871	2.12671	25.0238	
1.7511	1.67889	2.1571	22.505	
1.75138	1.68496	2.1642	22.1261	
1.75352	1.67324	2.13933	23.8855	
1.74645	1.64491	2.1019	24.1331	
1.7177	1.63455	2.09978	25.1104	
1.72577	1.62031	2.05105	24.6424	
1.69946	1.6045	2.0533	27.5167	
1.65922	1.59449	2.04586	28.3265	
1.66391	1.57361	2.05228	28.8518	
1.62824	1.57682	2.06437	33.1959	
1.63642	1.55873	2.0718	33.7738	
1.64929	1.56069	2.05768	34.207	
1.64999	1.55904	2.03625	35.6747	
1.6715	1.55795	2.03976	37.3315	
1.67575	1.55649	1.96601	38.173	
1.67792	1.54846	1.93878	38.4525	
1.68324	1.67001	1.93638	38.2658	
1.67559	1.66446	1.94541	40.036	
1.68753	1.67074	1.83323	39.6649	
1.67976	1.66881	1.82113	38.0734	
1.65833	1.75207	1.79496	37.4598	
1.66868	1.74039	1.80606	38.9837	
1.66574	1.74373	1.83526	38.6352	
1.67563	1.74874	1.90134	39.0632	
1.6771	1.74795	1.92374	38.0925	
1.67226	1.75496	1.90999	38.6444	
1.6586	1.74771	1.89707	35.7367	
1.67016	1.74625	1.89283	33.531	
1.66054	1.74673	1.89808	31.6081	
1.67438	1.73436	1.8977	26.9194	
1.68251	1.74158	1.90171	26.0698	
1.68211	1.73707	1.90721	26.4843	
1.68204	1.74357	1.90175	25.3663	
1.66186	1.7389	1.925	23.1189	
1.67629	1.74447	1.94076	22.082	
1.66588	1.74966	1.95867	24.9877	
1.65786	1.62467	1.97277	26.9126	
1.65013	1.61964	1.95721	26.1311	
1.63992	1.6204	1.93154	26.3982	
1.62531	1.63685	1.95402	26.1485	
1.61527	1.55464	1.97562	26.736	
1.60532	1.54891	2.01304	25.1613	
1.60518	1.54511	1.9923	23.859	
1.59322	1.54539	1.92898	23.5459	
1.57257	1.54799	1.89795	23.5224	
1.56415	1.54732	1.91596	24.0389	
1.56159	1.54648	1.92612	26.7458	
1.5559	1.54942	1.93872	27.4414	
1.56429	1.54637	1.92853	30.6589	
1.54422	1.54636	1.93258	31.4302	
1.53061	1.53895	1.93102	31.8332	
1.56528	1.54027	1.92418	31.1113	
1.60303	1.53843	2.83829	30.9046	
1.62285	1.54167	2.89579	32.5696	
1.64445	1.53847	2.88966	32.766	
1.65737	1.54334	2.87557	30.6897	
1.65917	1.54401	2.86797	29.2117	
1.67323	1.54506	2.94739	28.2849	
1.68678	1.53733	2.95093	29.3152	
1.71366	1.52107	2.95857	31.943	
1.71749	1.52001	2.96221	31.9385	
1.71773	1.52239	2.91762	31.1538	
1.7254	1.58999	2.94814	30.9826	
1.73167	1.58868	2.95327	30.9989	
1.73661	1.58658	2.96163	32.3486	
1.74078	1.58218	2.95988	31.733	
1.74078	1.5786	2.94933	33.3004	
1.75116	1.57844	2.95539	32.5926	
1.74474	1.60494	2.95004	29.1319	
1.74658	1.60687	2.93333	29.3407	
1.75661	1.63024	2.95314	29.6798	
1.72709	1.63706	2.96062	28.7784	
1.68654	1.64959	2.04816	29.0613	
1.70017	1.70945	1.97224	27.2702	
1.68625	1.89109	1.94048	27.9251	
1.68526	1.88742	1.94527	27.6131	
1.68823	1.88722	1.93906	28.5687	
1.68367	1.91136	1.85678	30.0633	
1.69957	1.91466	1.84901	28.9654	
1.6795	1.91987	1.83019	26.373	
1.69511	1.93904	1.80701	27.3335	
1.69978	1.94132	1.80438	28.0157	
1.71048	1.87452	1.7678	28.5466	
1.70861	1.87171	1.75697	28.1936	
1.71083	1.87087	1.75211	27.1602	
1.70508	1.87538	1.74303	27.4006	
1.72749	1.88468	1.74095	24.8737	
1.72193	1.8818	1.71822	24.8976	
1.73058	1.85722	1.74225	26.4272	
1.7537	1.87533	1.74672	26.2067	
1.77285	1.8549	1.73607	26.3869	
1.76213	1.85218	1.74137	26.8594	
1.77006	1.83609	1.7499	27.158	
1.7537	1.77354	1.74454	28.6452	
1.73207	1.60341	1.76364	28.0134	
1.72774	1.60763	1.74638	27.8416	
1.72121	1.60767	1.74547	26.6721	
1.71518	1.58655	1.74293	24.9766	
1.71806	1.59158	1.738	24.4324	
1.73223	1.58732	1.7282	25.0244	
1.72932	1.57024	2.02262	28.2006	
1.74207	1.56847	2.04635	27.5326	
1.73542	2.04679	2.07888	29.0217	
1.75086	2.06071	2.11581	29.6457	
1.78502	2.06102	2.10672	28.9445	
1.80228	2.05866	2.11386	28.1547	
1.78666	2.04953	2.12714	26.5606	
1.78673	2.04963	2.16562	28.2502	
1.80353	2.04855	2.15208	27.5234	
1.80299	2.02618	2.15916	26.7474	
1.78264	2.03544	2.18087	26.7534	
1.77485	2.03528	2.17416	26.1529	
1.76974	2.07295	2.17131	25.082	
1.76372	2.07078	2.18695	23.8346	
1.79297	2.05918	2.19587	22.8492	
1.79176	2.06525	2.22795	22.8736	
1.79785	2.07046	2.23655	23.0394	
1.7913	2.06849	2.24974	23.2255	
1.76278	2.06846	2.25618	23.5367	
1.7435	2.08453	2.25117	23.8199	
1.72739	2.08078	1.94807	19.3893	
1.70564	2.08075	1.91993	19.4101	
1.70569	1.61086	1.89165	17.4116	
1.69259	1.62365	1.86594	17.1956	
1.6544	1.62275	1.88401	19.5003	
1.67192	1.62634	1.8786	19.913	
1.68447	1.62889	1.852	19.6103	
1.68409	1.62307	1.84894	18.1672	
1.67376	1.62541	1.84187	17.3475	
1.66967	1.62992	1.84515	18.7438	
1.6585	1.61848	1.82162	18.3822	
1.65554	1.61565	1.853	18.7844	
1.66695	1.58173	1.86181	19.2158	
1.68951	1.58384	1.87974	19.2138	
1.66008	1.58138	1.87833	19.9782	
1.65727	1.56818	1.86369	19.4313	
1.65877	1.58362	1.85408	19.343	
1.66311	1.59229	1.85489	19.0188	
1.68438	1.5943	1.85533	20.3692	
1.69243	1.57784	1.85972	22.0572	
1.7267	1.62617	1.86718	21.9774	
1.74583	1.62997	1.86383	22.6791	
1.74706	1.63805	1.86858	23.2378	
1.75195	1.61354	1.8639	22.3327	
1.76959	1.61719	1.84665	21.7305	
1.74341	1.61464	1.84933	22.3783	
1.72595	1.63944	1.87022	22.3648	
1.72697	1.64317	1.84156	22.7228	
1.71025	1.64063	1.84491	23.4247	
1.69224	1.63503	1.83899	21.9283	
1.71028	1.63605	1.82284	23.0208	
1.72785	1.63969	1.78146	23.9001	
1.71502	1.63578	1.77098	24.8896	
1.70687	1.63155	1.74286	25.1776	
1.74224	1.64193	1.73245	25.1192	
1.74355	1.6456	1.72537	24.3468	
1.7346	1.62552	1.73517	24.6739	
1.73285	1.61672	1.72854	24.9935	
1.71461	1.61926	1.72422	25.3454	
1.70685	1.62025	1.72503	23.2263	
1.67606	1.57436	1.74274	23.8663	
1.66151	1.57913	1.74685	23.1044	
1.65151	1.56757	1.73706	23.3628	
1.65412	1.56342	1.74314	23.4213	
1.63609	1.56259	1.74524	21.8465	
1.64476	1.55971	1.73311	20.8541	
1.65777	1.53893	1.74382	20.956	
1.66193	1.54272	1.74616	20.6602	
1.67665	1.54674	1.75385	20.4814	
1.68	1.56166	1.75704	20.5526	
1.66287	1.55969	1.76441	19.1406	
1.64574	1.57867	1.76919	18.0549	
1.65646	1.57809	1.76891	16.89	
1.64664	1.57433	1.76743	18.1133	
1.61392	1.56386	1.76474	18.0876	
1.61726	1.56563	1.76047	18.6023	
1.74523	1.56691	1.75703	18.3189	
1.76831	1.5686	1.7572	18.7624	
1.76601	1.56296	1.79022	17.368	
1.77178	1.56648	1.78814	16.945	
1.77656	1.56297	1.7774	16.5108	
1.77623	1.55248	1.77541	17.1236	
1.7745	1.54944	1.77769	16.3003	
1.80518	1.54925	1.76737	16.5175	
1.80259	1.55124	1.77789	16.1769	
1.78442	1.55752	1.80973	15.9676	
1.76902	1.55471	1.79922	16.4378	
1.77195	1.54951	1.78482	17.1697	
1.77355	1.54816	1.77005	16.6785	
1.77089	1.53897	1.758	16.6516	
1.78038	1.53881	1.75217	16.8099	
1.78482	1.51438	1.74523	16.7236	
1.77206	1.51665	1.73742	16.5883	
1.76511	1.53078	1.74047	17.7381	
1.76117	1.53067	1.73896	17.4851	
1.75967	1.52729	1.74303	17.2468	
1.64135	1.52552	1.73676	16.9731	
1.62375	1.52679	1.73873	16.2468	
1.64158	1.523	1.7185	17.3145	
1.66471	1.65941	1.71598	18.632	
1.67176	1.69321	1.70264	18.4437	
1.68299	1.69813	1.69769	17.944	
1.68578	1.6956	1.68769	18.0832	
1.65001	1.70209	1.69256	17.7695	
1.76707	1.70164	1.68319	18.0959	
1.77682	1.70045	1.65836	17.8444	
1.78038	1.70318	1.65197	17.5962	
1.77284	1.71054	1.65378	17.2545	
1.76105	1.71042	1.65007	18.6868	
1.76224	1.71298	1.65594	18.5849	
1.75178	1.71832	1.66127	18.4046	
1.74845	1.71962	1.66271	18.6491	
1.76653	2.01955	1.65849	19.8995	
1.75783	2.01003	1.64942	16.966	
1.77157	2.00961	1.65756	16.8491	
1.78168	2.01169	1.65434	17.9196	
1.7706	2.01214	1.65783	18.0358	
1.76691	2.0103	1.65232	18.7198	
1.74682	2.0139	1.6409	16.9909	
1.71294	1.87293	1.63532	15.9264	
1.71688	1.8422	1.63351	15.7018	
1.72402	1.85983	1.63443	16.2828	
1.73576	1.8678	1.63786	15.8447	
1.74034	1.86661	1.64383	16.9018	
1.6383	1.86547	1.64865	16.8225	
1.62587	1.86085	1.65438	17.8139	
1.62341	1.85963	1.66664	18.108	
1.62659	1.86178	1.67692	17.6616	
1.62314	1.86793	1.68832	16.6722	
1.64754	1.86372	1.69297	17.9018	
1.65247	1.85624	1.70056	20.008	
1.65164	1.85605	1.69985	21.1481	
1.66196	1.5567	2.03835	20.5678	
1.66286	1.55921	2.04463	20.4717	
1.65752	1.5624	2.04004	20.7672	
1.6527	1.56309	2.04173	20.2359	
1.67044	1.56792	2.04555	20.3384	
1.68212	1.56821	2.05003	19.5482	
1.68557	1.56081	2.051	19.3923	
1.69698	1.56304	2.06326	19.5491	
1.68039	1.5668	2.07144	20.7308	
1.6621	1.54595	2.0845	20.0627	
1.64755	1.53934	2.11068	20.2295	
1.65325	1.5336	2.09777	19.5688	
1.64629	1.53183	2.10565	19.3181	
1.6526	1.53322	2.09322	18.725	
1.6621	1.53522	2.07891	18.3431	
1.65521	1.53105	2.08708	18.2025	
1.66485	1.52269	2.07721	17.7097	
1.64737	1.5208	2.07477	16.3531	
1.6503	1.52346	2.06689	14.43	
1.66624	1.52304	2.06596	13.0873	
1.65047	1.52373	1.72883	12.57	
1.65855	1.52657	1.74469	12.3249	
1.64969	1.52434	1.74067	11.7692	
1.6362	1.54837	1.73343	12.4004	
1.62234	1.54367	1.72559	12.1922	
1.60968	1.53922	1.71738	12.7343	
1.6108	1.53943	1.72137	12.9866	
1.61904	1.5348	1.71281	12.987	
1.61571	1.53341	1.70841	11.8207	
1.62388	1.53407	1.69546	11.9392	
1.62375	1.53748	1.66833	11.7256	
1.6081	1.53878	1.66695	13.1944	
1.60704	1.53734	1.64951	13.4069	
1.62339	1.54043	1.64532	13.6097	
1.61103	1.53747	1.64656	13.6214	
1.70995	1.53447	1.64972	13.6535	
1.71054	1.5384	1.64927	14.5245	
1.72417	1.54475	1.65014	15.0706	
1.73306	1.54557	1.64632	16.1506	
1.74132	1.54944	1.64566	15.9355	
1.73516	1.56932	1.64677	16.9251	
1.73336	1.56335	1.63036	17.0764	
1.73612	1.56202	1.6295	17.8142	
1.74419	1.5351	1.63587	17.0236	
1.74292	1.53461	1.63891	16.8635	
1.7452	1.54074	1.64607	16.2254	
1.75658	1.54551	1.63611	16.0661	
1.75763	1.55062	1.63617	15.6884	
1.76338	1.57421	1.63736	15.5819	
1.75297	1.58003	1.64595	15.3699	
1.75151	1.59035	1.64624	15.3963	
1.75222	1.59515	1.64086	13.5631	
1.77028	1.6	1.64648	14.0672	
1.78428	1.60051	1.6531	13.6126	
1.79885	1.60216	1.65439	13.373	
1.71113	1.61342	1.63566	13.1011	
1.90622	1.62417	1.6343	12.3618	
1.90882	1.61684	1.62939	12.0143	
1.92564	1.61772	1.63399	10.5786	
1.91392	1.61205	1.64916	10.9053	
1.9217	1.58662	1.65519	9.83388	
1.92496	1.5844	1.64993	10.5627	
1.94021	1.58459	1.64859	10.0569	
1.9569	1.58134	1.64182	10.255	
1.9643	1.58598	1.63986	10.0882	
1.97699	1.6098	1.63931	10.4309	
1.95815	1.62534	1.64624	11.4431	
1.94244	1.62959	1.64893	11.2346	
1.96209	1.6062	1.65454	11.397	
1.96445	1.60274	1.65135	11.895	
1.9839	1.58719	1.65392	12.0214	
1.99503	1.57836	1.7158	11.8497	
1.97952	1.57524	1.72874	11.0283	
1.94886	1.5744	1.73941	11.4273	
1.93461	1.56948	1.73381	11.7439	
1.91789	1.55931	1.7311	12.2562	
1.74515	1.5444	1.73981	12.5847	
1.73287	1.5415	1.74399	12.5269	
1.71286	1.54088	1.74247	12.3874	
1.71114	1.54002	1.73344	12.0174	
1.70343	1.54327	1.73112	12.3007	
1.69067	1.55353	1.72998	11.9021	
1.667	1.55544	1.73267	11.6922	
1.64116	1.56163	1.74488	11.6146	
1.63394	1.55523	1.74555	11.7018	
1.62062	1.53553	1.74306	11.3642	
1.61644	1.51551	1.73411	10.8264	
1.61576	1.54275	1.76213	10.6854	
1.60475	1.5592	1.76485	10.5659	
1.60255	1.55596	1.76114	10.3991	
1.59406	1.55569	1.7659	10.2685	
1.58384	1.56115	1.71291	10.2172	
1.58153	1.56147	1.70221	10.5494	
1.58005	1.56057	1.69762	10.3799	
1.58167	1.56609	1.70222	9.80505	
